,Species_for_which_disease_information_is_available
700,https://www.fishbase.de/Diseases/diseasesList.php?ID=11028&StockCode=11352
701,https://www.fishbase.de/Diseases/diseasesList.php?ID=4470&StockCode=4668
702,https://www.fishbase.de/Diseases/diseasesList.php?ID=8318&StockCode=8632
703,https://www.fishbase.de/Diseases/diseasesList.php?ID=5024&StockCode=5259
704,https://www.fishbase.de/Diseases/diseasesList.php?ID=6504&StockCode=6825
705,https://www.fishbase.de/Diseases/diseasesList.php?ID=5663&StockCode=5956
706,https://www.fishbase.de/Diseases/diseasesList.php?ID=5662&StockCode=5955
707,https://www.fishbase.de/Diseases/diseasesList.php?ID=399&StockCode=413
708,https://www.fishbase.de/Diseases/diseasesList.php?ID=364&StockCode=378
709,https://www.fishbase.de/Diseases/diseasesList.php?ID=9190&StockCode=9511
710,https://www.fishbase.de/Diseases/diseasesList.php?ID=1345&StockCode=1363
711,https://www.fishbase.de/Diseases/diseasesList.php?ID=2462&StockCode=2656
712,https://www.fishbase.de/Diseases/diseasesList.php?ID=25512&StockCode=20130
713,https://www.fishbase.de/Diseases/diseasesList.php?ID=13098&StockCode=13411
714,https://www.fishbase.de/Diseases/diseasesList.php?ID=6382&StockCode=6703
715,https://www.fishbase.de/Diseases/diseasesList.php?ID=6632&StockCode=6952
716,https://www.fishbase.de/Diseases/diseasesList.php?ID=13056&StockCode=13379
717,https://www.fishbase.de/Diseases/diseasesList.php?ID=8734&StockCode=9056
718,https://www.fishbase.de/Diseases/diseasesList.php?ID=9946&StockCode=10269
719,https://www.fishbase.de/Diseases/diseasesList.php?ID=513&StockCode=529
720,https://www.fishbase.de/Diseases/diseasesList.php?ID=6027&StockCode=6341
721,https://www.fishbase.de/Diseases/diseasesList.php?ID=6894&StockCode=7215
722,https://www.fishbase.de/Diseases/diseasesList.php?ID=50652&StockCode=42342
723,https://www.fishbase.de/Diseases/diseasesList.php?ID=10530&StockCode=10852
724,https://www.fishbase.de/Diseases/diseasesList.php?ID=58260&StockCode=47909
725,https://www.fishbase.de/Diseases/diseasesList.php?ID=8674&StockCode=8991
726,https://www.fishbase.de/Diseases/diseasesList.php?ID=6410&StockCode=6731
727,https://www.fishbase.de/Diseases/diseasesList.php?ID=524&StockCode=540
728,https://www.fishbase.de/Diseases/diseasesList.php?ID=1335&StockCode=1353
729,https://www.fishbase.de/Diseases/diseasesList.php?ID=2366&StockCode=2560
730,https://www.fishbase.de/Diseases/diseasesList.php?ID=2346&StockCode=2540
731,https://www.fishbase.de/Diseases/diseasesList.php?ID=12109&StockCode=12435
732,https://www.fishbase.de/Diseases/diseasesList.php?ID=4914&StockCode=5147
733,https://www.fishbase.de/Diseases/diseasesList.php?ID=47075&StockCode=39644
734,https://www.fishbase.de/Diseases/diseasesList.php?ID=4717&StockCode=4938
735,https://www.fishbase.de/Diseases/diseasesList.php?ID=4793&StockCode=5021
736,https://www.fishbase.de/Diseases/diseasesList.php?ID=4766&StockCode=4990
737,https://www.fishbase.de/Diseases/diseasesList.php?ID=10137&StockCode=10460
738,https://www.fishbase.de/Diseases/diseasesList.php?ID=6147&StockCode=6460
739,https://www.fishbase.de/Diseases/diseasesList.php?ID=4501&StockCode=4699
740,https://www.fishbase.de/Diseases/diseasesList.php?ID=3542&StockCode=3738
741,https://www.fishbase.de/Diseases/diseasesList.php?ID=5169&StockCode=5408
742,https://www.fishbase.de/Diseases/diseasesList.php?ID=10834&StockCode=11157
743,https://www.fishbase.de/Diseases/diseasesList.php?ID=10364&StockCode=10686
744,https://www.fishbase.de/Diseases/diseasesList.php?ID=12179&StockCode=12506
745,https://www.fishbase.de/Diseases/diseasesList.php?ID=10372&StockCode=10695
746,https://www.fishbase.de/Diseases/diseasesList.php?ID=4771&StockCode=4995
747,https://www.fishbase.de/Diseases/diseasesList.php?ID=6148&StockCode=6461
748,https://www.fishbase.de/Diseases/diseasesList.php?ID=109&StockCode=123
749,https://www.fishbase.de/Diseases/diseasesList.php?ID=110&StockCode=124
750,https://www.fishbase.de/Diseases/diseasesList.php?ID=111&StockCode=125
751,https://www.fishbase.de/Diseases/diseasesList.php?ID=281&StockCode=295
752,https://www.fishbase.de/Diseases/diseasesList.php?ID=23351&StockCode=18548
753,https://www.fishbase.de/Diseases/diseasesList.php?ID=28040&StockCode=38665
754,https://www.fishbase.de/Diseases/diseasesList.php?ID=26793&StockCode=20957
755,https://www.fishbase.de/Diseases/diseasesList.php?ID=26801&StockCode=20966
756,https://www.fishbase.de/Diseases/diseasesList.php?ID=2081&StockCode=2276
757,https://www.fishbase.de/Diseases/diseasesList.php?ID=48588&StockCode=40820
758,https://www.fishbase.de/Diseases/diseasesList.php?ID=47624&StockCode=40023
759,https://www.fishbase.de/Diseases/diseasesList.php?ID=905&StockCode=921
760,https://www.fishbase.de/Diseases/diseasesList.php?ID=2948&StockCode=3144
761,https://www.fishbase.de/Diseases/diseasesList.php?ID=4666&StockCode=4883
762,https://www.fishbase.de/Diseases/diseasesList.php?ID=4884&StockCode=5115
763,https://www.fishbase.de/Diseases/diseasesList.php?ID=3616&StockCode=3812
764,https://www.fishbase.de/Diseases/diseasesList.php?ID=1252&StockCode=1268
765,https://www.fishbase.de/Diseases/diseasesList.php?ID=272&StockCode=286
766,https://www.fishbase.de/Diseases/diseasesList.php?ID=56329&StockCode=46380
767,https://www.fishbase.de/Diseases/diseasesList.php?ID=51188&StockCode=42777
768,https://www.fishbase.de/Diseases/diseasesList.php?ID=236&StockCode=250
769,https://www.fishbase.de/Diseases/diseasesList.php?ID=238&StockCode=252
770,https://www.fishbase.de/Diseases/diseasesList.php?ID=247&StockCode=261
771,https://www.fishbase.de/Diseases/diseasesList.php?ID=246&StockCode=260
772,https://www.fishbase.de/Diseases/diseasesList.php?ID=248&StockCode=262
773,https://www.fishbase.de/Diseases/diseasesList.php?ID=112&StockCode=126
774,https://www.fishbase.de/Diseases/diseasesList.php?ID=113&StockCode=127
775,https://www.fishbase.de/Diseases/diseasesList.php?ID=4796&StockCode=5024
776,https://www.fishbase.de/Diseases/diseasesList.php?ID=114&StockCode=128
777,https://www.fishbase.de/Diseases/diseasesList.php?ID=115&StockCode=129
778,https://www.fishbase.de/Diseases/diseasesList.php?ID=1502&StockCode=1695
779,https://www.fishbase.de/Diseases/diseasesList.php?ID=1507&StockCode=1700
780,https://www.fishbase.de/Diseases/diseasesList.php?ID=1511&StockCode=1704
781,https://www.fishbase.de/Diseases/diseasesList.php?ID=1477&StockCode=1670
782,https://www.fishbase.de/Diseases/diseasesList.php?ID=4909&StockCode=5142
783,https://www.fishbase.de/Diseases/diseasesList.php?ID=1389&StockCode=4635
784,https://www.fishbase.de/Diseases/diseasesList.php?ID=1412&StockCode=1461
785,https://www.fishbase.de/Diseases/diseasesList.php?ID=11168&StockCode=11493
786,https://www.fishbase.de/Diseases/diseasesList.php?ID=2951&StockCode=3147
787,https://www.fishbase.de/Diseases/diseasesList.php?ID=5544&StockCode=5834
788,https://www.fishbase.de/Diseases/diseasesList.php?ID=4698&StockCode=4919
789,https://www.fishbase.de/Diseases/diseasesList.php?ID=2447&StockCode=2641
790,https://www.fishbase.de/Diseases/diseasesList.php?ID=53266&StockCode=44184
791,https://www.fishbase.de/Diseases/diseasesList.php?ID=23448&StockCode=18628
792,https://www.fishbase.de/Diseases/diseasesList.php?ID=53725&StockCode=44559
793,https://www.fishbase.de/Diseases/diseasesList.php?ID=53264&StockCode=44182
794,https://www.fishbase.de/Diseases/diseasesList.php?ID=953&StockCode=969
795,https://www.fishbase.de/Diseases/diseasesList.php?ID=2239&StockCode=2437
796,https://www.fishbase.de/Diseases/diseasesList.php?ID=1191&StockCode=1207
797,https://www.fishbase.de/Diseases/diseasesList.php?ID=6357&StockCode=6670
798,https://www.fishbase.de/Diseases/diseasesList.php?ID=54736&StockCode=45318
799,https://www.fishbase.de/Diseases/diseasesList.php?ID=118&StockCode=132
800,https://www.fishbase.de/Diseases/diseasesList.php?ID=1951&StockCode=2147
801,https://www.fishbase.de/Diseases/diseasesList.php?ID=120&StockCode=134
802,https://www.fishbase.de/Diseases/diseasesList.php?ID=121&StockCode=135
803,https://www.fishbase.de/Diseases/diseasesList.php?ID=123&StockCode=137
804,https://www.fishbase.de/Diseases/diseasesList.php?ID=126&StockCode=140
805,https://www.fishbase.de/Diseases/diseasesList.php?ID=134&StockCode=148
806,https://www.fishbase.de/Diseases/diseasesList.php?ID=530&StockCode=546
807,https://www.fishbase.de/Diseases/diseasesList.php?ID=1348&StockCode=1366
808,https://www.fishbase.de/Diseases/diseasesList.php?ID=3961&StockCode=4157
809,https://www.fishbase.de/Diseases/diseasesList.php?ID=3978&StockCode=4174
810,https://www.fishbase.de/Diseases/diseasesList.php?ID=3984&StockCode=4180
811,https://www.fishbase.de/Diseases/diseasesList.php?ID=6534&StockCode=6854
812,https://www.fishbase.de/Diseases/diseasesList.php?ID=387&StockCode=401
813,https://www.fishbase.de/Diseases/diseasesList.php?ID=388&StockCode=402
814,https://www.fishbase.de/Diseases/diseasesList.php?ID=1956&StockCode=2152
815,https://www.fishbase.de/Diseases/diseasesList.php?ID=1004&StockCode=1020
816,https://www.fishbase.de/Diseases/diseasesList.php?ID=1005&StockCode=1021
817,https://www.fishbase.de/Diseases/diseasesList.php?ID=1961&StockCode=2157
818,https://www.fishbase.de/Diseases/diseasesList.php?ID=381&StockCode=395
819,https://www.fishbase.de/Diseases/diseasesList.php?ID=1962&StockCode=2158
820,https://www.fishbase.de/Diseases/diseasesList.php?ID=11963&StockCode=12289
821,https://www.fishbase.de/Diseases/diseasesList.php?ID=51991&StockCode=43372
822,https://www.fishbase.de/Diseases/diseasesList.php?ID=55016&StockCode=45559
823,https://www.fishbase.de/Diseases/diseasesList.php?ID=11973&StockCode=12299
824,https://www.fishbase.de/Diseases/diseasesList.php?ID=610&StockCode=626
825,https://www.fishbase.de/Diseases/diseasesList.php?ID=4614&StockCode=4801
826,https://www.fishbase.de/Diseases/diseasesList.php?ID=4456&StockCode=4654
827,https://www.fishbase.de/Diseases/diseasesList.php?ID=4616&StockCode=4803
828,https://www.fishbase.de/Diseases/diseasesList.php?ID=4588&StockCode=4774
829,https://www.fishbase.de/Diseases/diseasesList.php?ID=4618&StockCode=4805
830,https://www.fishbase.de/Diseases/diseasesList.php?ID=4457&StockCode=4655
831,https://www.fishbase.de/Diseases/diseasesList.php?ID=4624&StockCode=4811
832,https://www.fishbase.de/Diseases/diseasesList.php?ID=402&StockCode=416
833,https://www.fishbase.de/Diseases/diseasesList.php?ID=7925&StockCode=8236
834,https://www.fishbase.de/Diseases/diseasesList.php?ID=4544&StockCode=4729
835,https://www.fishbase.de/Diseases/diseasesList.php?ID=12003&StockCode=12329
836,https://www.fishbase.de/Diseases/diseasesList.php?ID=289&StockCode=303
837,https://www.fishbase.de/Diseases/diseasesList.php?ID=28054&StockCode=38674
838,https://www.fishbase.de/Diseases/diseasesList.php?ID=11950&StockCode=12276
839,https://www.fishbase.de/Diseases/diseasesList.php?ID=8852&StockCode=9173
840,https://www.fishbase.de/Diseases/diseasesList.php?ID=525&StockCode=541
841,https://www.fishbase.de/Diseases/diseasesList.php?ID=1164&StockCode=1180
842,https://www.fishbase.de/Diseases/diseasesList.php?ID=5496&StockCode=5774
843,https://www.fishbase.de/Diseases/diseasesList.php?ID=11235&StockCode=11560
844,https://www.fishbase.de/Diseases/diseasesList.php?ID=7937&StockCode=8248
845,https://www.fishbase.de/Diseases/diseasesList.php?ID=4827&StockCode=5056
846,https://www.fishbase.de/Diseases/diseasesList.php?ID=912&StockCode=928
847,https://www.fishbase.de/Diseases/diseasesList.php?ID=48552&StockCode=40795
848,https://www.fishbase.de/Diseases/diseasesList.php?ID=53116&StockCode=44087
849,https://www.fishbase.de/Diseases/diseasesList.php?ID=12224&StockCode=12550
850,https://www.fishbase.de/Diseases/diseasesList.php?ID=25119&StockCode=19882
851,https://www.fishbase.de/Diseases/diseasesList.php?ID=566&StockCode=582
852,https://www.fishbase.de/Diseases/diseasesList.php?ID=12141&StockCode=12467
853,https://www.fishbase.de/Diseases/diseasesList.php?ID=8121&StockCode=8432
854,https://www.fishbase.de/Diseases/diseasesList.php?ID=1315&StockCode=1333
855,https://www.fishbase.de/Diseases/diseasesList.php?ID=1316&StockCode=1334
856,https://www.fishbase.de/Diseases/diseasesList.php?ID=14497&StockCode=14270
857,https://www.fishbase.de/Diseases/diseasesList.php?ID=11185&StockCode=11510
858,https://www.fishbase.de/Diseases/diseasesList.php?ID=11186&StockCode=11511
859,https://www.fishbase.de/Diseases/diseasesList.php?ID=5319&StockCode=5559
860,https://www.fishbase.de/Diseases/diseasesList.php?ID=10892&StockCode=11216
861,https://www.fishbase.de/Diseases/diseasesList.php?ID=9533&StockCode=9856
862,https://www.fishbase.de/Diseases/diseasesList.php?ID=9529&StockCode=9851
863,https://www.fishbase.de/Diseases/diseasesList.php?ID=9559&StockCode=9882
864,https://www.fishbase.de/Diseases/diseasesList.php?ID=9517&StockCode=9840
865,https://www.fishbase.de/Diseases/diseasesList.php?ID=2458&StockCode=2652
866,https://www.fishbase.de/Diseases/diseasesList.php?ID=9638&StockCode=9961
867,https://www.fishbase.de/Diseases/diseasesList.php?ID=13197&StockCode=13523
868,https://www.fishbase.de/Diseases/diseasesList.php?ID=28052&StockCode=38672
869,https://www.fishbase.de/Diseases/diseasesList.php?ID=8198&StockCode=8511
870,https://www.fishbase.de/Diseases/diseasesList.php?ID=4758&StockCode=4982
871,https://www.fishbase.de/Diseases/diseasesList.php?ID=54649&StockCode=45240
872,https://www.fishbase.de/Diseases/diseasesList.php?ID=1596&StockCode=1789
873,https://www.fishbase.de/Diseases/diseasesList.php?ID=4458&StockCode=4656
874,https://www.fishbase.de/Diseases/diseasesList.php?ID=7946&StockCode=8257
875,https://www.fishbase.de/Diseases/diseasesList.php?ID=4502&StockCode=4700
876,https://www.fishbase.de/Diseases/diseasesList.php?ID=26475&StockCode=20753
877,https://www.fishbase.de/Diseases/diseasesList.php?ID=5466&StockCode=5742
878,https://www.fishbase.de/Diseases/diseasesList.php?ID=10716&StockCode=11038
879,https://www.fishbase.de/Diseases/diseasesList.php?ID=12401&StockCode=12730
880,https://www.fishbase.de/Diseases/diseasesList.php?ID=26797&StockCode=20962
881,https://www.fishbase.de/Diseases/diseasesList.php?ID=7324&StockCode=7624
882,https://www.fishbase.de/Diseases/diseasesList.php?ID=26811&StockCode=20974
883,https://www.fishbase.de/Diseases/diseasesList.php?ID=26812&StockCode=20975
884,https://www.fishbase.de/Diseases/diseasesList.php?ID=26501&StockCode=20782
885,https://www.fishbase.de/Diseases/diseasesList.php?ID=4676&StockCode=4894
886,https://www.fishbase.de/Diseases/diseasesList.php?ID=26814&StockCode=20976
887,https://www.fishbase.de/Diseases/diseasesList.php?ID=589&StockCode=605
888,https://www.fishbase.de/Diseases/diseasesList.php?ID=142&StockCode=156
889,https://www.fishbase.de/Diseases/diseasesList.php?ID=143&StockCode=157
890,https://www.fishbase.de/Diseases/diseasesList.php?ID=144&StockCode=158
891,https://www.fishbase.de/Diseases/diseasesList.php?ID=145&StockCode=159
892,https://www.fishbase.de/Diseases/diseasesList.php?ID=146&StockCode=160
893,https://www.fishbase.de/Diseases/diseasesList.php?ID=14290&StockCode=14134
894,https://www.fishbase.de/Diseases/diseasesList.php?ID=147&StockCode=161
895,https://www.fishbase.de/Diseases/diseasesList.php?ID=148&StockCode=162
896,https://www.fishbase.de/Diseases/diseasesList.php?ID=4719&StockCode=4940
897,https://www.fishbase.de/Diseases/diseasesList.php?ID=269&StockCode=283
898,https://www.fishbase.de/Diseases/diseasesList.php?ID=13216&StockCode=13538
899,https://www.fishbase.de/Diseases/diseasesList.php?ID=9194&StockCode=9515
900,https://www.fishbase.de/Diseases/diseasesList.php?ID=4644&StockCode=4832
901,https://www.fishbase.de/Diseases/diseasesList.php?ID=8229&StockCode=8542
902,https://www.fishbase.de/Diseases/diseasesList.php?ID=13280&StockCode=13579
903,https://www.fishbase.de/Diseases/diseasesList.php?ID=48681&StockCode=40896
904,https://www.fishbase.de/Diseases/diseasesList.php?ID=1963&StockCode=2159
905,https://www.fishbase.de/Diseases/diseasesList.php?ID=380&StockCode=394
906,https://www.fishbase.de/Diseases/diseasesList.php?ID=1010&StockCode=1026
907,https://www.fishbase.de/Diseases/diseasesList.php?ID=1975&StockCode=2171
908,https://www.fishbase.de/Diseases/diseasesList.php?ID=372&StockCode=386
909,https://www.fishbase.de/Diseases/diseasesList.php?ID=367&StockCode=381
910,https://www.fishbase.de/Diseases/diseasesList.php?ID=1979&StockCode=2175
911,https://www.fishbase.de/Diseases/diseasesList.php?ID=47587&StockCode=39994
912,https://www.fishbase.de/Diseases/diseasesList.php?ID=1288&StockCode=1305
913,https://www.fishbase.de/Diseases/diseasesList.php?ID=11201&StockCode=11526
914,https://www.fishbase.de/Diseases/diseasesList.php?ID=4770&StockCode=4994
915,https://www.fishbase.de/Diseases/diseasesList.php?ID=4772&StockCode=4996
916,https://www.fishbase.de/Diseases/diseasesList.php?ID=4774&StockCode=4998
917,https://www.fishbase.de/Diseases/diseasesList.php?ID=48677&StockCode=40892
918,https://www.fishbase.de/Diseases/diseasesList.php?ID=4674&StockCode=4892
919,https://www.fishbase.de/Diseases/diseasesList.php?ID=4729&StockCode=4953
920,https://www.fishbase.de/Diseases/diseasesList.php?ID=499&StockCode=515
921,https://www.fishbase.de/Diseases/diseasesList.php?ID=4675&StockCode=4893
922,https://www.fishbase.de/Diseases/diseasesList.php?ID=4693&StockCode=4911
923,https://www.fishbase.de/Diseases/diseasesList.php?ID=10373&StockCode=10696
924,https://www.fishbase.de/Diseases/diseasesList.php?ID=12182&StockCode=12508
925,https://www.fishbase.de/Diseases/diseasesList.php?ID=10881&StockCode=11205
926,https://www.fishbase.de/Diseases/diseasesList.php?ID=52278&StockCode=43509
927,https://www.fishbase.de/Diseases/diseasesList.php?ID=6910&StockCode=7231
928,https://www.fishbase.de/Diseases/diseasesList.php?ID=6911&StockCode=7232
929,https://www.fishbase.de/Diseases/diseasesList.php?ID=2375&StockCode=2569
930,https://www.fishbase.de/Diseases/diseasesList.php?ID=2376&StockCode=2570
931,https://www.fishbase.de/Diseases/diseasesList.php?ID=2381&StockCode=2575
932,https://www.fishbase.de/Diseases/diseasesList.php?ID=8980&StockCode=9301
933,https://www.fishbase.de/Diseases/diseasesList.php?ID=8982&StockCode=9303
934,https://www.fishbase.de/Diseases/diseasesList.php?ID=1317&StockCode=1335
935,https://www.fishbase.de/Diseases/diseasesList.php?ID=977&StockCode=993
936,https://www.fishbase.de/Diseases/diseasesList.php?ID=14503&StockCode=14273
937,https://www.fishbase.de/Diseases/diseasesList.php?ID=6213&StockCode=6526
938,https://www.fishbase.de/Diseases/diseasesList.php?ID=4444&StockCode=4642
939,https://www.fishbase.de/Diseases/diseasesList.php?ID=4445&StockCode=4643
940,https://www.fishbase.de/Diseases/diseasesList.php?ID=2581&StockCode=2777
941,https://www.fishbase.de/Diseases/diseasesList.php?ID=1883&StockCode=2079
942,https://www.fishbase.de/Diseases/diseasesList.php?ID=6284&StockCode=6597
943,https://www.fishbase.de/Diseases/diseasesList.php?ID=6575&StockCode=6896
944,https://www.fishbase.de/Diseases/diseasesList.php?ID=26782&StockCode=20947
945,https://www.fishbase.de/Diseases/diseasesList.php?ID=26784&StockCode=20949
946,https://www.fishbase.de/Diseases/diseasesList.php?ID=26786&StockCode=20950
947,https://www.fishbase.de/Diseases/diseasesList.php?ID=12322&StockCode=12650
948,https://www.fishbase.de/Diseases/diseasesList.php?ID=26792&StockCode=20955
949,https://www.fishbase.de/Diseases/diseasesList.php?ID=57857&StockCode=47415
950,https://www.fishbase.de/Diseases/diseasesList.php?ID=10243&StockCode=10567
951,https://www.fishbase.de/Diseases/diseasesList.php?ID=10124&StockCode=10447
952,https://www.fishbase.de/Diseases/diseasesList.php?ID=9473&StockCode=9796
953,https://www.fishbase.de/Diseases/diseasesList.php?ID=9180&StockCode=9501
954,https://www.fishbase.de/Diseases/diseasesList.php?ID=3231&StockCode=3427
955,https://www.fishbase.de/Diseases/diseasesList.php?ID=3232&StockCode=3428
956,https://www.fishbase.de/Diseases/diseasesList.php?ID=3233&StockCode=3429
957,https://www.fishbase.de/Diseases/diseasesList.php?ID=12251&StockCode=12577
958,https://www.fishbase.de/Diseases/diseasesList.php?ID=10907&StockCode=11231
959,https://www.fishbase.de/Diseases/diseasesList.php?ID=11321&StockCode=11646
960,https://www.fishbase.de/Diseases/diseasesList.php?ID=5950&StockCode=6259
961,https://www.fishbase.de/Diseases/diseasesList.php?ID=6018&StockCode=6332
962,https://www.fishbase.de/Diseases/diseasesList.php?ID=480&StockCode=494
963,https://www.fishbase.de/Diseases/diseasesList.php?ID=479&StockCode=493
964,https://www.fishbase.de/Diseases/diseasesList.php?ID=47756&StockCode=40125
