,Species_for_which_disease_information_is_available
349,https://www.fishbase.de/Diseases/diseasesList.php?ID=4463&StockCode=4661
350,https://www.fishbase.de/Diseases/diseasesList.php?ID=5996&StockCode=6306
351,https://www.fishbase.de/Diseases/diseasesList.php?ID=4439&StockCode=4637
352,https://www.fishbase.de/Diseases/diseasesList.php?ID=3854&StockCode=4050
353,https://www.fishbase.de/Diseases/diseasesList.php?ID=54508&StockCode=46819
354,https://www.fishbase.de/Diseases/diseasesList.php?ID=61527&StockCode=51334
355,https://www.fishbase.de/Diseases/diseasesList.php?ID=14956&StockCode=14437
356,https://www.fishbase.de/Diseases/diseasesList.php?ID=4833&StockCode=5063
357,https://www.fishbase.de/Diseases/diseasesList.php?ID=10477&StockCode=10799
358,https://www.fishbase.de/Diseases/diseasesList.php?ID=887&StockCode=903
359,https://www.fishbase.de/Diseases/diseasesList.php?ID=4464&StockCode=4664
360,https://www.fishbase.de/Diseases/diseasesList.php?ID=2085&StockCode=2280
361,https://www.fishbase.de/Diseases/diseasesList.php?ID=3831&StockCode=4027
362,https://www.fishbase.de/Diseases/diseasesList.php?ID=59786&StockCode=49523
363,https://www.fishbase.de/Diseases/diseasesList.php?ID=8293&StockCode=8606
364,https://www.fishbase.de/Diseases/diseasesList.php?ID=11945&StockCode=12271
365,https://www.fishbase.de/Diseases/diseasesList.php?ID=4682&StockCode=4900
366,https://www.fishbase.de/Diseases/diseasesList.php?ID=1833&StockCode=2029
367,https://www.fishbase.de/Diseases/diseasesList.php?ID=10915&StockCode=11239
368,https://www.fishbase.de/Diseases/diseasesList.php?ID=12298&StockCode=12624
369,https://www.fishbase.de/Diseases/diseasesList.php?ID=5627&StockCode=5921
370,https://www.fishbase.de/Diseases/diseasesList.php?ID=6684&StockCode=7005
371,https://www.fishbase.de/Diseases/diseasesList.php?ID=6887&StockCode=7208
372,https://www.fishbase.de/Diseases/diseasesList.php?ID=6890&StockCode=7211
373,https://www.fishbase.de/Diseases/diseasesList.php?ID=5356&StockCode=5594
374,https://www.fishbase.de/Diseases/diseasesList.php?ID=6748&StockCode=7069
375,https://www.fishbase.de/Diseases/diseasesList.php?ID=6761&StockCode=7082
376,https://www.fishbase.de/Diseases/diseasesList.php?ID=6764&StockCode=7085
377,https://www.fishbase.de/Diseases/diseasesList.php?ID=6769&StockCode=7090
378,https://www.fishbase.de/Diseases/diseasesList.php?ID=4517&StockCode=6146
379,https://www.fishbase.de/Diseases/diseasesList.php?ID=6798&StockCode=7119
380,https://www.fishbase.de/Diseases/diseasesList.php?ID=6801&StockCode=7122
381,https://www.fishbase.de/Diseases/diseasesList.php?ID=6802&StockCode=7123
382,https://www.fishbase.de/Diseases/diseasesList.php?ID=6886&StockCode=7207
383,https://www.fishbase.de/Diseases/diseasesList.php?ID=6846&StockCode=7167
384,https://www.fishbase.de/Diseases/diseasesList.php?ID=6853&StockCode=7174
385,https://www.fishbase.de/Diseases/diseasesList.php?ID=1478&StockCode=1671
386,https://www.fishbase.de/Diseases/diseasesList.php?ID=1480&StockCode=1673
387,https://www.fishbase.de/Diseases/diseasesList.php?ID=260&StockCode=274
388,https://www.fishbase.de/Diseases/diseasesList.php?ID=12360&StockCode=12690
389,https://www.fishbase.de/Diseases/diseasesList.php?ID=500&StockCode=516
390,https://www.fishbase.de/Diseases/diseasesList.php?ID=13307&StockCode=13593
391,https://www.fishbase.de/Diseases/diseasesList.php?ID=2389&StockCode=2583
392,https://www.fishbase.de/Diseases/diseasesList.php?ID=12365&StockCode=12695
393,https://www.fishbase.de/Diseases/diseasesList.php?ID=10642&StockCode=10965
394,https://www.fishbase.de/Diseases/diseasesList.php?ID=12367&StockCode=12697
395,https://www.fishbase.de/Diseases/diseasesList.php?ID=10645&StockCode=10968
396,https://www.fishbase.de/Diseases/diseasesList.php?ID=10649&StockCode=10972
397,https://www.fishbase.de/Diseases/diseasesList.php?ID=12370&StockCode=12699
398,https://www.fishbase.de/Diseases/diseasesList.php?ID=26447&StockCode=20712
399,https://www.fishbase.de/Diseases/diseasesList.php?ID=26457&StockCode=20726
400,https://www.fishbase.de/Diseases/diseasesList.php?ID=5636&StockCode=5930
401,https://www.fishbase.de/Diseases/diseasesList.php?ID=55704&StockCode=45978
402,https://www.fishbase.de/Diseases/diseasesList.php?ID=5588&StockCode=5878
403,https://www.fishbase.de/Diseases/diseasesList.php?ID=3614&StockCode=3810
404,https://www.fishbase.de/Diseases/diseasesList.php?ID=6320&StockCode=6633
405,https://www.fishbase.de/Diseases/diseasesList.php?ID=1489&StockCode=1682
406,https://www.fishbase.de/Diseases/diseasesList.php?ID=3617&StockCode=3813
407,https://www.fishbase.de/Diseases/diseasesList.php?ID=4885&StockCode=5116
408,https://www.fishbase.de/Diseases/diseasesList.php?ID=8902&StockCode=9223
409,https://www.fishbase.de/Diseases/diseasesList.php?ID=2388&StockCode=2582
410,https://www.fishbase.de/Diseases/diseasesList.php?ID=1595&StockCode=1788
411,https://www.fishbase.de/Diseases/diseasesList.php?ID=66572&StockCode=57295
412,https://www.fishbase.de/Diseases/diseasesList.php?ID=5955&StockCode=6264
413,https://www.fishbase.de/Diseases/diseasesList.php?ID=4229&StockCode=4425
414,https://www.fishbase.de/Diseases/diseasesList.php?ID=4239&StockCode=4435
415,https://www.fishbase.de/Diseases/diseasesList.php?ID=3608&StockCode=3804
416,https://www.fishbase.de/Diseases/diseasesList.php?ID=3610&StockCode=3806
417,https://www.fishbase.de/Diseases/diseasesList.php?ID=5305&StockCode=5544
418,https://www.fishbase.de/Diseases/diseasesList.php?ID=50704&StockCode=42386
419,https://www.fishbase.de/Diseases/diseasesList.php?ID=4757&StockCode=4981
420,https://www.fishbase.de/Diseases/diseasesList.php?ID=4496&StockCode=4694
421,https://www.fishbase.de/Diseases/diseasesList.php?ID=53570&StockCode=44439
422,https://www.fishbase.de/Diseases/diseasesList.php?ID=1247&StockCode=1263
423,https://www.fishbase.de/Diseases/diseasesList.php?ID=2575&StockCode=2771
424,https://www.fishbase.de/Diseases/diseasesList.php?ID=51004&StockCode=42613
425,https://www.fishbase.de/Diseases/diseasesList.php?ID=12378&StockCode=12707
426,https://www.fishbase.de/Diseases/diseasesList.php?ID=46294&StockCode=39014
427,https://www.fishbase.de/Diseases/diseasesList.php?ID=10651&StockCode=10974
428,https://www.fishbase.de/Diseases/diseasesList.php?ID=10652&StockCode=10975
429,https://www.fishbase.de/Diseases/diseasesList.php?ID=10653&StockCode=10976
430,https://www.fishbase.de/Diseases/diseasesList.php?ID=10654&StockCode=10977
431,https://www.fishbase.de/Diseases/diseasesList.php?ID=10655&StockCode=10978
432,https://www.fishbase.de/Diseases/diseasesList.php?ID=26463&StockCode=20731
433,https://www.fishbase.de/Diseases/diseasesList.php?ID=10656&StockCode=10979
434,https://www.fishbase.de/Diseases/diseasesList.php?ID=10659&StockCode=10982
435,https://www.fishbase.de/Diseases/diseasesList.php?ID=274&StockCode=288
436,https://www.fishbase.de/Diseases/diseasesList.php?ID=275&StockCode=289
437,https://www.fishbase.de/Diseases/diseasesList.php?ID=4533&StockCode=4718
438,https://www.fishbase.de/Diseases/diseasesList.php?ID=12895&StockCode=13225
439,https://www.fishbase.de/Diseases/diseasesList.php?ID=13135&StockCode=13456
440,https://www.fishbase.de/Diseases/diseasesList.php?ID=305&StockCode=319
441,https://www.fishbase.de/Diseases/diseasesList.php?ID=48874&StockCode=41065
442,https://www.fishbase.de/Diseases/diseasesList.php?ID=49895&StockCode=41770
443,https://www.fishbase.de/Diseases/diseasesList.php?ID=23467&StockCode=18647
444,https://www.fishbase.de/Diseases/diseasesList.php?ID=48905&StockCode=41095
445,https://www.fishbase.de/Diseases/diseasesList.php?ID=3057&StockCode=3253
446,https://www.fishbase.de/Diseases/diseasesList.php?ID=10016&StockCode=10339
447,https://www.fishbase.de/Diseases/diseasesList.php?ID=13167&StockCode=13493
448,https://www.fishbase.de/Diseases/diseasesList.php?ID=3765&StockCode=3961
449,https://www.fishbase.de/Diseases/diseasesList.php?ID=3019&StockCode=3215
450,https://www.fishbase.de/Diseases/diseasesList.php?ID=6186&StockCode=6499
451,https://www.fishbase.de/Diseases/diseasesList.php?ID=290&StockCode=304
452,https://www.fishbase.de/Diseases/diseasesList.php?ID=1628&StockCode=1821
453,https://www.fishbase.de/Diseases/diseasesList.php?ID=46435&StockCode=39125
454,https://www.fishbase.de/Diseases/diseasesList.php?ID=12388&StockCode=12717
455,https://www.fishbase.de/Diseases/diseasesList.php?ID=5751&StockCode=6044
456,https://www.fishbase.de/Diseases/diseasesList.php?ID=8607&StockCode=8922
457,https://www.fishbase.de/Diseases/diseasesList.php?ID=8609&StockCode=8924
458,https://www.fishbase.de/Diseases/diseasesList.php?ID=8557&StockCode=8872
459,https://www.fishbase.de/Diseases/diseasesList.php?ID=107&StockCode=121
460,https://www.fishbase.de/Diseases/diseasesList.php?ID=12267&StockCode=12593
461,https://www.fishbase.de/Diseases/diseasesList.php?ID=10920&StockCode=11244
462,https://www.fishbase.de/Diseases/diseasesList.php?ID=11991&StockCode=12317
463,https://www.fishbase.de/Diseases/diseasesList.php?ID=23097&StockCode=18344
464,https://www.fishbase.de/Diseases/diseasesList.php?ID=12075&StockCode=12401
465,https://www.fishbase.de/Diseases/diseasesList.php?ID=11542&StockCode=11868
466,https://www.fishbase.de/Diseases/diseasesList.php?ID=4636&StockCode=4824
467,https://www.fishbase.de/Diseases/diseasesList.php?ID=11672&StockCode=11998
468,https://www.fishbase.de/Diseases/diseasesList.php?ID=82&StockCode=97
469,https://www.fishbase.de/Diseases/diseasesList.php?ID=2436&StockCode=2630
470,https://www.fishbase.de/Diseases/diseasesList.php?ID=11588&StockCode=11914
471,https://www.fishbase.de/Diseases/diseasesList.php?ID=4818&StockCode=5047
472,https://www.fishbase.de/Diseases/diseasesList.php?ID=11282&StockCode=11607
473,https://www.fishbase.de/Diseases/diseasesList.php?ID=2325&StockCode=2520
474,https://www.fishbase.de/Diseases/diseasesList.php?ID=2326&StockCode=2521
475,https://www.fishbase.de/Diseases/diseasesList.php?ID=12262&StockCode=12588
476,https://www.fishbase.de/Diseases/diseasesList.php?ID=8263&StockCode=8576
477,https://www.fishbase.de/Diseases/diseasesList.php?ID=8619&StockCode=8934
478,https://www.fishbase.de/Diseases/diseasesList.php?ID=4589&StockCode=4775
479,https://www.fishbase.de/Diseases/diseasesList.php?ID=346&StockCode=360
480,https://www.fishbase.de/Diseases/diseasesList.php?ID=347&StockCode=361
481,https://www.fishbase.de/Diseases/diseasesList.php?ID=4872&StockCode=5102
482,https://www.fishbase.de/Diseases/diseasesList.php?ID=24237&StockCode=19250
483,https://www.fishbase.de/Diseases/diseasesList.php?ID=58882&StockCode=48604
484,https://www.fishbase.de/Diseases/diseasesList.php?ID=3375&StockCode=3571
485,https://www.fishbase.de/Diseases/diseasesList.php?ID=13255&StockCode=13558
486,https://www.fishbase.de/Diseases/diseasesList.php?ID=53288&StockCode=44201
487,https://www.fishbase.de/Diseases/diseasesList.php?ID=5352&StockCode=5591
488,https://www.fishbase.de/Diseases/diseasesList.php?ID=12330&StockCode=12659
489,https://www.fishbase.de/Diseases/diseasesList.php?ID=27665&StockCode=21632
490,https://www.fishbase.de/Diseases/diseasesList.php?ID=58480&StockCode=48205
491,https://www.fishbase.de/Diseases/diseasesList.php?ID=51328&StockCode=42911
492,https://www.fishbase.de/Diseases/diseasesList.php?ID=53304&StockCode=44214
493,https://www.fishbase.de/Diseases/diseasesList.php?ID=4797&StockCode=5026
494,https://www.fishbase.de/Diseases/diseasesList.php?ID=4469&StockCode=4667
495,https://www.fishbase.de/Diseases/diseasesList.php?ID=8314&StockCode=8628
496,https://www.fishbase.de/Diseases/diseasesList.php?ID=1842&StockCode=2038
497,https://www.fishbase.de/Diseases/diseasesList.php?ID=1846&StockCode=2042
498,https://www.fishbase.de/Diseases/diseasesList.php?ID=2801&StockCode=2997
499,https://www.fishbase.de/Diseases/diseasesList.php?ID=521&StockCode=537
500,https://www.fishbase.de/Diseases/diseasesList.php?ID=1550&StockCode=1743
501,https://www.fishbase.de/Diseases/diseasesList.php?ID=310&StockCode=324
502,https://www.fishbase.de/Diseases/diseasesList.php?ID=12117&StockCode=12443
503,https://www.fishbase.de/Diseases/diseasesList.php?ID=1407&StockCode=1456
504,https://www.fishbase.de/Diseases/diseasesList.php?ID=1417&StockCode=1468
505,https://www.fishbase.de/Diseases/diseasesList.php?ID=1406&StockCode=1506
506,https://www.fishbase.de/Diseases/diseasesList.php?ID=261&StockCode=275
507,https://www.fishbase.de/Diseases/diseasesList.php?ID=265&StockCode=279
508,https://www.fishbase.de/Diseases/diseasesList.php?ID=266&StockCode=280
509,https://www.fishbase.de/Diseases/diseasesList.php?ID=264&StockCode=278
510,https://www.fishbase.de/Diseases/diseasesList.php?ID=169&StockCode=183
511,https://www.fishbase.de/Diseases/diseasesList.php?ID=178&StockCode=192
512,https://www.fishbase.de/Diseases/diseasesList.php?ID=184&StockCode=198
513,https://www.fishbase.de/Diseases/diseasesList.php?ID=5152&StockCode=5391
514,https://www.fishbase.de/Diseases/diseasesList.php?ID=25157&StockCode=19913
515,https://www.fishbase.de/Diseases/diseasesList.php?ID=10147&StockCode=10470
516,https://www.fishbase.de/Diseases/diseasesList.php?ID=4777&StockCode=5001
517,https://www.fishbase.de/Diseases/diseasesList.php?ID=2087&StockCode=2282
518,https://www.fishbase.de/Diseases/diseasesList.php?ID=10919&StockCode=11243
519,https://www.fishbase.de/Diseases/diseasesList.php?ID=28227&StockCode=38744
520,https://www.fishbase.de/Diseases/diseasesList.php?ID=10140&StockCode=10463
521,https://www.fishbase.de/Diseases/diseasesList.php?ID=12026&StockCode=12352
522,https://www.fishbase.de/Diseases/diseasesList.php?ID=57873&StockCode=47434
523,https://www.fishbase.de/Diseases/diseasesList.php?ID=4798&StockCode=5027
524,https://www.fishbase.de/Diseases/diseasesList.php?ID=2357&StockCode=2551
525,https://www.fishbase.de/Diseases/diseasesList.php?ID=2374&StockCode=2568
526,https://www.fishbase.de/Diseases/diseasesList.php?ID=8345&StockCode=8659
527,https://www.fishbase.de/Diseases/diseasesList.php?ID=49946&StockCode=41805
528,https://www.fishbase.de/Diseases/diseasesList.php?ID=384&StockCode=398
529,https://www.fishbase.de/Diseases/diseasesList.php?ID=53291&StockCode=44204
530,https://www.fishbase.de/Diseases/diseasesList.php?ID=51875&StockCode=43304
531,https://www.fishbase.de/Diseases/diseasesList.php?ID=47742&StockCode=40117
532,https://www.fishbase.de/Diseases/diseasesList.php?ID=227&StockCode=241
533,https://www.fishbase.de/Diseases/diseasesList.php?ID=2343&StockCode=2537
534,https://www.fishbase.de/Diseases/diseasesList.php?ID=10489&StockCode=10811
535,https://www.fishbase.de/Diseases/diseasesList.php?ID=10497&StockCode=10818
536,https://www.fishbase.de/Diseases/diseasesList.php?ID=11306&StockCode=11631
537,https://www.fishbase.de/Diseases/diseasesList.php?ID=11307&StockCode=11632
538,https://www.fishbase.de/Diseases/diseasesList.php?ID=10516&StockCode=10838
539,https://www.fishbase.de/Diseases/diseasesList.php?ID=13102&StockCode=13414
540,https://www.fishbase.de/Diseases/diseasesList.php?ID=390&StockCode=404
541,https://www.fishbase.de/Diseases/diseasesList.php?ID=11140&StockCode=11464
542,https://www.fishbase.de/Diseases/diseasesList.php?ID=3381&StockCode=3577
543,https://www.fishbase.de/Diseases/diseasesList.php?ID=3385&StockCode=3581
544,https://www.fishbase.de/Diseases/diseasesList.php?ID=12305&StockCode=12631
545,https://www.fishbase.de/Diseases/diseasesList.php?ID=3016&StockCode=3212
546,https://www.fishbase.de/Diseases/diseasesList.php?ID=10674&StockCode=10997
547,https://www.fishbase.de/Diseases/diseasesList.php?ID=5807&StockCode=6102
548,https://www.fishbase.de/Diseases/diseasesList.php?ID=9915&StockCode=10238
549,https://www.fishbase.de/Diseases/diseasesList.php?ID=4663&StockCode=4880
550,https://www.fishbase.de/Diseases/diseasesList.php?ID=8767&StockCode=9089
551,https://www.fishbase.de/Diseases/diseasesList.php?ID=5386&StockCode=5645
552,https://www.fishbase.de/Diseases/diseasesList.php?ID=10968&StockCode=11291
553,https://www.fishbase.de/Diseases/diseasesList.php?ID=355&StockCode=369
554,https://www.fishbase.de/Diseases/diseasesList.php?ID=353&StockCode=367
555,https://www.fishbase.de/Diseases/diseasesList.php?ID=785&StockCode=801
556,https://www.fishbase.de/Diseases/diseasesList.php?ID=1090&StockCode=1106
557,https://www.fishbase.de/Diseases/diseasesList.php?ID=298&StockCode=312
558,https://www.fishbase.de/Diseases/diseasesList.php?ID=53333&StockCode=44239
559,https://www.fishbase.de/Diseases/diseasesList.php?ID=4602&StockCode=4789
560,https://www.fishbase.de/Diseases/diseasesList.php?ID=11960&StockCode=12286
561,https://www.fishbase.de/Diseases/diseasesList.php?ID=28031&StockCode=38656
562,https://www.fishbase.de/Diseases/diseasesList.php?ID=25523&StockCode=20140
563,https://www.fishbase.de/Diseases/diseasesList.php?ID=5140&StockCode=5377
564,https://www.fishbase.de/Diseases/diseasesList.php?ID=5139&StockCode=5376
565,https://www.fishbase.de/Diseases/diseasesList.php?ID=24731&StockCode=19598
566,https://www.fishbase.de/Diseases/diseasesList.php?ID=5137&StockCode=5375
567,https://www.fishbase.de/Diseases/diseasesList.php?ID=10260&StockCode=10583
568,https://www.fishbase.de/Diseases/diseasesList.php?ID=11180&StockCode=11505
569,https://www.fishbase.de/Diseases/diseasesList.php?ID=47072&StockCode=39641
570,https://www.fishbase.de/Diseases/diseasesList.php?ID=10750&StockCode=11073
571,https://www.fishbase.de/Diseases/diseasesList.php?ID=1263&StockCode=1280
572,https://www.fishbase.de/Diseases/diseasesList.php?ID=1265&StockCode=1282
573,https://www.fishbase.de/Diseases/diseasesList.php?ID=6024&StockCode=6338
574,https://www.fishbase.de/Diseases/diseasesList.php?ID=5163&StockCode=5402
575,https://www.fishbase.de/Diseases/diseasesList.php?ID=12393&StockCode=12722
576,https://www.fishbase.de/Diseases/diseasesList.php?ID=10683&StockCode=11007
577,https://www.fishbase.de/Diseases/diseasesList.php?ID=4559&StockCode=4744
578,https://www.fishbase.de/Diseases/diseasesList.php?ID=8670&StockCode=8986
579,https://www.fishbase.de/Diseases/diseasesList.php?ID=4911&StockCode=5144
580,https://www.fishbase.de/Diseases/diseasesList.php?ID=10220&StockCode=10543
581,https://www.fishbase.de/Diseases/diseasesList.php?ID=2280&StockCode=2478
582,https://www.fishbase.de/Diseases/diseasesList.php?ID=2275&StockCode=2473
583,https://www.fishbase.de/Diseases/diseasesList.php?ID=2274&StockCode=2472
584,https://www.fishbase.de/Diseases/diseasesList.php?ID=2277&StockCode=2475
585,https://www.fishbase.de/Diseases/diseasesList.php?ID=2279&StockCode=2477
586,https://www.fishbase.de/Diseases/diseasesList.php?ID=276&StockCode=290
587,https://www.fishbase.de/Diseases/diseasesList.php?ID=4715&StockCode=4936
588,https://www.fishbase.de/Diseases/diseasesList.php?ID=9859&StockCode=10182
589,https://www.fishbase.de/Diseases/diseasesList.php?ID=9865&StockCode=10188
590,https://www.fishbase.de/Diseases/diseasesList.php?ID=9868&StockCode=10191
591,https://www.fishbase.de/Diseases/diseasesList.php?ID=7990&StockCode=8301
592,https://www.fishbase.de/Diseases/diseasesList.php?ID=2282&StockCode=2480
593,https://www.fishbase.de/Diseases/diseasesList.php?ID=50716&StockCode=42396
594,https://www.fishbase.de/Diseases/diseasesList.php?ID=1001&StockCode=1017
595,https://www.fishbase.de/Diseases/diseasesList.php?ID=4763&StockCode=4987
596,https://www.fishbase.de/Diseases/diseasesList.php?ID=6535&StockCode=6856
597,https://www.fishbase.de/Diseases/diseasesList.php?ID=13327&StockCode=13599
598,https://www.fishbase.de/Diseases/diseasesList.php?ID=2688&StockCode=2884
599,https://www.fishbase.de/Diseases/diseasesList.php?ID=245&StockCode=259
600,https://www.fishbase.de/Diseases/diseasesList.php?ID=239&StockCode=253
601,https://www.fishbase.de/Diseases/diseasesList.php?ID=243&StockCode=257
602,https://www.fishbase.de/Diseases/diseasesList.php?ID=244&StockCode=258
603,https://www.fishbase.de/Diseases/diseasesList.php?ID=1486&StockCode=1679
604,https://www.fishbase.de/Diseases/diseasesList.php?ID=6538&StockCode=6859
605,https://www.fishbase.de/Diseases/diseasesList.php?ID=2035&StockCode=2232
606,https://www.fishbase.de/Diseases/diseasesList.php?ID=1399&StockCode=1425
607,https://www.fishbase.de/Diseases/diseasesList.php?ID=1387&StockCode=1423
608,https://www.fishbase.de/Diseases/diseasesList.php?ID=1431&StockCode=1486
609,https://www.fishbase.de/Diseases/diseasesList.php?ID=1413&StockCode=1462
610,https://www.fishbase.de/Diseases/diseasesList.php?ID=1415&StockCode=1465
611,https://www.fishbase.de/Diseases/diseasesList.php?ID=3&StockCode=3
612,https://www.fishbase.de/Diseases/diseasesList.php?ID=2&StockCode=1
613,https://www.fishbase.de/Diseases/diseasesList.php?ID=1420&StockCode=1472
614,https://www.fishbase.de/Diseases/diseasesList.php?ID=1430&StockCode=1485
615,https://www.fishbase.de/Diseases/diseasesList.php?ID=5&StockCode=5
616,https://www.fishbase.de/Diseases/diseasesList.php?ID=498&StockCode=514
617,https://www.fishbase.de/Diseases/diseasesList.php?ID=6234&StockCode=6547
618,https://www.fishbase.de/Diseases/diseasesList.php?ID=50441&StockCode=42149
619,https://www.fishbase.de/Diseases/diseasesList.php?ID=12056&StockCode=12382
620,https://www.fishbase.de/Diseases/diseasesList.php?ID=5599&StockCode=5891
621,https://www.fishbase.de/Diseases/diseasesList.php?ID=47639&StockCode=40036
622,https://www.fishbase.de/Diseases/diseasesList.php?ID=12108&StockCode=12434
623,https://www.fishbase.de/Diseases/diseasesList.php?ID=5376&StockCode=5633
624,https://www.fishbase.de/Diseases/diseasesList.php?ID=9978&StockCode=10301
625,https://www.fishbase.de/Diseases/diseasesList.php?ID=5494&StockCode=5772
626,https://www.fishbase.de/Diseases/diseasesList.php?ID=6426&StockCode=6747
627,https://www.fishbase.de/Diseases/diseasesList.php?ID=445&StockCode=459
628,https://www.fishbase.de/Diseases/diseasesList.php?ID=491&StockCode=507
629,https://www.fishbase.de/Diseases/diseasesList.php?ID=12216&StockCode=12542
630,https://www.fishbase.de/Diseases/diseasesList.php?ID=14154&StockCode=14046
631,https://www.fishbase.de/Diseases/diseasesList.php?ID=14194&StockCode=14066
632,https://www.fishbase.de/Diseases/diseasesList.php?ID=292&StockCode=306
633,https://www.fishbase.de/Diseases/diseasesList.php?ID=12276&StockCode=12603
634,https://www.fishbase.de/Diseases/diseasesList.php?ID=59459&StockCode=49215
635,https://www.fishbase.de/Diseases/diseasesList.php?ID=2075&StockCode=2271
636,https://www.fishbase.de/Diseases/diseasesList.php?ID=6017&StockCode=6331
637,https://www.fishbase.de/Diseases/diseasesList.php?ID=7887&StockCode=8198
638,https://www.fishbase.de/Diseases/diseasesList.php?ID=8195&StockCode=8508
639,https://www.fishbase.de/Diseases/diseasesList.php?ID=10691&StockCode=11014
640,https://www.fishbase.de/Diseases/diseasesList.php?ID=7325&StockCode=7625
641,https://www.fishbase.de/Diseases/diseasesList.php?ID=4684&StockCode=4902
642,https://www.fishbase.de/Diseases/diseasesList.php?ID=4776&StockCode=5000
643,https://www.fishbase.de/Diseases/diseasesList.php?ID=8782&StockCode=9103
644,https://www.fishbase.de/Diseases/diseasesList.php?ID=1338&StockCode=1356
645,https://www.fishbase.de/Diseases/diseasesList.php?ID=1351&StockCode=1369
646,https://www.fishbase.de/Diseases/diseasesList.php?ID=10130&StockCode=10453
647,https://www.fishbase.de/Diseases/diseasesList.php?ID=16235&StockCode=15000
648,https://www.fishbase.de/Diseases/diseasesList.php?ID=17244&StockCode=15500
649,https://www.fishbase.de/Diseases/diseasesList.php?ID=49980&StockCode=41834
650,https://www.fishbase.de/Diseases/diseasesList.php?ID=25082&StockCode=19846
651,https://www.fishbase.de/Diseases/diseasesList.php?ID=1947&StockCode=2143
652,https://www.fishbase.de/Diseases/diseasesList.php?ID=9363&StockCode=9685
653,https://www.fishbase.de/Diseases/diseasesList.php?ID=9364&StockCode=9686
654,https://www.fishbase.de/Diseases/diseasesList.php?ID=5987&StockCode=6296
655,https://www.fishbase.de/Diseases/diseasesList.php?ID=5992&StockCode=6301
656,https://www.fishbase.de/Diseases/diseasesList.php?ID=7878&StockCode=8188
657,https://www.fishbase.de/Diseases/diseasesList.php?ID=49978&StockCode=41832
658,https://www.fishbase.de/Diseases/diseasesList.php?ID=7945&StockCode=8256
659,https://www.fishbase.de/Diseases/diseasesList.php?ID=7778&StockCode=8088
660,https://www.fishbase.de/Diseases/diseasesList.php?ID=8799&StockCode=9120
661,https://www.fishbase.de/Diseases/diseasesList.php?ID=13664&StockCode=13748
662,https://www.fishbase.de/Diseases/diseasesList.php?ID=492&StockCode=508
663,https://www.fishbase.de/Diseases/diseasesList.php?ID=358&StockCode=372
664,https://www.fishbase.de/Diseases/diseasesList.php?ID=53686&StockCode=44527
665,https://www.fishbase.de/Diseases/diseasesList.php?ID=12129&StockCode=12455
666,https://www.fishbase.de/Diseases/diseasesList.php?ID=26819&StockCode=20982
667,https://www.fishbase.de/Diseases/diseasesList.php?ID=4714&StockCode=4935
668,https://www.fishbase.de/Diseases/diseasesList.php?ID=6144&StockCode=6457
669,https://www.fishbase.de/Diseases/diseasesList.php?ID=10660&StockCode=10983
670,https://www.fishbase.de/Diseases/diseasesList.php?ID=4449&StockCode=4647
671,https://www.fishbase.de/Diseases/diseasesList.php?ID=15908&StockCode=14929
672,https://www.fishbase.de/Diseases/diseasesList.php?ID=5808&StockCode=6104
673,https://www.fishbase.de/Diseases/diseasesList.php?ID=55383&StockCode=45873
674,https://www.fishbase.de/Diseases/diseasesList.php?ID=11323&StockCode=11648
675,https://www.fishbase.de/Diseases/diseasesList.php?ID=48498&StockCode=40746
676,https://www.fishbase.de/Diseases/diseasesList.php?ID=23450&StockCode=18630
677,https://www.fishbase.de/Diseases/diseasesList.php?ID=23451&StockCode=18631
678,https://www.fishbase.de/Diseases/diseasesList.php?ID=53231&StockCode=44158
679,https://www.fishbase.de/Diseases/diseasesList.php?ID=13115&StockCode=13423
680,https://www.fishbase.de/Diseases/diseasesList.php?ID=4785&StockCode=5009
681,https://www.fishbase.de/Diseases/diseasesList.php?ID=8688&StockCode=9005
682,https://www.fishbase.de/Diseases/diseasesList.php?ID=2149&StockCode=2348
683,https://www.fishbase.de/Diseases/diseasesList.php?ID=4819&StockCode=5048
684,https://www.fishbase.de/Diseases/diseasesList.php?ID=5737&StockCode=6030
685,https://www.fishbase.de/Diseases/diseasesList.php?ID=1341&StockCode=1359
686,https://www.fishbase.de/Diseases/diseasesList.php?ID=1341&StockCode=6308
687,https://www.fishbase.de/Diseases/diseasesList.php?ID=950&StockCode=966
688,https://www.fishbase.de/Diseases/diseasesList.php?ID=12107&StockCode=12433
689,https://www.fishbase.de/Diseases/diseasesList.php?ID=251&StockCode=265
690,https://www.fishbase.de/Diseases/diseasesList.php?ID=4826&StockCode=5055
691,https://www.fishbase.de/Diseases/diseasesList.php?ID=8167&StockCode=8478
692,https://www.fishbase.de/Diseases/diseasesList.php?ID=4706&StockCode=4927
693,https://www.fishbase.de/Diseases/diseasesList.php?ID=3226&StockCode=3422
694,https://www.fishbase.de/Diseases/diseasesList.php?ID=3227&StockCode=3423
695,https://www.fishbase.de/Diseases/diseasesList.php?ID=3228&StockCode=3424
696,https://www.fishbase.de/Diseases/diseasesList.php?ID=4680&StockCode=4898
697,https://www.fishbase.de/Diseases/diseasesList.php?ID=4773&StockCode=4997
698,https://www.fishbase.de/Diseases/diseasesList.php?ID=3229&StockCode=3425
699,https://www.fishbase.de/Diseases/diseasesList.php?ID=34&StockCode=44
