name,predators
Spratelloides delicatulus,"['needlefishes', 'Atule mate', 'Caranx melampygus', 'Megalaspis cordyla', 'Scomberoides lysan', 'Scomberoides tol', 'Chirocentrus dorab', 'Lutjanus ehrenbergii', 'Lutjanus vitta', 'Auxis thazard', 'Euthynnus affinis', 'Rastrelliger kanagurta', 'Epinephelus fuscoguttatus', 'Plectropomus leopardus', 'unidentified terns']"
Spratelloides gracilis,"['Tylosurus crocodilus crocodilus', 'Fistularia commersonii']"
Spratelloides lewisi,"['Gazza minuta', 'Rastrelliger kanagurta', 'Sphyraena obtusata']"
Sprattus fuegensis,"['Cottoperca gobio', 'Merluccius australis', 'Salilota australis', 'Bathyraja brachyurops', 'Bathyraja griseocauda', 'Schroederichthys bivius', 'Squalus acanthias']"
Sprattus sprattus,"['Clupea harengus', 'Sprattus sprattus', 'Tursiops truncatus', 'Gadus morhua', 'Merlangius merlangus', 'Pollachius virens', 'Rissa tridactyla', 'Loligo forbesi', 'Merluccius merluccius', 'Myxine glutinosa', 'Phoca vitulina', 'Leucoraja naevus', 'Raja clavata', 'Raja montagui', 'Sarda sarda', 'Chelidonichthys gurnardus', 'Trisopterus luscus', 'Chelidonichthys lucernus']"
Squalius cephalus,['Esox lucius']
Squalus acanthias,"['Carcharhinus plumbeus', 'Prionace glauca', 'killer whales', 'Gadus morhua', 'Myxine glutinosa', 'grey seal', 'unidentified seal/sea lion', 'Thunnus thynnus', 'Xiphias gladius', 'Squalus acanthias']"
Squalus megalops,"['Raja wallacei', 'Sphyrna zygaena']"
Squatina guggenheim,['Squatina guggenheim']
Stegastes fasciolatus,"['Caranx melampygus', 'Oxycheilinus unifasciatus', 'Gymnothorax rueppelliae']"
Stegastes fuscus,"['Mycteroperca tigris', 'Epinephelus striatus']"
Stegastes nigricans,['Epinephelus merra']
Stegastes pictus,['Aulostomus maculatus']
Stegastes planifrons,"['Caranx ruber', 'Mycteroperca tigris', 'Mycteroperca venenosa']"
Steindachneria argentea,['Merluccius albidus']
Stellifer microps,['Hexanematichthys proops']
Stellifer minor,['Merluccius gayi peruanus']
Stellifer naso,['Carcharhinus porosus']
Stellifer pizarroensis,"['Trachurus symmetricus', 'Merluccius gayi gayi']"
Stellifer rastrifer,"['Hexanematichthys proops', 'Pterengraulis atherinoides']"
Stemonosudis intermedia,['Thunnus albacares']
Stenobrachius leucopsarus,"['Anoplopoma fimbria', 'Brama japonica', 'Prionace glauca', 'Theragra chalcogramma', 'Pleurogrammus monopterygius', 'Stenobrachius leucopsarus', 'Atheresthes evermanni', 'Reinhardtius hippoglossoides', 'Bathyraja maculata', 'Bathyraja matsubarai', 'unidentified salmon', 'Thunnus alalunga', 'Sttellar sea lions', 'Sebastes flavidus', 'Tactostoma macropus', 'red-legged kittiwakes', 'Prionace glauca']"
Stenobrachius nannochir,"['Pleurogrammus monopterygius', 'Reinhardtius hippoglossoides', 'Bathyraja maculata', 'Bathyraja matsubarai']"
Stenodus leucichthys,"['Stenodus leucichthys', 'Esox lucius', 'Lota lota']"
Stenotomus caprinus,['Rachycentron canadum']
Stenotomus chrysops,"['Carcharhinus obscurus', 'Prionace glauca', 'Dasyatis centroura', 'Merluccius bilinearis', 'Morone saxatilis', 'Odontaspis taurus', 'Pomatomus saltatrix', 'Centropristis striata', 'Squalus acanthias', 'Mustelus canis', 'Xiphias gladius', 'Zenopsis conchifera']"
Stephanolepis hispidus,"['Rhizoprionodon terranovae', 'Coryphaena hippurus', 'Lutjanus analis', 'Pomatomus saltatrix', 'Thunnus albacares', 'Thunnus thynnus']"
Stephanolepis setifer,"['Fistularia tabacaria', 'Lutjanus analis']"
Sternoptyx diaphana,"['Thunnus alalunga', 'Alepisaurus ferox', 'Thunnus obesus', 'Thunnus albacares']"
Sternoptyx obscura,['Alepisaurus ferox']
Sternoptyx pseudobscura,['Alepisaurus ferox']
Stethojulis balteata,['Cephalopholis argus']
Stethojulis bandanensis,['Synodus englemani']
Stethojulis strigiventer,['Plectropomus leopardus']
Stichaeus punctatus+punctatus,['Gadus ogac']
Stigmatopora nigra,"['Arripis truttaceus', 'Aldrichetta forsteri']"
Stlengis misakia,['Synagrops japonicus']
Stolephorus commersonnii,"['Hydroprogne tschegrava', 'Auxis rochei', 'Sarda orientalis', 'Saurida tumbil']"
Stolephorus indicus,['Saurida tumbil']
Stolephorus tri,['Johnius dussumieri']
Stomias boa+boa,"['Merluccius paradoxus', 'Merluccius capensis', 'Galeus melastomus', 'Xiphias gladius']"
Stomias gracilis,['Micromesistius australis']
Stromateus brasiliensis,"['Lagenorhynchus obscurus', 'Pontoporia blainvillei', 'Dipturus chilensis', 'Squalus acanthias']"
Strongylura krefftii,"['Acrochordus arafurae', 'Scleropages jardinii', 'Pelecanus conspicillatus', 'Lates calcarifer']"
Strongylura leiura,['Haliaeetus vocifer']
Strongylura marina,['Morone saxatilis']
Strongylura notata+notata,"['Istiophorus albicans', 'Sphyraena barracuda']"
Sudis hyalina,['Alepisaurus ferox']
Sufflogobius bibarbatus,"['Merluccius capensis', 'Merluccius paradoxus', 'Merluccius productus', 'Arctocephalus pusillus pusillus', 'Raja clavata', 'Helicolenus dactylopterus', 'Chelidonichthys capensis']"
Symbolophorus barnardi,"['Merluccius capensis', 'Malacocephalus laevis']"
Symbolophorus boops,"['Lagenodelphis hosei', 'Stenella longirostris', 'Merluccius capensis', 'Merluccius paradoxus']"
Symbolophorus californiensis,"['Trachurus symmetricus', 'Zalophus californianus', 'Thunnus alalunga', 'rockfishes']"
Symbolophorus evermanni,"['Lagenodelphis hosei', 'Stenella longirostris', 'Galeus nipponensis']"
Symbolophorus veranyi,['Galeus melastomus']
Symphodus cinereus,"['Serranus cabrilla', 'Serranus hepatus']"
Symphodus mediterraneus,"['Seriola rivoliana', 'Synodus saurus']"
Symphodus roissali,['Scorpaena porcus']
Symphodus tinca,['Epinephelus marginatus']
Symphodus trutta,['Epinephelus marginatus']
Symphurus atricaudus,['Triakis semifasciata']
Symphurus nigrescens,"['Synodus saurus', 'Uranoscopus scaber']"
Symphurus plagiusa,"['Morone saxatilis', 'Rachycentron canadum']"
Synagrops bellus,"['Lophius gastrophysus', 'Malacocephalus occidentalis', 'Merluccius albidus']"
Synagrops japonicus,"['Congriscus megastomus', 'Macrorhamphosodes uradoi']"
Synaphobranchus kaupii,['Coryphaenoides rupestris']
Synbranchus marmoratus,['Hexanematichthys proops']
Synchiropus phaeton,['Conger conger']
Syncomistes butleri,['Lates calcarifer']
Syngnathus abaster,"['Alosa brashnikovi', 'Sander lucioperca', 'Silurus glanis', 'Dicentrarchus labrax', 'Chelidonichthys lucernus']"
Syngnathus acus,"['Platycephalus indicus', 'Acanthopagrus schlegeli', 'Chelidonichthys capensis']"
Syngnathus californiensis,"['Arius platypogon', 'Prionace glauca']"
Syngnathus fuscus,"['Morone saxatilis', 'Pomatomus saltatrix', 'Centropristis striata']"
Syngnathus phlegon,"['Coryphaena hippurus', 'Thunnus thynnus']"
Syngnathus schmidti,['Black Sea dolphin']
Syngnathus temminckii,['Thalasseus bergii']
Syngnathus typhle,['Chelidonichthys gurnardus']
Synodontis multipunctatus,['Plecodus straeleni']
Synodontis njassae,['Bagrus meridionalis']
Synodontis schall,"['Bagrus docmak', 'Hepsetus odoe', 'Lates niloticus']"
Synodus foetens,"['Carcharhinus leucas', 'Anous stolidus', 'Sterna fuscata', 'Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis']"
Synodus intermedius,"['Cephalopholis fulva', 'Mycteroperca venenosa', 'Epinephelus striatus']"
Synodus lucioceps,"['Zalophus californianus', 'Xiphias gladius']"
Synodus saurus,"['Coryphaena hippurus', 'Synodus saurus', 'Epinephelus marginatus']"
Synodus variegatus,"['Cephalopholis argus', 'Plectropomus leopardus', 'Epinephelus merra']"
Tachysurus fulvidraco,['Siniperca chuatsi']
Tanakius kitaharae,['Galeus nipponensis']
Tanganicodus irsacae,['Plecodus straeleni']
Taractichthys steindachneri,['Thunnus obesus']
Tarletonbeania crenularis,"['Stenella attenuata', 'Thunnus alalunga', 'Sebastes entomelas']"
Tarletonbeania taylori,['Brama japonica']
Tarphops oligolepis,['Synagrops japonicus']
Taurulus bubalis,['Tursiops truncatus']
Tautoga onitis,['Morone saxatilis']
Tautogolabrus adspersus,['Morus bassanus']
Telmatochromis bifrenatus,['Plecodus straeleni']
Telmatochromis temporalis,"['Perissodus microlepis', 'Plecodus straeleni']"
Tenualosa ilisha,['Anguilla bengalensis bengalensis']
Terapon jarbua,"['Ceryle rudis', 'Himantura uarnak', 'Hydroprogne tschegrava']"
Tetractenos glaber,['Mustelus antarcticus']
Tetragonurus atlanticus,['unidentified tunas']
Tetragonurus cuvieri,['Thunnus albacares']
Tetrapturus belone,['unidentified']
Thalassoma amblycephalum,['Synodus englemani']
Thalassoma bifasciatum,"['Aulostomus maculatus', 'Epinephelus guttatus', 'Mycteroperca venenosa', 'Rypticus saponaceus']"
Thalassoma duperrey,['Paracirrhites forsteri']
Thalassoma hardwicke,['Plectropomus leopardus']
Thalassoma lunare,"['Plectropomus leopardus', 'Synodus englemani']"
Thalassoma lutescens,['Synodus variegatus']
Thalassoma noronhanum,['Cephalopholis fulva']
Thalassoma pavo,['Sphyraena viridensis']
Thaleichthys pacificus,"['Mammoth sturgeon', 'fur seals', 'Phoca vitulina', 'Oncorhynchus sp.', 'Squalus acanthias', 'Acipenser transmontanus', 'seagulls', 'unidentified eagles', 'Gadus macrocephalus', 'Merluccius productus', 'porpoises', 'Hippoglossus stenolepis', 'Reinhardtius stomias', 'Ophiodon elongatus', 'Oncorhynchus sp.']"
Thryssa baelama,['Chirocentrus dorab']
Thryssa dussumieri,['Euthynnus affinis']
Thryssa kammalensis,"['Paralichthys olivaceus', 'Larimichthys polyactis', 'Sphyraena pinguis']"
Thryssa vitrirostris,"['Carcharhinus limbatus', 'Ceryle rudis', 'Hydroprogne tschegrava', 'Phalacrocorax carbo']"
Thunnus alalunga,"['unidentified', 'unidentified', 'billfishes', 'unidentified', 'Thunnus albacares', 'Thunnus maccoyii', 'Thunnus obesus', 'unidentified shark', 'unidentified']"
Thunnus albacares,"['Thunnus albacares', 'Carcharhinus albimarginatus', 'Carcharhinus limbatus', 'Isistius brasiliensis', 'Orcinus orca', 'unidentified', 'unidentified', 'Alepisaurus ferox']"
Thunnus atlanticus,"['Coryphaena hippurus', 'Makaira nigricans', 'Anous stolidus', 'Sterna fuscata', 'Thunnus atlanticus']"
Thunnus maccoyii,"['Orcinus orca', 'billfishes', 'seals/sea lions', 'unidentified', 'unidentified shark', 'unidentified']"
Thunnus obesus,"['unidentified', 'Isistius brasiliensis', 'Orcinus orca', 'billfishes', 'Makaira nigricans', 'toothed whales']"
Thunnus orientalis,['unidentified']
Thunnus thynnus,"['Prionace glauca', 'Globicephala melaena', 'Orcinus orca', 'Carcharodon carcharias', 'Isurus paucus', 'Anous stolidus', 'Sterna fuscata', 'blackfish', 'Acanthocybium solandri']"
Thunnus tonggol,['Carcharhinus tilstoni']
Thymallus thymallus,['Hucho hucho']
Thyrsites atun,"['Thyrsites atun', 'Nototodarus gouldi', 'Arctocephalus pusillus pusillus', 'Prionace glauca', 'Merluccis capensis', 'Merluccius paradoxus', 'Arctocephalus forsteri', 'Raja alba', 'Raja clavata', 'Raja wallacei', 'Galeorhinus galeus', 'Mustelus antarcticus', 'Xiphias gladius']"
Thysochromis ansorgii,['Clarias agboyiensis']
Tinca tinca,"['Esox lucius', 'Sander lucioperca', 'Silurus glanis']"
Trachinocephalus myops,['Sphyraena barracuda']
Trachinotus baillonii,['Trachinotus baillonii']
Trachipterus altivelis,['Xiphias gladius']
Trachipterus jacksonensis,['Alepisaurus ferox']
Trachurus capensis,"['Merluccius capensis', 'Carcharhinus brachyurus', 'Merluccius paradoxus', 'Arctocephalus pusillus pusillus', 'Phoca vitulina', 'Sphyrna zygaena', 'Centrophorus squamosus', 'Triakis megalopterus', 'Arctocephalus pusillus pusillus']"
Trachurus declivis,"['Thyrsites atun', 'Thunnus alalunga', 'Thunnus maccoyii', 'Deania calcea', 'Macruronus novaezelandiae', 'Helicolenus percoides']"
Trachurus delagoa,['Carcharhinus limbatus']
Trachurus japonicus,"['Balaenoptera edeni', 'Champsodon snyderi', 'Coryphaena hippurus', 'Fistularia commersonii', 'Auxis rochei', 'Auxis thazard', 'Triakis scyllium']"
Trachurus lathami,"['Coryphaena hippurus', 'Delphinus delphis', 'Stenella frontalis', 'Merluccius albidus', 'Merluccius hubbsi', 'Cynoscion guatucupa', 'Thunnus albacares', 'Squatina guggenheim', 'Mustelus canis', 'Trichiurus lepturus', 'Pomatomus saltatrix']"
Trachurus mediterraneus,['Sarda sarda']
Trachurus murphyi,"['Merluccius gayi peruanus', 'Dissostichus eleginoides', 'Xiphias gladius']"
Trachurus novaezelandiae,['Sarda australis']
Trachurus picturatus,"['Seriola rivoliana', 'Conger conger', 'Raja clavata', 'Synodus saurus', 'Galeorhinus galeus', 'Lepidopus caudatus', 'Zeus faber', 'Sphyraena viridensis']"
Trachurus symmetricus,"['Lagenorhynchus obscurus', 'Zalophus californianus', 'Sarda chiliensis chiliensis', 'Thunnus alalunga', 'Thunnus thynnus thynnus', 'Xiphias gladius']"
Trachurus trachurus,"['Coryphaena hippurus', 'Merlangius merlangus', 'Merluccius capensis', 'Merluccius merluccius', 'Merluccius paradoxus', 'Arctocephalus pusillus pusillus', 'Raja alba', 'Atractoscion aequidens', 'Sarda sarda', 'Squalus acanthias', 'Chelidonichthys gurnardus', 'Uranoscopus scaber', 'Zeus faber']"
Trachyrhamphus bicoarctatus,['Thunnus albacares']
Trachyrincus scabrus,['Dalatias licha']
Trematomus eulepidotus,"['Cygnodraco mawsoni', 'Gymnodraco acuticeps', 'Chionodraco hamatus', 'Cryodraco antarcticus', 'Aptenodytes forsteri', 'unidentified', 'Dissostichus mawsoni']"
Trematomus hansoni,"['Cygnodraco mawsoni', 'Gymnodraco acuticeps', 'Parachaenichthys georgianus', 'Chaenocephalus aceratus', 'Pseudochaenichthys georgianus', 'Muraenolepis microps', 'Dissostichus mawsoni', 'Notothenia rossii', 'Patagonotothen brevicauda', 'Trematomus hansoni']"
Trematomus loennbergii,['Dissostichus mawsoni']
Trematomus newnesi,['Phalacrocorax atriceps']
Trematomus nicolai,['Gymnodraco acuticeps']
Trematomus pennellii,['Cygnodraco mawsoni']
Trematomus scotti,['Cygnodraco mawsoni']
Triaenodon obesus,"['Galeocerdo cuvier', 'Epinephelus lanceolatus']"
Triakis megalopterus,['Notorynchus cepedianus']
Triakis semifasciata,['Notorynchus cepedianus']
Triathalassothia argentina,['Dipturus chilensis']
Trichiurus lepturus,"['Carcharhinus limbatus', 'Carcharhinus obscurus', 'Coryphaena hippurus', 'Stenella frontalis', 'Steno bredanensis', 'Tursiops truncatus', 'Istiophorus albicans', 'Pontoporia blainvillei', 'Cynoscion guatucupa', 'Scomberomorus niphonius', 'Scomberomorus sierra', 'Thunnus albacares', 'Saurida tumbil', 'Trichiurus lepturus', 'Carcharhinus porosus', 'Rachycentron canadum', 'Pomatomus saltatrix', 'Pseudotolithus senegalensis', 'Euthynnus affinis']"
Trichodon trichodon,"['Gadus macrocephalus', 'Phoca vitulina', 'Oncorhynchus tshawytscha', 'Megalocottus platycephalus', 'Platichthys stellatus']"
Trichogaster chuna,['Channa punctata']
Trichomycterus areolatus,['Oncorhynchus mykiss']
Tridentiger barbatus,['Okamejei kenojei']
Tridentiger obscurus,['Micropterus salmoides']
Trigla lyra,['Trachurus mediterraneus']
Triglops forficatus,['Bathyraja aleutica']
Triglops murrayi,"['Paralichthys dentatus', 'Hippoglossoides platessoides', 'Raja radiata']"
Triglops pingelii,"['Hippoglossoides platessoides', 'Hippoglossus stenolepis']"
Triglops scepticus,"['Polypera simushirae', 'Atheresthes evermanni', 'Bathyraja maculata', 'Bathyraja parmifera']"
Trigonognathus kabeyai,"['Taractichthys steindachneri', 'Thunnus obesus']"
Trinectes maculatus,"['Carcharhinus leucas', 'Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis']"
Triphoturus mexicanus,"['Stenella attenuata', 'Thunnus alalunga']"
Triplophos hemingi,"['Merluccius capensis', 'Merluccius paradoxus', 'Merluccius albidus']"
Tripterophycis gilchristi,"['Merluccius paradoxus', 'Helicolenus dactylopterus']"
Tripterygion delaisi,['Serranus atricauda']
Trisopterus esmarkii,"['Conger conger', 'Tursiops truncatus', 'Gadus morhua', 'Melanogrammus aeglefinus', 'Merlangius merlangus', 'Pollachius pollachius', 'Pollachius virens', 'Trisopterus luscus', 'Himantolophus groenlandicus', 'Lophius piscatorius', 'Molva dipterygia', 'Molva molva', 'Merluccius merluccius', 'Phoca groenlandica', 'Leucoraja naevus', 'Chelidonichthys gurnardus', 'Clupea harengus']"
Trisopterus luscus,"['Tursiops truncatus', 'Lophius piscatorius', 'Merluccius merluccius', 'Phoca vitulina', 'Raja clavata', 'Chelidonichthys gurnardus']"
Trisopterus minutus,"['Trachurus mediterraneus', 'Conger conger', 'Tursiops truncatus', 'Merlangius merlangus', 'Trisopterus luscus', 'Trisopterus minutus', 'Lophius piscatorius', 'Merluccius merluccius', 'Phoca groenlandica', 'Chelidonichthys gurnardus', 'Gadus morhua']"
Trixiphichthys weberi,['Carcharhinus tilstoni']
Tropheus duboisi,['Plecodus straeleni']
Tropheus moorii,"['Perissodus microlepis', 'Plecodus straeleni']"
Tropidophoxinellus hellenicus,['Rutilus rubilio']
Trypauchen vagina,"['Johnius dussumieri', 'Otolithes cuvieri']"
Tylerius spinosissimus,['Alepisaurus ferox']
Tylochromis bangwelensis,['Hydrocynus']
Tylochromis jentinki,['Elops lacerta']
Tylosurus acus+acus,['Thunnus albacares']
Tylosurus crocodilus,['Euthynnus alletteratus']
Ulvaria subbifurcata,['Paralichthys dentatus']
Umbra limi,['Amia calva']
Umbrina canosai,"['Pomatomus saltatrix', 'Cynoscion guatucupa', 'Squatina guggenheim']"
Umbrina ronchus,['Carcharhinus limbatus']
Upeneus vittatus,['Trichiurus lepturus']
Uranoscopus scaber,['Seriola dumerili']
Uraspis secunda,"['Anous stolidus', 'Sterna fuscata']"
Urobatis jamaicensis,['Epinephelus striatus']
Urocampus carinirostris,"['Haletta semifasciata', 'Platycephalus laevigatus', 'Platycephalus speculator']"
Urophycis brasiliensis,"['Lophius gastrophysus', 'Squatina guggenheim']"
Urophycis chuss,"['Morone saxatilis', 'Lophius americanus', 'Morone saxatilis', 'Urophycis tenuis', 'Pomatomus saltatrix', 'Squalus acanthias']"
Urophycis mystacea,"['Polyprion americanus', 'Hexanchus griseus']"
Urophycis regia,"['Carcharhinus altimus', 'Carcharhinus obscurus', 'Morone saxatilis', 'Mustelus canis']"
Urophycis tenuis,['Pomatomus saltatrix']
Uropterygius macularius,['Alepisaurus sp.']
Valenciennea longipinnis,['Plectropomus leopardus']
Vanacampus phillipi,"['Haletta semifasciata', 'Platycephalus laevigatus']"
Variichthys lacustris,['Pelecanus conspicillatus']
Ventrifossa garmani,['Macrorhamphosodes uradoi']
Vimba vimba,['Esox lucius']
Vinciguerria attenuata,['Coryphaena hippurus']
Vinciguerria lucetia,['Stenella attenuata']
Vinciguerria nimbaria,"['Alepisaurus ferox', 'Balaenoptera edeni', 'Beryx splendens', 'Stenella longirostris', 'Katsuwonus pelamis', 'Thunnus albacares']"
Xanthichthys mento,"['Tetrapturus audax', 'Makaira mazara']"
Xanthichthys ringens,"['Coryphaena hippurus', 'Lutjanus jocu', 'Thunnus thynnus thynnus', 'Thunnus albacares']"
Xeneretmus latifrons,['hake']
Xeneretmus ritteri,['Zalophus californianus']
Xeneretmus triacanthus,['Zalophus californianus']
Xenodermichthys copei,['Coryphaenoides rupestris']
Xenolepidichthys dalgleishi,['Lophius gastrophysus']
Xenotilapia flavipinnis,['Plecodus straeleni']
Xenotilapia leptura,['Perissodus microlepis']
Xiphias gladius,"['Petromyzon marinus', 'Isurus oxyrinchus', 'Isurus paucus', 'Physeter macrocephalus', 'Prionace glauca', 'Coryphaena hippurus', 'Orcinus orca', 'Istiophorus platypterus', 'Makaira indica', 'Makaira nigricans', 'Tetrapturus angustirostris', 'Tetrapturus audax', 'Physeter catodon', 'Thunnus albacares', 'Thunnus obesus']"
Xyrauchen texanus,"['Lepomis cyanellus', 'Cyprinella lutrensis', 'Pimephales promelas', 'Richardsonius balteatus', 'Ictalurus punctatus', 'Pylodictis olivaris']"
Yarrella blackfordi,['Merluccius albidus']
Zalembius rosaceus,"['Zalophus californianus', 'Sarda chiliensis chiliensis']"
Zanclorhynchus spinifer,"['Arctocephalus gazella', 'Diomedea melanophrys']"
Zaprora silenus,"['Hippoglossus stenolepis', 'Bathyraja maculata']"
Zearaja chilensis,['Dipturus chilensis']
Zebrasoma velifer,['Cephalopholis argus']
Zebrasoma xanthurum,['Cephalopholis argus']
Zenion hololepis,['Zenopsis conchifera']
Zenion japonicum,"['Galeus nipponensis', 'Macrorhamphosodes uradoi']"
Zenopsis conchifer,['Trichiurus lepturus']
