,Genetics_Records
639,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7775&GenusName=Cryptoheros&SpeciesName=spilurus
640,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3865&GenusName=Ctenogobius&SpeciesName=shufeldti
641,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris
642,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12407&GenusName=Ctenolucius&SpeciesName=hujeta
643,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=79&GenusName=Ctenopharyngodon&SpeciesName=idella
644,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3271&GenusName=Culaea&SpeciesName=inconstans
645,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=27823&GenusName=Curimata&SpeciesName=cyprinoides
646,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=25640&GenusName=Curimata&SpeciesName=inornata
647,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51259&GenusName=Curimata&SpeciesName=knerii
648,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51254&GenusName=Curimata&SpeciesName=ocellata
649,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=13251&GenusName=Curimata&SpeciesName=vittata
650,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51319&GenusName=Curimatella&SpeciesName=alburna
651,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51876&GenusName=Curimatella&SpeciesName=lepidura
652,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51321&GenusName=Curimatella&SpeciesName=meyeri
653,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2985&GenusName=Cycleptus&SpeciesName=elongatus
654,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10313&GenusName=Cyclocheilichthys&SpeciesName=apogon
655,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=14495&GenusName=Cyclocheilichthys&SpeciesName=enoplos
656,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus
657,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7099&GenusName=Cygnodraco&SpeciesName=mawsoni
658,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3626&GenusName=Cymatogaster&SpeciesName=aggregata
659,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11887&GenusName=Cynodonichthys&SpeciesName=magdalenae
660,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8956&GenusName=Cynoglossus&SpeciesName=interruptus
661,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4807&GenusName=Cynoglossus&SpeciesName=puncticeps
662,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=49707&GenusName=Cynopoecilus&SpeciesName=melanotaenia
663,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1169&GenusName=Cynoscion&SpeciesName=acoupa
664,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1170&GenusName=Cynoscion&SpeciesName=arenarius
665,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=405&GenusName=Cynoscion&SpeciesName=nebulosus
666,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51392&GenusName=Cyphocharax&SpeciesName=gillii
667,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51340&GenusName=Cyphocharax&SpeciesName=modestus
668,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51247&GenusName=Cyphocharax&SpeciesName=nagelii
669,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=27828&GenusName=Cyphocharax&SpeciesName=spilurus
670,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51316&GenusName=Cyphocharax&SpeciesName=vanderi
671,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51337&GenusName=Cyphocharax&SpeciesName=voga
672,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=48064&GenusName=Cyphocottus&SpeciesName=megalops
673,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2838&GenusName=Cyprinella&SpeciesName=callistia
674,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2840&GenusName=Cyprinella&SpeciesName=camura
675,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2859&GenusName=Cyprinella&SpeciesName=galactura
676,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10215&GenusName=Cyprinella&SpeciesName=lepida
677,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2876&GenusName=Cyprinella&SpeciesName=lutrensis
678,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6109&GenusName=Cyprinella&SpeciesName=proserpina
679,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2903&GenusName=Cyprinella&SpeciesName=spiloptera
680,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2909&GenusName=Cyprinella&SpeciesName=trichroistia
681,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2912&GenusName=Cyprinella&SpeciesName=venusta
682,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2915&GenusName=Cyprinella&SpeciesName=whipplei
683,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6247&GenusName=Cyprinodon&SpeciesName=atrorus
684,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6248&GenusName=Cyprinodon&SpeciesName=beltrani
685,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6249&GenusName=Cyprinodon&SpeciesName=bifasciatus
686,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3169&GenusName=Cyprinodon&SpeciesName=bovinus
687,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3171&GenusName=Cyprinodon&SpeciesName=elegans
688,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3172&GenusName=Cyprinodon&SpeciesName=eximius
689,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3173&GenusName=Cyprinodon&SpeciesName=hubbsi
690,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3174&GenusName=Cyprinodon&SpeciesName=macularius
691,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3175&GenusName=Cyprinodon&SpeciesName=nevadensis
692,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3176&GenusName=Cyprinodon&SpeciesName=pecosensis
693,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3177&GenusName=Cyprinodon&SpeciesName=radiosus
694,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3178&GenusName=Cyprinodon&SpeciesName=rubrofluviatilis
695,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3179&GenusName=Cyprinodon&SpeciesName=salinus
696,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3180&GenusName=Cyprinodon&SpeciesName=tularosa
697,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3181&GenusName=Cyprinodon&SpeciesName=variegatus
698,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=14474&GenusName=Cyprinus&SpeciesName=barbatus
699,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio
700,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=52958&GenusName=Cyprinus&SpeciesName=chilia
701,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=14472&GenusName=Cyprinus&SpeciesName=longipectoralis
702,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9781&GenusName=Cyprinus&SpeciesName=micristius
703,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=14473&GenusName=Cyprinus&SpeciesName=pellegrini
704,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=56227&GenusName=Cyprinus&SpeciesName=yunnanensis
705,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1021&GenusName=Dactylopterus&SpeciesName=volitans
706,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2705&GenusName=Dallia&SpeciesName=pectoralis
707,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10824&GenusName=Danio&SpeciesName=albolineatus
708,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4653&GenusName=Danio&SpeciesName=rerio
709,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus
710,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5111&GenusName=Dascyllus&SpeciesName=melanurus
711,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5113&GenusName=Dascyllus&SpeciesName=reticulatus
712,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5112&GenusName=Dascyllus&SpeciesName=trimaculatus
713,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11275&GenusName=Dawkinsia&SpeciesName=arulius
714,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4473&GenusName=Dawkinsia&SpeciesName=filamentosa
715,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=26628&GenusName=Delminichthys&SpeciesName=adspersus
716,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=26629&GenusName=Delminichthys&SpeciesName=ghetaldii
717,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4710&GenusName=Dentex&SpeciesName=tumifrons
718,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9185&GenusName=Dermatolepis&SpeciesName=dermatolepis
719,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3322&GenusName=Dermatolepis&SpeciesName=inermis
720,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11298&GenusName=Dermogenys&SpeciesName=pusilla
721,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10808&GenusName=Desmopuntius&SpeciesName=johorensis
722,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12143&GenusName=Desmopuntius&SpeciesName=pentazona
723,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10829&GenusName=Devario&SpeciesName=aequipinnatus
724,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10831&GenusName=Devario&SpeciesName=devario
725,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4760&GenusName=Devario&SpeciesName=malabaricus
726,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12891&GenusName=Diademichthys&SpeciesName=lineatus
727,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12203&GenusName=Dianema&SpeciesName=longibarbis
728,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12204&GenusName=Dianema&SpeciesName=urostriatum
729,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7434&GenusName=Diaphus&SpeciesName=brachycephalus
730,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6590&GenusName=Diaphus&SpeciesName=dumerilii
731,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7437&GenusName=Diaphus&SpeciesName=fragilis
732,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1712&GenusName=Diaphus&SpeciesName=rafinesquii
733,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2732&GenusName=Diaphus&SpeciesName=theta
734,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax
735,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=394&GenusName=Dicentrarchus&SpeciesName=punctatus
736,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11270&GenusName=Dichotomyctere&SpeciesName=fluviatilis
737,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12325&GenusName=Dicrossus&SpeciesName=filamentosus
738,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=23793&GenusName=Dictyosoma&SpeciesName=burgeri
739,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2749&GenusName=Dionda&SpeciesName=diaboli
740,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2750&GenusName=Dionda&SpeciesName=episcopa
741,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=14230&GenusName=Diplectrum&SpeciesName=eumelum
742,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1203&GenusName=Diplectrum&SpeciesName=formosum
743,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7330&GenusName=Diplectrum&SpeciesName=radiale
744,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10728&GenusName=Diploconger&SpeciesName=polystigmatus
745,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis
746,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3574&GenusName=Diplodus&SpeciesName=argenteus
747,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8062&GenusName=Diplodus&SpeciesName=bellottii
748,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1230&GenusName=Diplodus&SpeciesName=caudimacula
749,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2497&GenusName=Diplodus&SpeciesName=cervinus
750,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1231&GenusName=Diplodus&SpeciesName=holbrookii
751,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1749&GenusName=Diplodus&SpeciesName=puntazzo
752,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1753&GenusName=Diplodus&SpeciesName=sargus
753,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1754&GenusName=Diplodus&SpeciesName=vulgaris
754,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2058&GenusName=Dipturus&SpeciesName=batis
755,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=22831&GenusName=Diptychus&SpeciesName=maculatus
756,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=22934&GenusName=Diptychus&SpeciesName=sewerzowi
757,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4958&GenusName=Diretmus&SpeciesName=argenteus
758,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6608&GenusName=Dischistodus&SpeciesName=prosopotaenia
759,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=467&GenusName=Dissostichus&SpeciesName=eleginoides
760,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7039&GenusName=Dissostichus&SpeciesName=mawsoni
761,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3826&GenusName=Dormitator&SpeciesName=latifrons
762,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3827&GenusName=Dormitator&SpeciesName=maculatus
763,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1604&GenusName=Dorosoma&SpeciesName=cepedianum
764,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1606&GenusName=Dorosoma&SpeciesName=petenense
765,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=24315&GenusName=Draculo&SpeciesName=mirabilis
766,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1713&GenusName=Echelus&SpeciesName=myrus
767,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=17407&GenusName=Echelus&SpeciesName=uropterus
768,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2467&GenusName=Echeneis&SpeciesName=naucrates
769,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=47950&GenusName=Eigenmannia&SpeciesName=humboldtii
770,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12221&GenusName=Eigenmannia&SpeciesName=virescens
771,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3364&GenusName=Elassoma&SpeciesName=evergladei
772,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3366&GenusName=Elassoma&SpeciesName=zonatum
773,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1714&GenusName=Electrona&SpeciesName=risso
774,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=466&GenusName=Eleginops&SpeciesName=maclovinus
775,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=315&GenusName=Eleginus&SpeciesName=gracilis
776,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=314&GenusName=Eleginus&SpeciesName=nawaga
777,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11794&GenusName=Eleotris&SpeciesName=acanthopoma
778,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3828&GenusName=Eleotris&SpeciesName=picta
779,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3829&GenusName=Eleotris&SpeciesName=pisonis
780,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=340&GenusName=Eleutheronema&SpeciesName=tetradactylum
781,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=12068&GenusName=Elopichthys&SpeciesName=bambusa
782,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=175&GenusName=Elops&SpeciesName=saurus
783,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3628&GenusName=Embiotoca&SpeciesName=jacksoni
784,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7451&GenusName=Enchelycore&SpeciesName=pardalis
785,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=66&GenusName=Engraulis&SpeciesName=encrasicolus
786,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1663&GenusName=Engraulis&SpeciesName=japonicus
787,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1664&GenusName=Engraulis&SpeciesName=mordax
788,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4&GenusName=Engraulis&SpeciesName=ringens
789,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3367&GenusName=Enneacanthus&SpeciesName=chaetodon
790,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3368&GenusName=Enneacanthus&SpeciesName=gloriosus
791,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3369&GenusName=Enneacanthus&SpeciesName=obesus
792,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11830&GenusName=Enteromius&SpeciesName=amatolicus
793,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5308&GenusName=Enteromius&SpeciesName=anema
794,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8600&GenusName=Enteromius&SpeciesName=anoplus
795,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11296&GenusName=Enteromius&SpeciesName=argenteus
796,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9539&GenusName=Enteromius&SpeciesName=brevipinnis
797,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11351&GenusName=Enteromius&SpeciesName=eutaenia
798,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10802&GenusName=Enteromius&SpeciesName=fasciolatus
799,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11362&GenusName=Enteromius&SpeciesName=gurneyi
800,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11365&GenusName=Enteromius&SpeciesName=holotaenia
801,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11379&GenusName=Enteromius&SpeciesName=kerstenii
802,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9593&GenusName=Enteromius&SpeciesName=motebensis
803,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7571&GenusName=Enteromius&SpeciesName=paludinosus
804,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5417&GenusName=Enteromius&SpeciesName=trimaculatus
805,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=11506&GenusName=Enteromius&SpeciesName=viviparus
806,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4237&GenusName=Eopsetta&SpeciesName=jordani
807,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=10835&GenusName=Epalzeorhynchos&SpeciesName=bicolor
808,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5606&GenusName=Epibulus&SpeciesName=insidiator
809,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=14&GenusName=Epinephelus&SpeciesName=adscensionis
810,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=348&GenusName=Epinephelus&SpeciesName=analogus
811,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5367&GenusName=Epinephelus&SpeciesName=areolatus
812,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7329&GenusName=Epinephelus&SpeciesName=awoara
813,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9217&GenusName=Epinephelus&SpeciesName=caninus
814,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9219&GenusName=Epinephelus&SpeciesName=cifuentesi
815,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=7340&GenusName=Epinephelus&SpeciesName=diacanthus
816,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1204&GenusName=Epinephelus&SpeciesName=drummondhayi
817,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5348&GenusName=Epinephelus&SpeciesName=fasciatus
818,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=15&GenusName=Epinephelus&SpeciesName=guttatus
819,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=16&GenusName=Epinephelus&SpeciesName=itajara
820,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8196&GenusName=Epinephelus&SpeciesName=labriformis
821,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6470&GenusName=Epinephelus&SpeciesName=marginatus
822,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=17&GenusName=Epinephelus&SpeciesName=morio
823,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6472&GenusName=Epinephelus&SpeciesName=ongus
824,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=18&GenusName=Epinephelus&SpeciesName=striatus
825,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4461&GenusName=Epinephelus&SpeciesName=tauvina
826,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=6476&GenusName=Epinephelus&SpeciesName=undulosus
827,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9821&GenusName=Epiplatys&SpeciesName=annulatus
828,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9823&GenusName=Epiplatys&SpeciesName=barmoiensis
829,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2474&GenusName=Epiplatys&SpeciesName=bifasciatus
830,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2475&GenusName=Epiplatys&SpeciesName=chaperi
831,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2476&GenusName=Epiplatys&SpeciesName=dageti
832,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9706&GenusName=Epiplatys&SpeciesName=duboisi
833,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9827&GenusName=Epiplatys&SpeciesName=esekanus
834,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9828&GenusName=Epiplatys&SpeciesName=fasciolatus
835,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9830&GenusName=Epiplatys&SpeciesName=grahami
836,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2470&GenusName=Epiplatys&SpeciesName=maeseni
837,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9842&GenusName=Epiplatys&SpeciesName=sangmelinensis
838,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9843&GenusName=Epiplatys&SpeciesName=sexfasciatus
839,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2479&GenusName=Epiplatys&SpeciesName=spilargyreius
840,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8717&GenusName=Eptatretus&SpeciesName=atami
841,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8712&GenusName=Eptatretus&SpeciesName=burgeri
842,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=17195&GenusName=Eptatretus&SpeciesName=okinoseanus
843,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2512&GenusName=Eptatretus&SpeciesName=stoutii
844,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2793&GenusName=Erimystax&SpeciesName=x-punctatus
845,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2987&GenusName=Erimyzon&SpeciesName=sucetta
846,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=23788&GenusName=Ernogrammus&SpeciesName=hexagrammus
847,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4830&GenusName=Erpetoichthys&SpeciesName=calabaricus
848,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=23282&GenusName=Erythrinus&SpeciesName=erythrinus
849,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5150&GenusName=Esomus&SpeciesName=danrica
850,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2709&GenusName=Esox&SpeciesName=americanus
851,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=258&GenusName=Esox&SpeciesName=lucius
852,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2711&GenusName=Esox&SpeciesName=masquinongy
853,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2712&GenusName=Esox&SpeciesName=niger
854,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4638&GenusName=Esox&SpeciesName=reichertii
855,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1391&GenusName=Etelis&SpeciesName=oculatus
856,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3402&GenusName=Etheostoma&SpeciesName=blennioides
857,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3405&GenusName=Etheostoma&SpeciesName=caeruleum
858,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3406&GenusName=Etheostoma&SpeciesName=camurum
859,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3415&GenusName=Etheostoma&SpeciesName=ditrema
860,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3420&GenusName=Etheostoma&SpeciesName=exile
861,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3421&GenusName=Etheostoma&SpeciesName=flabellare
862,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3445&GenusName=Etheostoma&SpeciesName=nigrum
863,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=3472&GenusName=Etheostoma&SpeciesName=swaini
864,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=687&GenusName=Etmopterus&SpeciesName=spinax
865,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=8703&GenusName=Etroplus&SpeciesName=maculatus
866,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4681&GenusName=Etroplus&SpeciesName=suratensis
867,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=4221&GenusName=Etropus&SpeciesName=crossotus
868,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=51007&GenusName=Euchiloglanis&SpeciesName=kishinouyei
869,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=1050&GenusName=Eucinostomus&SpeciesName=gula
870,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=17348&GenusName=Eudontomyzon&SpeciesName=mariae
871,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=13347&GenusName=Eutropiichthys&SpeciesName=vacha
872,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=5145&GenusName=Exodon&SpeciesName=paradoxus
873,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=2754&GenusName=Exoglossum&SpeciesName=maxillingua
874,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=9848&GenusName=Foerschichthys&SpeciesName=flavipinnis
875,https://www.fishbase.de/Genetics/FishGeneticsList.php?ID=54953&GenusName=Folifer&SpeciesName=brevifilis
