,Relationship_Between_Fish_Brain_Weights_And_Body_Weights
223,https://www.fishbase.de/physiology/BrainsDataList.php?ID=71&GenusName=Caranx&SpeciesName=hippos&fc=314
224,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1895&GenusName=Caranx&SpeciesName=ignobilis&fc=314
225,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1936&GenusName=Caranx&SpeciesName=lugubris&fc=314
226,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1906&GenusName=Caranx&SpeciesName=melampygus&fc=314
227,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1917&GenusName=Caranx&SpeciesName=sexfasciatus&fc=314
228,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16791&GenusName=Carapus&SpeciesName=mourlani&fc=187
229,https://www.fishbase.de/physiology/BrainsDataList.php?ID=271&GenusName=Carassius&SpeciesName=auratus&fc=122
230,https://www.fishbase.de/physiology/BrainsDataList.php?ID=270&GenusName=Carassius&SpeciesName=carassius&fc=122
231,https://www.fishbase.de/physiology/BrainsDataList.php?ID=857&GenusName=Carcharhinus&SpeciesName=acronotus&fc=11
232,https://www.fishbase.de/physiology/BrainsDataList.php?ID=858&GenusName=Carcharhinus&SpeciesName=albimarginatus&fc=11
233,https://www.fishbase.de/physiology/BrainsDataList.php?ID=861&GenusName=Carcharhinus&SpeciesName=amblyrhynchos&fc=11
234,https://www.fishbase.de/physiology/BrainsDataList.php?ID=864&GenusName=Carcharhinus&SpeciesName=brachyurus&fc=11
235,https://www.fishbase.de/physiology/BrainsDataList.php?ID=868&GenusName=Carcharhinus&SpeciesName=falciformis&fc=11
236,https://www.fishbase.de/physiology/BrainsDataList.php?ID=872&GenusName=Carcharhinus&SpeciesName=isodon&fc=11
237,https://www.fishbase.de/physiology/BrainsDataList.php?ID=873&GenusName=Carcharhinus&SpeciesName=leucas&fc=11
238,https://www.fishbase.de/physiology/BrainsDataList.php?ID=874&GenusName=Carcharhinus&SpeciesName=limbatus&fc=11
239,https://www.fishbase.de/physiology/BrainsDataList.php?ID=875&GenusName=Carcharhinus&SpeciesName=longimanus&fc=11
240,https://www.fishbase.de/physiology/BrainsDataList.php?ID=877&GenusName=Carcharhinus&SpeciesName=melanopterus&fc=11
241,https://www.fishbase.de/physiology/BrainsDataList.php?ID=878&GenusName=Carcharhinus&SpeciesName=obscurus&fc=11
242,https://www.fishbase.de/physiology/BrainsDataList.php?ID=880&GenusName=Carcharhinus&SpeciesName=plumbeus&fc=11
243,https://www.fishbase.de/physiology/BrainsDataList.php?ID=747&GenusName=Carcharias&SpeciesName=taurus&fc=8
244,https://www.fishbase.de/physiology/BrainsDataList.php?ID=751&GenusName=Carcharodon&SpeciesName=carcharias&fc=9
245,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15500&GenusName=Careproctus&SpeciesName=reinhardti&fc=615
246,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8718&GenusName=Caspiomyzon&SpeciesName=wagneri&fc=1
247,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14131&GenusName=Centroberyx&SpeciesName=gerrardi&fc=240
248,https://www.fishbase.de/physiology/BrainsDataList.php?ID=55&GenusName=Centrolabrus&SpeciesName=exoletus&fc=362
249,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16339&GenusName=Centrolabrus&SpeciesName=melanocercus&fc=362
250,https://www.fishbase.de/physiology/BrainsDataList.php?ID=249&GenusName=Centrolophus&SpeciesName=niger&fc=421
251,https://www.fishbase.de/physiology/BrainsDataList.php?ID=648&GenusName=Centrophorus&SpeciesName=granulosus&fc=558
252,https://www.fishbase.de/physiology/BrainsDataList.php?ID=649&GenusName=Centrophorus&SpeciesName=harrissoni&fc=558
253,https://www.fishbase.de/physiology/BrainsDataList.php?ID=651&GenusName=Centrophorus&SpeciesName=moluccensis&fc=558
254,https://www.fishbase.de/physiology/BrainsDataList.php?ID=653&GenusName=Centrophorus&SpeciesName=squamosus&fc=558
255,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6384&GenusName=Centropogon&SpeciesName=australis&fc=577
256,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5454&GenusName=Centropyge&SpeciesName=bicolor&fc=460
257,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5458&GenusName=Centropyge&SpeciesName=bispinosa&fc=460
258,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7813&GenusName=Centropyge&SpeciesName=fisheri&fc=460
259,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5457&GenusName=Centropyge&SpeciesName=flavissima&fc=460
260,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5665&GenusName=Centropyge&SpeciesName=heraldi&fc=460
261,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6549&GenusName=Centropyge&SpeciesName=multispinis&fc=460
262,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7812&GenusName=Centropyge&SpeciesName=potteri&fc=460
263,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6548&GenusName=Centropyge&SpeciesName=tibicen&fc=460
264,https://www.fishbase.de/physiology/BrainsDataList.php?ID=662&GenusName=Centroscymnus&SpeciesName=coelolepis&fc=658
265,https://www.fishbase.de/physiology/BrainsDataList.php?ID=663&GenusName=Centroscymnus&SpeciesName=crepidater&fc=658
266,https://www.fishbase.de/physiology/BrainsDataList.php?ID=666&GenusName=Centroscymnus&SpeciesName=owstonii&fc=658
267,https://www.fishbase.de/physiology/BrainsDataList.php?ID=667&GenusName=Centroscymnus&SpeciesName=plunketi&fc=658
268,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6396&GenusName=Cephalopholis&SpeciesName=argus&fc=289
269,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6444&GenusName=Cephalopholis&SpeciesName=boenak&fc=289
270,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12&GenusName=Cephalopholis&SpeciesName=cruentata&fc=289
271,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8816&GenusName=Cephalopholis&SpeciesName=fulva&fc=289
272,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6447&GenusName=Cephalopholis&SpeciesName=hemistiktos&fc=289
273,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6448&GenusName=Cephalopholis&SpeciesName=leopardus&fc=289
274,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6450&GenusName=Cephalopholis&SpeciesName=miniata&fc=289
275,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6456&GenusName=Cephalopholis&SpeciesName=urodeta&fc=289
276,https://www.fishbase.de/physiology/BrainsDataList.php?ID=797&GenusName=Cephaloscyllium&SpeciesName=isabellum&fc=10
277,https://www.fishbase.de/physiology/BrainsDataList.php?ID=798&GenusName=Cephaloscyllium&SpeciesName=laticeps&fc=10
278,https://www.fishbase.de/physiology/BrainsDataList.php?ID=56&GenusName=Cepola&SpeciesName=macrophthalma&fc=358
279,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6981&GenusName=Ceratoscopelus&SpeciesName=warmingii&fc=167
280,https://www.fishbase.de/physiology/BrainsDataList.php?ID=90&GenusName=Cetorhinus&SpeciesName=maximus&fc=491
281,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5538&GenusName=Cetoscarus&SpeciesName=bicolor&fc=364
282,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15788&GenusName=Chaenogobius&SpeciesName=gulosus&fc=405
283,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5557&GenusName=Chaetodon&SpeciesName=auriga&fc=343
284,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6514&GenusName=Chaetodon&SpeciesName=austriacus&fc=343
285,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5558&GenusName=Chaetodon&SpeciesName=baronessa&fc=343
286,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5559&GenusName=Chaetodon&SpeciesName=bennetti&fc=343
287,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3602&GenusName=Chaetodon&SpeciesName=capistratus&fc=343
288,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5561&GenusName=Chaetodon&SpeciesName=citrinellus&fc=343
289,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7803&GenusName=Chaetodon&SpeciesName=collare&fc=343
290,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10352&GenusName=Chaetodon&SpeciesName=decussatus&fc=343
291,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8916&GenusName=Chaetodon&SpeciesName=dolosus&fc=343
292,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5562&GenusName=Chaetodon&SpeciesName=ephippium&fc=343
293,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12274&GenusName=Chaetodon&SpeciesName=fasciatus&fc=343
294,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6527&GenusName=Chaetodon&SpeciesName=flavirostris&fc=343
295,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5446&GenusName=Chaetodon&SpeciesName=kleinii&fc=343
296,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5565&GenusName=Chaetodon&SpeciesName=lunula&fc=343
297,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5566&GenusName=Chaetodon&SpeciesName=melannotus&fc=343
298,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5567&GenusName=Chaetodon&SpeciesName=mertensii&fc=343
299,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5136&GenusName=Chaetodon&SpeciesName=miliaris&fc=343
300,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7810&GenusName=Chaetodon&SpeciesName=multicinctus&fc=343
301,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3604&GenusName=Chaetodon&SpeciesName=ocellatus&fc=343
302,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6550&GenusName=Chaetodon&SpeciesName=ornatissimus&fc=343
303,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12296&GenusName=Chaetodon&SpeciesName=paucifasciatus&fc=343
304,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6613&GenusName=Chaetodon&SpeciesName=plebeius&fc=343
305,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5572&GenusName=Chaetodon&SpeciesName=quadrimaculatus&fc=343
306,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5574&GenusName=Chaetodon&SpeciesName=reticulatus&fc=343
307,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5576&GenusName=Chaetodon&SpeciesName=speculum&fc=343
308,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3606&GenusName=Chaetodon&SpeciesName=striatus&fc=343
309,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5578&GenusName=Chaetodon&SpeciesName=trifascialis&fc=343
310,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5579&GenusName=Chaetodon&SpeciesName=trifasciatus&fc=343
311,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5580&GenusName=Chaetodon&SpeciesName=ulietensis&fc=343
312,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5581&GenusName=Chaetodon&SpeciesName=unimaculatus&fc=343
313,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8154&GenusName=Chalinochromis&SpeciesName=brichardi&fc=349
314,https://www.fishbase.de/physiology/BrainsDataList.php?ID=474&GenusName=Champsocephalus&SpeciesName=gunnari&fc=384
315,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5143&GenusName=Channa&SpeciesName=orientalis&fc=431
316,https://www.fishbase.de/physiology/BrainsDataList.php?ID=477&GenusName=Channichthys&SpeciesName=rhinoceratus&fc=384
317,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1786&GenusName=Chauliodus&SpeciesName=sloani&fc=91
318,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5598&GenusName=Cheilinus&SpeciesName=chlorourus&fc=362
319,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5600&GenusName=Cheilinus&SpeciesName=fasciatus&fc=362
320,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5603&GenusName=Cheilinus&SpeciesName=trilobatus&fc=362
321,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5623&GenusName=Cheilio&SpeciesName=inermis&fc=362
322,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6669&GenusName=Cheilodipterus&SpeciesName=arabicus&fc=304
323,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12630&GenusName=Cheilodipterus&SpeciesName=lachneri&fc=304
324,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5781&GenusName=Cheilodipterus&SpeciesName=macrodon&fc=304
325,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12629&GenusName=Cheilodipterus&SpeciesName=novemstriatus&fc=304
326,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5482&GenusName=Cheilodipterus&SpeciesName=quinquelineatus&fc=304
327,https://www.fishbase.de/physiology/BrainsDataList.php?ID=44&GenusName=Chelidonichthys&SpeciesName=cuculus&fc=266
328,https://www.fishbase.de/physiology/BrainsDataList.php?ID=507&GenusName=Chelidonichthys&SpeciesName=kumu&fc=266
329,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5081&GenusName=Chelidonichthys&SpeciesName=lastoviza&fc=266
330,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1366&GenusName=Chelidonichthys&SpeciesName=lucerna&fc=266
331,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1735&GenusName=Chelon&SpeciesName=auratus&fc=359
332,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2499&GenusName=Chelon&SpeciesName=labrosus&fc=359
333,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5903&GenusName=Chiloscyllium&SpeciesName=punctatum&fc=492
334,https://www.fishbase.de/physiology/BrainsDataList.php?ID=60029&GenusName=Chimaera&SpeciesName=lignaria&fc=25
335,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2503&GenusName=Chimaera&SpeciesName=monstrosa&fc=25
336,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6358&GenusName=Chirocentrus&SpeciesName=dorab&fc=45
337,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2078&GenusName=Chitala&SpeciesName=chitala&fc=37
338,https://www.fishbase.de/physiology/BrainsDataList.php?ID=27034&GenusName=Chitala&SpeciesName=ornata&fc=37
339,https://www.fishbase.de/physiology/BrainsDataList.php?ID=635&GenusName=Chlamydoselachus&SpeciesName=anguineus&fc=4
340,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5547&GenusName=Chlorurus&SpeciesName=frontalis&fc=364
341,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4979&GenusName=Chlorurus&SpeciesName=gibbus&fc=364
342,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7829&GenusName=Chlorurus&SpeciesName=perspicillatus&fc=364
343,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5556&GenusName=Chlorurus&SpeciesName=sordidus&fc=364
344,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8128&GenusName=Choerodon&SpeciesName=graphicus&fc=362
345,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5669&GenusName=Chromis&SpeciesName=agilis&fc=350
346,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5671&GenusName=Chromis&SpeciesName=amboinensis&fc=350
347,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5450&GenusName=Chromis&SpeciesName=atripectoralis&fc=350
348,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4982&GenusName=Chromis&SpeciesName=atripes&fc=350
349,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11854&GenusName=Chromis&SpeciesName=axillaris&fc=350
350,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1706&GenusName=Chromis&SpeciesName=chromis&fc=350
351,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6656&GenusName=Chromis&SpeciesName=chrysura&fc=350
352,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3642&GenusName=Chromis&SpeciesName=cyanea&fc=350
353,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11861&GenusName=Chromis&SpeciesName=dimidiata&fc=350
354,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12418&GenusName=Chromis&SpeciesName=flavomaculata&fc=350
355,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7817&GenusName=Chromis&SpeciesName=hanui&fc=350
356,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8126&GenusName=Chromis&SpeciesName=iomelas&fc=350
357,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5674&GenusName=Chromis&SpeciesName=lepidolepis&fc=350
358,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6599&GenusName=Chromis&SpeciesName=leucura&fc=350
359,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1121&GenusName=Chromis&SpeciesName=multilineata&fc=350
360,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12424&GenusName=Chromis&SpeciesName=nigrura&fc=350
361,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5676&GenusName=Chromis&SpeciesName=retrofasciata&fc=350
362,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5677&GenusName=Chromis&SpeciesName=ternatensis&fc=350
363,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7819&GenusName=Chromis&SpeciesName=verater&fc=350
364,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5679&GenusName=Chromis&SpeciesName=viridis&fc=350
365,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5680&GenusName=Chromis&SpeciesName=weberi&fc=350
366,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5693&GenusName=Chrysiptera&SpeciesName=biocellata&fc=350
367,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5697&GenusName=Chrysiptera&SpeciesName=brownriggii&fc=350
368,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5696&GenusName=Chrysiptera&SpeciesName=glauca&fc=350
369,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5486&GenusName=Chrysiptera&SpeciesName=rollandi&fc=350
370,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6601&GenusName=Chrysiptera&SpeciesName=starcki&fc=350
371,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1290&GenusName=Ciliata&SpeciesName=mustela&fc=505
372,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1873&GenusName=Ciliata&SpeciesName=septentrionalis&fc=505
373,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5484&GenusName=Cirrhilabrus&SpeciesName=temminckii&fc=362
374,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5445&GenusName=Cirrhitichthys&SpeciesName=falco&fc=352
375,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5830&GenusName=Cirrhitichthys&SpeciesName=oxycephalus&fc=352
376,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7792&GenusName=Cirrhitops&SpeciesName=fasciatus&fc=352
377,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5831&GenusName=Cirrhitus&SpeciesName=pinnulatus&fc=352
378,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4390&GenusName=Cirripectes&SpeciesName=fuscoguttatus&fc=392
379,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4398&GenusName=Cirripectes&SpeciesName=polyzona&fc=392
380,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4402&GenusName=Cirripectes&SpeciesName=stigmaticus&fc=392
381,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24&GenusName=Clupea&SpeciesName=harengus&fc=43
382,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16870&GenusName=Cocotropus&SpeciesName=monacanthus&fc=268
383,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1726&GenusName=Coelorinchus&SpeciesName=caelorhincus&fc=185
384,https://www.fishbase.de/physiology/BrainsDataList.php?ID=47920&GenusName=Compsaraia&SpeciesName=compsus&fc=545
385,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6654&GenusName=Conger&SpeciesName=cinereus&fc=62
386,https://www.fishbase.de/physiology/BrainsDataList.php?ID=301&GenusName=Conger&SpeciesName=conger&fc=62
387,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7675&GenusName=Conger&SpeciesName=wilsoni&fc=62
388,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1397&GenusName=Coptodon&SpeciesName=rendalli&fc=349
389,https://www.fishbase.de/physiology/BrainsDataList.php?ID=235&GenusName=Coregonus&SpeciesName=artedi&fc=76
390,https://www.fishbase.de/physiology/BrainsDataList.php?ID=234&GenusName=Coregonus&SpeciesName=clupeaformis&fc=76
391,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5624&GenusName=Coris&SpeciesName=aygula&fc=362
392,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7827&GenusName=Coris&SpeciesName=flavovittata&fc=362
393,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5625&GenusName=Coris&SpeciesName=gaimard&fc=362
394,https://www.fishbase.de/physiology/BrainsDataList.php?ID=58&GenusName=Coris&SpeciesName=julis&fc=362
395,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5485&GenusName=Coris&SpeciesName=variegata&fc=362
396,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7826&GenusName=Coris&SpeciesName=venusta&fc=362
397,https://www.fishbase.de/physiology/BrainsDataList.php?ID=46338&GenusName=Coryogalops&SpeciesName=ocheticus&fc=405
398,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9972&GenusName=Coryogalops&SpeciesName=william&fc=405
399,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6&GenusName=Coryphaena&SpeciesName=hippurus&fc=315
400,https://www.fishbase.de/physiology/BrainsDataList.php?ID=332&GenusName=Coryphaenoides&SpeciesName=rupestris&fc=185
401,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5959&GenusName=Corythoichthys&SpeciesName=flavofasciatus&fc=258
402,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5960&GenusName=Corythoichthys&SpeciesName=haematopterus&fc=258
403,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5961&GenusName=Corythoichthys&SpeciesName=intestinalis&fc=258
404,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5965&GenusName=Corythoichthys&SpeciesName=schultzi&fc=258
405,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9199&GenusName=Cottunculus&SpeciesName=microps&fc=282
406,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5653&GenusName=Crenimugil&SpeciesName=crenilabis&fc=359
407,https://www.fishbase.de/physiology/BrainsDataList.php?ID=56151&GenusName=Cryptocentroides&SpeciesName=gobioides&fc=405
408,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6012&GenusName=Ctenochaetus&SpeciesName=binotatus&fc=412
409,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1262&GenusName=Ctenochaetus&SpeciesName=striatus&fc=412
410,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6015&GenusName=Ctenochaetus&SpeciesName=strigosus&fc=412
411,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6751&GenusName=Ctenochromis&SpeciesName=horei&fc=349
412,https://www.fishbase.de/physiology/BrainsDataList.php?ID=67673&GenusName=Ctenogobius&SpeciesName=chusanensis&fc=405
413,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15792&GenusName=Ctenogobius&SpeciesName=fasciatus&fc=405
414,https://www.fishbase.de/physiology/BrainsDataList.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris&fc=362
415,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8570&GenusName=Cyathopharynx&SpeciesName=furcifer&fc=349
416,https://www.fishbase.de/physiology/BrainsDataList.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus&fc=284
417,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5088&GenusName=Cyphomyrus&SpeciesName=psittacus&fc=40
418,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8572&GenusName=Cyphotilapia&SpeciesName=frontosa&fc=349
419,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8573&GenusName=Cyprichromis&SpeciesName=leptosoma&fc=349
420,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8574&GenusName=Cyprichromis&SpeciesName=microlepidotus&fc=349
421,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio&fc=122
422,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4485&GenusName=Dactyloptena&SpeciesName=orientalis&fc=285
423,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1021&GenusName=Dactylopterus&SpeciesName=volitans&fc=285
424,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3699&GenusName=Dactyloscopus&SpeciesName=tridigitatus&fc=380
425,https://www.fishbase.de/physiology/BrainsDataList.php?ID=669&GenusName=Dalatias&SpeciesName=licha&fc=557
426,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7816&GenusName=Dascyllus&SpeciesName=albisella&fc=350
427,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus&fc=350
428,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11985&GenusName=Dascyllus&SpeciesName=marginatus&fc=350
429,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5113&GenusName=Dascyllus&SpeciesName=reticulatus&fc=350
430,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5112&GenusName=Dascyllus&SpeciesName=trimaculatus&fc=350
431,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2060&GenusName=Dasyatis&SpeciesName=pastinaca&fc=20
432,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12049&GenusName=Daysciaena&SpeciesName=albida&fc=331
433,https://www.fishbase.de/physiology/BrainsDataList.php?ID=670&GenusName=Deania&SpeciesName=calcea&fc=558
434,https://www.fishbase.de/physiology/BrainsDataList.php?ID=673&GenusName=Deania&SpeciesName=quadrispinosa&fc=558
435,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1938&GenusName=Decapterus&SpeciesName=macrosoma&fc=314
436,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12302&GenusName=Decapterus&SpeciesName=muroadsi&fc=314
437,https://www.fishbase.de/physiology/BrainsDataList.php?ID=995&GenusName=Decapterus&SpeciesName=tabl&fc=314
438,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16282&GenusName=Deltentosteus&SpeciesName=quadrimaculatus&fc=405
439,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4912&GenusName=Dendrochirus&SpeciesName=brachypterus&fc=264
440,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4560&GenusName=Dendrophysa&SpeciesName=russelii&fc=331
441,https://www.fishbase.de/physiology/BrainsDataList.php?ID=63963&GenusName=Dentiraja&SpeciesName=confusa&fc=19
442,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24081&GenusName=Dentiraja&SpeciesName=lemprieri&fc=19
443,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15419&GenusName=Dentiraja&SpeciesName=polyommata&fc=19
444,https://www.fishbase.de/physiology/BrainsDataList.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax&fc=487
445,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11270&GenusName=Dichotomyctere&SpeciesName=fluviatilis&fc=448
446,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7300&GenusName=Dinematichthys&SpeciesName=iluocoeteoides&fc=723
447,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4659&GenusName=Diodon&SpeciesName=holocanthus&fc=449
