,Relationship_Between_Fish_Brain_Weights_And_Body_Weights
672,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2388&GenusName=Heterotis&SpeciesName=niloticus&fc=628
673,https://www.fishbase.de/physiology/BrainsDataList.php?ID=637&GenusName=Hexanchus&SpeciesName=griseus&fc=5
674,https://www.fishbase.de/physiology/BrainsDataList.php?ID=638&GenusName=Hexanchus&SpeciesName=nakamurai&fc=5
675,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7400&GenusName=Hime&SpeciesName=japonica&fc=159
676,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7728&GenusName=Hippichthys&SpeciesName=cyanospilos&fc=258
677,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7729&GenusName=Hippichthys&SpeciesName=penicillus&fc=258
678,https://www.fishbase.de/physiology/BrainsDataList.php?ID=46324&GenusName=Hippocampus&SpeciesName=abdominalis&fc=258
679,https://www.fishbase.de/physiology/BrainsDataList.php?ID=53792&GenusName=Hippocampus&SpeciesName=comes&fc=258
680,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1801&GenusName=Hippocampus&SpeciesName=hippocampus&fc=258
681,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5954&GenusName=Hippocampus&SpeciesName=histrix&fc=258
682,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5955&GenusName=Hippocampus&SpeciesName=kuda&fc=258
683,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3285&GenusName=Hippocampus&SpeciesName=reidi&fc=258
684,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25974&GenusName=Hippocampus&SpeciesName=spinosissimus&fc=258
685,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22816&GenusName=Hippocampus&SpeciesName=trimaculatus&fc=258
686,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7906&GenusName=Hipposcarus&SpeciesName=harid&fc=364
687,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5637&GenusName=Hologymnosus&SpeciesName=annulatus&fc=362
688,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15156&GenusName=Hoplichthys&SpeciesName=citrinus&fc=274
689,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4964&GenusName=Hoplostethus&SpeciesName=mediterraneus&fc=236
690,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5054&GenusName=Howella&SpeciesName=sherborni&fc=657
691,https://www.fishbase.de/physiology/BrainsDataList.php?ID=60030&GenusName=Hydrolagus&SpeciesName=bemisi&fc=25
692,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9000&GenusName=Hydrolagus&SpeciesName=mirabilis&fc=25
693,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13146&GenusName=Hydrolagus&SpeciesName=novaezealandiae&fc=25
694,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1247&GenusName=Hypanus&SpeciesName=americanus&fc=20
695,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2574&GenusName=Hypanus&SpeciesName=sabinus&fc=20
696,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1572&GenusName=Hyperlophus&SpeciesName=translucidus&fc=43
697,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1373&GenusName=Hyperoplus&SpeciesName=immaculatus&fc=402
698,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1374&GenusName=Hyperoplus&SpeciesName=lanceolatus&fc=402
699,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1307&GenusName=Hypoatherina&SpeciesName=temminckii&fc=218
700,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12895&GenusName=Hyporhamphus&SpeciesName=dussumieri&fc=475
701,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8313&GenusName=Hyporhamphus&SpeciesName=limbatus&fc=475
702,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6574&GenusName=Hyporthodus&SpeciesName=septemfasciatus&fc=289
703,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3057&GenusName=Hypostomus&SpeciesName=plecostomus&fc=157
704,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10701&GenusName=Hypseleotris&SpeciesName=aurea&fc=404
705,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22757&GenusName=Hypseleotris&SpeciesName=galii&fc=404
706,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2515&GenusName=Ichthyomyzon&SpeciesName=castaneus&fc=1
707,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2518&GenusName=Ichthyomyzon&SpeciesName=greeleyi&fc=1
708,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2519&GenusName=Ichthyomyzon&SpeciesName=unicuspis&fc=1
709,https://www.fishbase.de/physiology/BrainsDataList.php?ID=290&GenusName=Ictalurus&SpeciesName=punctatus&fc=129
710,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11828&GenusName=Idiacanthus&SpeciesName=fasciola&fc=91
711,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7780&GenusName=Iracundus&SpeciesName=signifer&fc=264
712,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5077&GenusName=Isichthys&SpeciesName=henryi&fc=40
713,https://www.fishbase.de/physiology/BrainsDataList.php?ID=696&GenusName=Isistius&SpeciesName=brasiliensis&fc=557
714,https://www.fishbase.de/physiology/BrainsDataList.php?ID=16848&GenusName=Iso&SpeciesName=natalensis&fc=644
715,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8043&GenusName=Istiblennius&SpeciesName=bellus&fc=392
716,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6049&GenusName=Istiblennius&SpeciesName=edentulus&fc=392
717,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23697&GenusName=Istiblennius&SpeciesName=rivulatus&fc=392
718,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4328&GenusName=Istigobius&SpeciesName=decoratus&fc=405
719,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4322&GenusName=Istigobius&SpeciesName=ornatus&fc=405
720,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4324&GenusName=Istigobius&SpeciesName=rigilius&fc=405
721,https://www.fishbase.de/physiology/BrainsDataList.php?ID=77&GenusName=Istiophorus&SpeciesName=platypterus&fc=419
722,https://www.fishbase.de/physiology/BrainsDataList.php?ID=752&GenusName=Isurus&SpeciesName=oxyrinchus&fc=9
723,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11027&GenusName=Ivindomyrus&SpeciesName=marchei&fc=40
724,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5751&GenusName=Jaydia&SpeciesName=ellioti&fc=304
725,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8608&GenusName=Julidochromis&SpeciesName=marlieri&fc=349
726,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8609&GenusName=Julidochromis&SpeciesName=ornatus&fc=349
727,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8610&GenusName=Julidochromis&SpeciesName=regani&fc=349
728,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8611&GenusName=Julidochromis&SpeciesName=transcriptus&fc=349
729,https://www.fishbase.de/physiology/BrainsDataList.php?ID=223&GenusName=Kajikia&SpeciesName=audax&fc=419
730,https://www.fishbase.de/physiology/BrainsDataList.php?ID=107&GenusName=Katsuwonus&SpeciesName=pelamis&fc=416
731,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14505&GenusName=Knipowitschia&SpeciesName=caucasica&fc=405
732,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15877&GenusName=Kraemeria&SpeciesName=cunicularia&fc=407
733,https://www.fishbase.de/physiology/BrainsDataList.php?ID=60799&GenusName=Kraemeria&SpeciesName=nuda&fc=407
734,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9966&GenusName=Kraemeria&SpeciesName=samoensis&fc=407
735,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5790&GenusName=Kuhlia&SpeciesName=mugil&fc=301
736,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5157&GenusName=Kuhlia&SpeciesName=sandvicensis&fc=301
737,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5804&GenusName=Kyphosus&SpeciesName=bigibbus&fc=339
738,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5805&GenusName=Kyphosus&SpeciesName=cinerascens&fc=339
739,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5109&GenusName=Labrichthys&SpeciesName=unilineatus&fc=362
740,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5459&GenusName=Labroides&SpeciesName=dimidiatus&fc=362
741,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7765&GenusName=Labroides&SpeciesName=phthirophagus&fc=362
742,https://www.fishbase.de/physiology/BrainsDataList.php?ID=572&GenusName=Labrus&SpeciesName=bergylta&fc=362
743,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1375&GenusName=Labrus&SpeciesName=mixtus&fc=362
744,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1071&GenusName=Lachnolaimus&SpeciesName=maximus&fc=362
745,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4286&GenusName=Lactophrys&SpeciesName=bicaudalis&fc=446
746,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6399&GenusName=Lactoria&SpeciesName=cornuta&fc=446
747,https://www.fishbase.de/physiology/BrainsDataList.php?ID=617&GenusName=Lampanyctus&SpeciesName=crocodilus&fc=167
748,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15820&GenusName=Lampanyctus&SpeciesName=photonotus&fc=167
749,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4480&GenusName=Lampetra&SpeciesName=fluviatilis&fc=1
750,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4481&GenusName=Lampetra&SpeciesName=planeri&fc=1
751,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2528&GenusName=Lampetra&SpeciesName=richardsoni&fc=1
752,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8612&GenusName=Lamprologus&SpeciesName=callipterus&fc=349
753,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8615&GenusName=Lamprologus&SpeciesName=lemairii&fc=349
754,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8619&GenusName=Lamprologus&SpeciesName=ocellatus&fc=349
755,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8620&GenusName=Lamprologus&SpeciesName=ornatipinnis&fc=349
756,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25788&GenusName=Larabicus&SpeciesName=quadrilineatus&fc=362
757,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2063&GenusName=Latimeria&SpeciesName=chalumnae&fc=30
758,https://www.fishbase.de/physiology/BrainsDataList.php?ID=640&GenusName=Lepadogaster&SpeciesName=candolii&fc=434
759,https://www.fishbase.de/physiology/BrainsDataList.php?ID=643&GenusName=Lepadogaster&SpeciesName=lepadogaster&fc=434
760,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8626&GenusName=Lepidiolamprologus&SpeciesName=attenuatus&fc=349
761,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8628&GenusName=Lepidiolamprologus&SpeciesName=elongatus&fc=349
762,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8629&GenusName=Lepidiolamprologus&SpeciesName=kendalli&fc=349
763,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8631&GenusName=Lepidiolamprologus&SpeciesName=profundicola&fc=349
764,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2016&GenusName=Lepidion&SpeciesName=eques&fc=180
765,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1042&GenusName=Lepidocybium&SpeciesName=flavobrunneum&fc=414
766,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7045&GenusName=Lepidonotothen&SpeciesName=squamifrons&fc=382
767,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4511&GenusName=Lepidosiren&SpeciesName=paradoxa&fc=28
768,https://www.fishbase.de/physiology/BrainsDataList.php?ID=14324&GenusName=Lepidotrigla&SpeciesName=papilio&fc=266
769,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1076&GenusName=Lepisosteus&SpeciesName=osseus&fc=34
770,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3371&GenusName=Lepomis&SpeciesName=cyanellus&fc=302
771,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3372&GenusName=Lepomis&SpeciesName=gibbosus&fc=302
772,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4154&GenusName=Leptagonus&SpeciesName=decagonus&fc=283
773,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1798&GenusName=Lesueurigobius&SpeciesName=suerii&fc=405
774,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2521&GenusName=Lethenteron&SpeciesName=appendix&fc=1
775,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2524&GenusName=Lethenteron&SpeciesName=camtschaticum&fc=1
776,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1865&GenusName=Lethrinus&SpeciesName=genivittatus&fc=328
777,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1863&GenusName=Lethrinus&SpeciesName=lentjan&fc=328
778,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1843&GenusName=Lethrinus&SpeciesName=mahsena&fc=328
779,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1845&GenusName=Lethrinus&SpeciesName=microdon&fc=328
780,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1847&GenusName=Lethrinus&SpeciesName=obsoletus&fc=328
781,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1850&GenusName=Lethrinus&SpeciesName=variegatus&fc=328
782,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1852&GenusName=Lethrinus&SpeciesName=xanthochilus&fc=328
783,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15821&GenusName=Leucopsarion&SpeciesName=petersii&fc=405
784,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7614&GenusName=Leucoraja&SpeciesName=circularis&fc=19
785,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7619&GenusName=Leucoraja&SpeciesName=fullonica&fc=19
786,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4326&GenusName=Leucoraja&SpeciesName=naevus&fc=19
787,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8636&GenusName=Limnochromis&SpeciesName=auritus&fc=349
788,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8638&GenusName=Limnotilapia&SpeciesName=dardennii&fc=349
789,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7046&GenusName=Lindbergichthys&SpeciesName=mizops&fc=382
790,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1378&GenusName=Liparis&SpeciesName=liparis&fc=615
791,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9200&GenusName=Lipophrys&SpeciesName=pholis&fc=392
792,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13673&GenusName=Liza&SpeciesName=carinata&fc=359
793,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8639&GenusName=Lobochilotes&SpeciesName=labiatus&fc=349
794,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5094&GenusName=Lophius&SpeciesName=budegassa&fc=190
795,https://www.fishbase.de/physiology/BrainsDataList.php?ID=716&GenusName=Lophius&SpeciesName=piscatorius&fc=190
796,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3884&GenusName=Lophogobius&SpeciesName=cyprinoides&fc=405
797,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15822&GenusName=Luciogobius&SpeciesName=guttatus&fc=405
798,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1380&GenusName=Lumpenus&SpeciesName=lampretaeformis&fc=393
799,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1403&GenusName=Lutjanus&SpeciesName=analis&fc=323
800,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1404&GenusName=Lutjanus&SpeciesName=apodus&fc=323
801,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1407&GenusName=Lutjanus&SpeciesName=argentimaculatus&fc=323
802,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1417&GenusName=Lutjanus&SpeciesName=bohar&fc=323
803,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1419&GenusName=Lutjanus&SpeciesName=buccanella&fc=323
804,https://www.fishbase.de/physiology/BrainsDataList.php?ID=262&GenusName=Lutjanus&SpeciesName=fulvus&fc=323
805,https://www.fishbase.de/physiology/BrainsDataList.php?ID=265&GenusName=Lutjanus&SpeciesName=gibbus&fc=323
806,https://www.fishbase.de/physiology/BrainsDataList.php?ID=266&GenusName=Lutjanus&SpeciesName=griseus&fc=323
807,https://www.fishbase.de/physiology/BrainsDataList.php?ID=156&GenusName=Lutjanus&SpeciesName=kasmira&fc=323
808,https://www.fishbase.de/physiology/BrainsDataList.php?ID=157&GenusName=Lutjanus&SpeciesName=lemniscatus&fc=323
809,https://www.fishbase.de/physiology/BrainsDataList.php?ID=161&GenusName=Lutjanus&SpeciesName=mahogoni&fc=323
810,https://www.fishbase.de/physiology/BrainsDataList.php?ID=166&GenusName=Lutjanus&SpeciesName=monostigma&fc=323
811,https://www.fishbase.de/physiology/BrainsDataList.php?ID=168&GenusName=Lutjanus&SpeciesName=notatus&fc=323
812,https://www.fishbase.de/physiology/BrainsDataList.php?ID=173&GenusName=Lutjanus&SpeciesName=rivulatus&fc=323
813,https://www.fishbase.de/physiology/BrainsDataList.php?ID=184&GenusName=Lutjanus&SpeciesName=vitta&fc=323
814,https://www.fishbase.de/physiology/BrainsDataList.php?ID=187&GenusName=Macolor&SpeciesName=niger&fc=323
815,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1246&GenusName=Macrodontogobius&SpeciesName=wilburi&fc=405
816,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7767&GenusName=Macropharyngodon&SpeciesName=geoffroy&fc=362
817,https://www.fishbase.de/physiology/BrainsDataList.php?ID=331&GenusName=Macrourus&SpeciesName=berglax&fc=185
818,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5795&GenusName=Malacanthus&SpeciesName=brevirostris&fc=308
819,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4989&GenusName=Malacocephalus&SpeciesName=laevis&fc=185
820,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10157&GenusName=Malacosteus&SpeciesName=niger&fc=91
821,https://www.fishbase.de/physiology/BrainsDataList.php?ID=252&GenusName=Mallotus&SpeciesName=villosus&fc=80
822,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23166&GenusName=Malthopsis&SpeciesName=mitrigera&fc=194
823,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10908&GenusName=Marcusenius&SpeciesName=moorii&fc=40
824,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10909&GenusName=Marcusenius&SpeciesName=ntemensis&fc=40
825,https://www.fishbase.de/physiology/BrainsDataList.php?ID=50320&GenusName=Marcusenius&SpeciesName=sanagaensis&fc=40
826,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10919&GenusName=Marcusenius&SpeciesName=victoriae&fc=40
827,https://www.fishbase.de/physiology/BrainsDataList.php?ID=754&GenusName=Maurolicus&SpeciesName=muelleri&fc=89
828,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5909&GenusName=Megachasma&SpeciesName=pelagios&fc=519
829,https://www.fishbase.de/physiology/BrainsDataList.php?ID=384&GenusName=Megalaspis&SpeciesName=cordyla&fc=314
830,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11785&GenusName=Meiacanthus&SpeciesName=anema&fc=392
831,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6067&GenusName=Meiacanthus&SpeciesName=atrodorsalis&fc=392
832,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12641&GenusName=Meiacanthus&SpeciesName=nigrolineatus&fc=392
833,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1381&GenusName=Melanogrammus&SpeciesName=aeglefinus&fc=183
834,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5838&GenusName=Melichthys&SpeciesName=vidua&fc=445
835,https://www.fishbase.de/physiology/BrainsDataList.php?ID=390&GenusName=Mene&SpeciesName=maculata&fc=317
836,https://www.fishbase.de/physiology/BrainsDataList.php?ID=29&GenusName=Merlangius&SpeciesName=merlangus&fc=183
837,https://www.fishbase.de/physiology/BrainsDataList.php?ID=30&GenusName=Merluccius&SpeciesName=merluccius&fc=184
838,https://www.fishbase.de/physiology/BrainsDataList.php?ID=60864&GenusName=Microdesmus&SpeciesName=retropinnis&fc=410
839,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3891&GenusName=Microgobius&SpeciesName=gulosus&fc=405
840,https://www.fishbase.de/physiology/BrainsDataList.php?ID=31&GenusName=Micromesistius&SpeciesName=poutassou&fc=183
841,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2481&GenusName=Microphis&SpeciesName=brachyurus&fc=258
842,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1122&GenusName=Microspathodon&SpeciesName=chrysurus&fc=350
843,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6388&GenusName=Minous&SpeciesName=monodactylus&fc=578
844,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2061&GenusName=Mobula&SpeciesName=birostris&fc=719
845,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2587&GenusName=Mobula&SpeciesName=japanica&fc=719
846,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13191&GenusName=Mobula&SpeciesName=munkiana&fc=719
847,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13194&GenusName=Mobula&SpeciesName=tarapacana&fc=719
848,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2588&GenusName=Mobula&SpeciesName=thurstoni&fc=719
849,https://www.fishbase.de/physiology/BrainsDataList.php?ID=22759&GenusName=Mogurnda&SpeciesName=mogurnda&fc=404
850,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1732&GenusName=Mola&SpeciesName=mola&fc=450
851,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1383&GenusName=Molva&SpeciesName=dypterygia&fc=505
852,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1733&GenusName=Molva&SpeciesName=macrophthalma&fc=505
853,https://www.fishbase.de/physiology/BrainsDataList.php?ID=33&GenusName=Molva&SpeciesName=molva&fc=505
854,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1869&GenusName=Monotaxis&SpeciesName=grandoculis&fc=328
855,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1734&GenusName=Mora&SpeciesName=moro&fc=180
856,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8721&GenusName=Mordacia&SpeciesName=lapicida&fc=680
857,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7510&GenusName=Mordacia&SpeciesName=mordax&fc=680
858,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6084&GenusName=Mordacia&SpeciesName=praecox&fc=680
859,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2394&GenusName=Mormyrops&SpeciesName=anguilloides&fc=40
860,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10948&GenusName=Mormyrops&SpeciesName=nigricans&fc=40
861,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10952&GenusName=Mormyrops&SpeciesName=zanclirostris&fc=40
862,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8767&GenusName=Mormyrus&SpeciesName=kannume&fc=40
863,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5073&GenusName=Mormyrus&SpeciesName=tapirus&fc=40
864,https://www.fishbase.de/physiology/BrainsDataList.php?ID=785&GenusName=Mugil&SpeciesName=cephalus&fc=359
865,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15878&GenusName=Mugilogobius&SpeciesName=cavifrons&fc=405
866,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5983&GenusName=Mulloidichthys&SpeciesName=flavolineatus&fc=332
867,https://www.fishbase.de/physiology/BrainsDataList.php?ID=790&GenusName=Mullus&SpeciesName=barbatus+barbatus&fc=332
868,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1327&GenusName=Mullus&SpeciesName=surmuletus&fc=332
869,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7124&GenusName=Muraenolepis&SpeciesName=marmorata&fc=179
870,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5943&GenusName=Mustelus&SpeciesName=antarcticus&fc=488
871,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5938&GenusName=Mustelus&SpeciesName=asterias&fc=488
872,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2539&GenusName=Mustelus&SpeciesName=canis&fc=488
873,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5933&GenusName=Mustelus&SpeciesName=lenticulatus&fc=488
874,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1209&GenusName=Mycteroperca&SpeciesName=bonaci&fc=289
875,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1328&GenusName=Myctophum&SpeciesName=punctatum&fc=167
876,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1251&GenusName=Myliobatis&SpeciesName=freminvillei&fc=22
877,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12819&GenusName=Myliobatis&SpeciesName=tenuicaudatus&fc=22
878,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10979&GenusName=Myomyrus&SpeciesName=macrops&fc=40
879,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1329&GenusName=Myoxocephalus&SpeciesName=scorpius&fc=277
880,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4910&GenusName=Myripristis&SpeciesName=berndti&fc=243
881,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12596&GenusName=Myripristis&SpeciesName=chryseres&fc=243
882,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1063&GenusName=Myripristis&SpeciesName=jacobus&fc=243
883,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7306&GenusName=Myripristis&SpeciesName=kuntee&fc=243
884,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5408&GenusName=Myripristis&SpeciesName=murdjan&fc=243
885,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7308&GenusName=Myripristis&SpeciesName=pralinia&fc=243
886,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7309&GenusName=Myripristis&SpeciesName=violacea&fc=243
887,https://www.fishbase.de/physiology/BrainsDataList.php?ID=17190&GenusName=Myripristis&SpeciesName=woodsi&fc=243
888,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2513&GenusName=Myxine&SpeciesName=glutinosa&fc=2
889,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6999&GenusName=Nannobrachium&SpeciesName=atrum&fc=167
890,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10269&GenusName=Nannobrachium&SpeciesName=lineatum&fc=167
891,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24095&GenusName=Narcinops&SpeciesName=tasmaniensis&fc=503
892,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6021&GenusName=Naso&SpeciesName=brevirostris&fc=412
893,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1263&GenusName=Naso&SpeciesName=hexacanthus&fc=412
894,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1264&GenusName=Naso&SpeciesName=lituratus&fc=412
895,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6932&GenusName=Naso&SpeciesName=thynnoides&fc=412
896,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1265&GenusName=Naso&SpeciesName=unicornis&fc=412
