name,Brain weight (mg),SL (cm),TL (cm),speed,Oxygen Consumption at 20°C,Weight,predators
Epinephelus tuamotuensis,,,,,,,
Epinephelus tukula,,,,,,,
Epinephelus undulatostriatus,,,,,,,
Epinephelus undulosus,,,,,,,
Epinnula magistralis,,,,,,,
Epiplatys annulatus,,,,,,,
Epiplatys chaperi,,,,,,,
Epiplatys dageti,,,,,,,
Epiplatys duboisi,,,,,,,
Epiplatys lamottei,,,,,,,
Epiplatys sexfasciatus,,,,,,,
Eptatretus atami,,,,,,,
Eptatretus burgeri,17.5,,,,,210.0,
Eptatretus carlhubbsi,,,,,,,
Eptatretus cirrhatus,,,,,39.3,,
Eptatretus cryptus,,,,,,,
Eptatretus deani,,,,,18.8,,
Eptatretus fritzi,,,,,,,
Eptatretus goliath,,,,,,,
Eptatretus hexatrema,,,,,52.95,,
Eptatretus longipinnis,,,,,,,
Eptatretus mcconnaugheyi,,,,,,,
Eptatretus octatrema,,,,,,,
Eptatretus poicilus,,,,,,,
Eptatretus polytrema,,,,,,,
Eptatretus profundus,,,,,,,
Eptatretus sinus,,,,,,,
Eptatretus springeri,,,,,,,
Eptatretus stoutii,,,,,46.1,,['Phoca vitulina']
Eptatretus strickrotti,,,,,,,
Equetus lanceolatus,,,,,,,
Equetus punctatus,,,,,,,
Equulites aethopos,,,,,,,
Equulites elongatus,,,,,,,
Equulites leuciscus,,,,,,,['Saurida tumbil']
Equulites lineolatus,,,,,,,['Euthynnus affinis']
Equulites oblongus,,,,,,,
Equulites popei,,,,,,,
Equulites rivulatus,,,,,,,
Eremichthys acros,,,,,,,
Eretmodus cyanostictus,50.93636363636363,6.0,,,187.525,5.95,['Perissodus microlepis']
Ericentrus rubrus,,,,,,,
Ericymba amplamala,,,,,,,
Eridacnis barbouri,,,,,,,
Eridacnis radcliffei,,,,,,,
Eridacnis sinuans,,,,,,,
Erilepis zonifer,,,,,,,
Erimystax cahni,,,,,,,
Erimystax dissimilis,,,,,,,
Erimystax harryi,,,,,,,
Erimystax insignis,,,,,,,
Erimystax x-punctatus,,,,,,,
Erimyzon claviformis,,,,,,,
Erimyzon oblongus,,,,,174.4,,
Erimyzon sucetta,,,,,,,
Erimyzon tenuis,,,,,,,
Erisphex aniarus,,,,,,,
Erisphex pottii,,,,,,,
Ernogrammus hexagrammus,,,,,,,
Ernogrammus walkeri,,,,,,,
Ernogrammus zhirmunskii,,,,,,,
Erosa erosa,,,,,,,
Erotelis armiger,,,,,,,
Erotelis smaragdus,15.68,,20.0,,,14.62,
Erpetoichthys calabaricus,,,,,64.5,,
Erythrocles monodi,,,,,,,
Erythrocles schlegelii,,,,,,,['Alepisaurus ferox']
Erythrocles scintillans,,,,,,,
Escualosa elongata,,,,,,,
Escualosa thoracata,,,,,,,
Esomus barbatus,,,,,,,
Esomus danrica,,,,,1075.7911764705875,,['Channa punctata']
Esomus lineatus,,,,,,,
Esomus longimanus,,,,,,,
Esomus malayensis,,,,,,,
Esomus metallicus,,,,,,,
Esomus thermoicos,,,,,,,
Esox americanus,,,,,,,"['Amia calva', 'Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis']"
Esox aquitanicus,,,,,,,
Esox lucius,462.75,,,1.8966666666666665,181.537037037037,3261.5,"['Ichthyomyzon castaneus', 'Petromyzon marinus', 'unidentified', 'unidentified minnow', 'unidentified perch', 'Silurus glanis', 'unidentified', 'unidentified', 'unidentified', 'Esox lucius', 'unidentified', 'unidentified', 'Lutra lutra', 'Perca fluviatilis']"
Esox masquinongy,,,,,337.56666666666666,,
Esox niger,,,,,,,"['Ichthyomyzon castaneus', 'Petromyzon marinus']"
Esox reichertii,,,,,,,
Esselenichthys carli,,,,,,,
Esselenichthys laurae,,,,,,,
Etelis carbunculus,1400.666666666667,42.833333333333336,53.73333333333333,,,2460.6666666666665,
Etelis coruscans,,,,,,,
Etelis oculatus,1424.5,52.5,68.5,,,1750.0,
Etelis radiosus,,,,,,,
Ethadophis akkistikos,,,,,,,
Ethadophis byrnei,,,,,,,
Ethadophis merenda,,,,,,,
Etheostoma acuticeps,,,,,,,
Etheostoma akatulo,,,,,,,
Etheostoma artesiae,,,,,,,
Etheostoma asprigene,,,,,,,
Etheostoma atripinne,,,,,,,
Etheostoma australe,,,,,,,
Etheostoma baileyi,,,,,,,
Etheostoma barbouri,,,,,,,
Etheostoma barrenense,,,,,,,
Etheostoma basilare,,,,,,,
Etheostoma bellator,,,,,,,
Etheostoma bellum,,,,,,,
Etheostoma bison,,,,,,,
Etheostoma blennioides,,,,,261.9,,
Etheostoma blennius,,,,,,,
Etheostoma boschungi,,,,,101.7,,
Etheostoma brevirostrum,,,,,,,
Etheostoma brevispinum,,,,,,,
Etheostoma burri,,,,,,,
Etheostoma caeruleum,,,,,,,
Etheostoma camurum,,,,,,,
Etheostoma cervus,,,,,,,
Etheostoma chermocki,,,,,,,
Etheostoma chienense,,,,,,,
Etheostoma chlorobranchium,,,,,,,
Etheostoma chlorosomum,,,,,,,
Etheostoma chuckwachatte,,,,,,,
Etheostoma cinereum,,,,,,,
Etheostoma clinton,,,,,,,
Etheostoma collettei,,,,,,,
Etheostoma collis,,,,,,,
Etheostoma colorosum,,,,,,,
Etheostoma coosae,,,,,,,
Etheostoma corona,,,,,,,
Etheostoma cragini,,,,,,,
Etheostoma crossopterum,,,,,,,"['Orconectes sp.', 'Pimephales notatus']"
Etheostoma cyanoprosopum,,,,,,,
Etheostoma davisoni,,,,,,,
Etheostoma denoncourti,,,,,,,
Etheostoma derivativum,,,,,,,
Etheostoma ditrema,,,,,,,
Etheostoma douglasi,,,,,,,
Etheostoma duryi,,,,,101.25,,
Etheostoma edwini,,,,,,,
Etheostoma erythrozonum,,,,,,,
Etheostoma etnieri,,,,,,,
Etheostoma etowahae,,,,,,,
Etheostoma euzonum,,,,,,,
Etheostoma exile,,,,,,,['Amia calva']
Etheostoma flabellare,,,,,80.1,,
Etheostoma flavum,,,,,,,
Etheostoma fonticola,,,,,,,
Etheostoma forbesi,,,,,,,
Etheostoma fragi,,,,,,,
Etheostoma fricksium,,,,,,,
Etheostoma fusiforme,,,,,118.85,,
Etheostoma gore,,,,,,,
Etheostoma gracile,,,,,,,
Etheostoma grahami,,,,,,,
Etheostoma gutselli,,,,,,,
Etheostoma histrio,,,,,,,
Etheostoma hopkinsi,,,,,,,
Etheostoma inscriptum,,,,,,,
Etheostoma jessiae,,,,,,,
Etheostoma jimmycarter,,,,,,,
Etheostoma jordani,,,,,,,
Etheostoma juliae,,,,,,,
Etheostoma kanawhae,,,,,,,
Etheostoma kantuckeense,,,,,,,
Etheostoma kennicotti,,,,,,,
Etheostoma lachneri,,,,,,,
Etheostoma lawrencei,,,,,,,
Etheostoma lemniscatum,,,,,,,
Etheostoma lepidum,,,,,,,
Etheostoma longimanum,,,,,,,
Etheostoma lugoi,,,,,,,
Etheostoma luteovinctum,,,,,,,
Etheostoma lynceum,,,,,,,
Etheostoma maculatum,,,,,,,
Etheostoma mariae,,,,,,,
Etheostoma marmorpinnum,,,,,,,
Etheostoma maydeni,,,,,,,
Etheostoma microperca,,,,,,,
Etheostoma moorei,,,,,,,
Etheostoma neopterum,,,,,,,
Etheostoma nianguae,,,,,,,
Etheostoma nigripinne,,,,,,,
Etheostoma nigrum,,,,,,,"['Anguilla rostrata', 'Micropterus dolomieu', 'Micropterus punctulatus', 'Stizostedion vitreum', 'Salmo trutta trutta', 'Salvelinus namaycush']"
Etheostoma nuchale,,,,,,,
Etheostoma obama,,,,,,,
Etheostoma obeyense,,,,,,,
Etheostoma okaloosae,,,,,,,
Etheostoma olivaceum,,,,,,,
Etheostoma olmstedi,,,,,,,['Pomatomus saltator']
Etheostoma oophylax,,,,,,,
Etheostoma osburni,,,,,,,
Etheostoma pallididorsum,,,,,,,
Etheostoma parvipinne,,,,,,,
Etheostoma percnurum,,,,,,,
Etheostoma perlongum,,,,,,,
Etheostoma phytophilum,,,,,,,
Etheostoma podostemone,,,,,,,
Etheostoma pottsii,,,,,,,
Etheostoma proeliare,,,,,,,
Etheostoma pseudovulatum,,,,,,,
Etheostoma punctulatum,,,,,,,
Etheostoma pyrrhogaster,,,,,,,
Etheostoma radiosum,,,,,,,
Etheostoma rafinesquei,,,,,,,
Etheostoma ramseyi,,,,,,,
Etheostoma raneyi,,,,,,,
Etheostoma rubrum,,,,,,,
Etheostoma rufilineatum,,,,,88.9,,
Etheostoma rupestre,,,,,,,
Etheostoma sagitta,,,,,,,
Etheostoma saludae,,,,,,,
Etheostoma scotti,,,,,,,
Etheostoma segrex,,,,,,,
Etheostoma sellare,,,,,,,
Etheostoma sequatchiense,,,,,,,
Etheostoma serrifer,,,,,,,
Etheostoma simoterum,,,,,,,
Etheostoma sitikuense,,,,,,,
Etheostoma smithi,,,,,,,
Etheostoma spectabile,,,,,,,
Etheostoma spilotum,,,,,,,
Etheostoma squamiceps,,,,,98.05,,
Etheostoma stigmaeum,,,,,,,
Etheostoma striatulum,,,,,,,
Etheostoma susanae,,,,,,,
Etheostoma swaini,,,,,,,
Etheostoma swannanoa,,,,,,,
Etheostoma tallapoosae,,,,,,,
Etheostoma tecumsehi,,,,,,,
Etheostoma teddyroosevelt,,,,,,,
Etheostoma tetrazonum,,,,,,,
Etheostoma thalassinum,,,,,,,
Etheostoma thompsoni,,,,,,,
Etheostoma tippecanoe,,,,,,,
Etheostoma trisella,,,,,,,
Etheostoma tuscumbia,,,,,,,
Etheostoma uniporum,,,,,,,
Etheostoma variatum,,,,,,,
Etheostoma virgatum,,,,,,,
Etheostoma vitreum,,,,,,,
Etheostoma vulneratum,,,,,,,
Etheostoma wapiti,,,,,,,
Etheostoma whipplei,,,,,,,
Etheostoma zonale,,,,,,,
Etheostoma zonifer,,,,,,,
Etheostoma zonistium,,,,,,,
Ethmalosa fimbriata,,,,,,,"['Scomberomorus maculatus', 'Pellonula leonensis', 'Scomberomorus tritor', 'Elops lacerta', 'Elops lacerta']"
Ethmidium maculatum,,,,,,,
Etmopterus alphus,,,,,,,
Etmopterus baxteri,1920.0,,,,,2228.0,
Etmopterus benchleyi,,,,,,,
Etmopterus bigelowi,,,,,,,
Etmopterus brachyurus,,,,,,,
Etmopterus bullisi,,,,,,,
Etmopterus carteri,,,,,,,
Etmopterus compagnoi,,,,,,,
Etmopterus decacuspidatus,,,,,,,
Etmopterus dianthus,,,,,,,
Etmopterus dislineatus,,,,,,,
Etmopterus evansi,,,,,,,
Etmopterus fusus,,,,,,,
Etmopterus gracilispinis,,,,,,,
Etmopterus granulosus,,,,,,,
Etmopterus hillianus,,,,,,,
Etmopterus joungi,,,,,,,
Etmopterus lailae,,,,,,,
Etmopterus litvinovi,,,,,,,
Etmopterus lucifer,480.0,,,,,60.0,
Etmopterus marshae,,,,,,,
Etmopterus molleri,,,,,,,
Etmopterus perryi,,,,,,,
Etmopterus polli,,,,,,,
Etmopterus princeps,,,,,,,
Etmopterus pusillus,,,,,,,
Etmopterus pycnolepis,,,,,,,
Etmopterus samadiae,,,,,,,
Etmopterus schultzi,,,,,,,['Merluccius albidus']
Etmopterus sculptus,,,,,,,
Etmopterus sentosus,,,,,,,
Etmopterus spinax,1896.666666666667,,,,,476.66666666666674,
Etmopterus splendidus,,,,,,,
Etmopterus unicolor,,,,,,,
Etmopterus villosus,,,,,,,
Etmopterus virens,,,,,,,
Etroplus canarensis,,,,,,,
Etroplus maculatus,,,,,,,
Etroplus suratensis,227.0,14.5,18.0,,,130.0,
Etropus crossotus,,,,,,,
Etropus cyclosquamus,,,,,,,
Etropus delsmani pacificus,,,,,,,
Etropus ectenes,,,,,,,
Etropus microstomus,,,,,,,['Lophius americanus']
Etropus peruvianus,,,,,,,
Etropus rimosus,,,,,,,
Etrumeus acuminatus,,,,,,,
Etrumeus golanii,,,,,,,
Etrumeus makiawa,,,,,,,
Etrumeus micropus,,,,,,,
Etrumeus sadina,,,,,,,"['Alopias superciliosus', 'Carcharhinus falciformis', 'Rhizoprionodon terraenovae', 'Elops machnata', 'Tetrapturus audax', 'Merluccius albidus', 'Paralichthys dentatus', 'Pomatomus saltatrix', 'Argyrosomus hololepidotus', 'Atractoscion aequidens', 'Cynoscion regalis', 'Acanthocybium solandri', 'Euthynnus alletteratus', 'Scomberomorus cavalla', 'Scomberomorus maculatus', 'Squalus acanthias', 'Mustelus canis', 'Lichia amia', 'Makaira mazara']"
Etrumeus whiteheadi,,,,,,,"['Helicolenus dactylopterus', 'Arctocephalus pusillus pusillus', 'Carcharhinus brachyurus', 'Merluccius capensis', 'Raja alba', 'Raja clavata', 'Sphyrna zygaena', 'Squalus acanthias', 'Squalus megalops', 'Chelidonichthys capensis']"
Etrumeus wongratanai,,,,,,,
Eubalichthys bucephalus,,,,,,,
Eubalichthys caeruleoguttatus,,,,,,,
Eubalichthys cyanoura,,,,,,,
Eubalichthys gunnii,,,,,,,
Eubalichthys mosaicus,,,,,,,
Eubalichthys quadrispinis,,,,,,,
Eubleekeria jonesi,,,,,,,
Eubleekeria kupanensis,,,,,,,
Eubleekeria rapsoni,,,,,,,
Eubleekeria splendens,,,,,,,"['Lactarius lactarius', 'Saurida tumbil']"
Euchiloglanis kishinouyei,,,,,,,
Eucinostomus argenteus,,,,,,,"['Morone saxatilis', 'Scorpaena grandicornis', 'Sphyraena barracuda']"
Eucinostomus currani,,,,,,,
Eucinostomus dowii,,,,,,,
Eucinostomus entomelas,,,,,,,
Eucinostomus gracilis,,,,,,,
Eucinostomus gula,150.0,,,,,17.0,['Sphyraena barracuda']
Eucinostomus harengulus,,,,,,,
Eucinostomus havana,,,,,,,
Eucinostomus jonesii,,,,,,,
Eucinostomus melanopterus,,,,,,,['Eleotris pisonis']
Euclichthys polynemus,,,,,,,
Eucrossorhinus dasypogon,,,,,,,
Eucryphycus californicus,,,,,,,
Eucyclogobius newberryi,,,,,,,['Xenopus laevis']
Eudontomyzon danfordi,,,,,,,
Eudontomyzon mariae,,,,,,,"['Stizostedion lucioperca', 'Silurus glanis', 'Squalius cephalus', 'Esox lucius']"
Eudontomyzon morii,,,,,,,
Eudontomyzon stankokaramani,,,,,,,
Eudontomyzon vladykovi,,,,,,,
Eugerres axillaris,,,,,,,
Eugerres brasilianus,,,,,,,
Eugerres brevimanus,,,,,,,
Eugerres lineatus,,,,,,,
Eugerres mexicanus,,,,,,,['Batrachoides goldmani']
Eugerres plumieri,,,,,,,
Eugnathogobius mindora,,,,,,,
Euleptorhamphus velox,,,,,,,"['Anous stolidus', 'Sterna fuscata']"
Euleptorhamphus viridis,,,,,,,
Eulophias koreanus,,,,,,,
Eumecichthys fiski,,,,,,,
Eumegistus brevorti,,,,,,,
Eumegistus illustris,,,,,,,
Eumesogrammus praecisus,,,,,,,['Uria lomvia']
Eumicrotremus andriashevi,,,,,,,
Eumicrotremus asperrimus,,,,,,,
Eumicrotremus barbatus,,,,,,,
Eumicrotremus derjugini,,,,,,,
Eumicrotremus gyrinops,,,,,,,
Eumicrotremus orbis,,,,,,,['Gadus macrocephalus']
Eumicrotremus phrynoides,,,,,,,
Eumicrotremus spinosus,,,,,,,['Raja radiata']
Eumicrotremus terraenovae,,,,,,,
Eupetrichthys angustipes,,,,,,,
Eupleurogrammus glossodon,,,,,,,
Eupleurogrammus muticus,,,,,,,
Eupogonesthes xenicus,,,,,,,
Euprotomicroides zantedeschia,,,,,,,
Euprotomicrus bispinatus,,,,,,,
Euristhmus lepturus,351.0,,,,,85.0,['cormorants']
Euristhmus microceps,,,,,,,
Euristhmus nudiceps,,,,,,,
Eurymen gyrinus,,,,,,,
Eurypegasus draconis,,,,,,,
Eurypegasus papilio,,,,,,,['Aprion virescens']
Eurypharynx pelecanoides,18.95,,50.3,,,51.5,
Eurypleuron owasianum,,,,,,,
Eusphyra blochii,,,,,,,
Eustomias achirus,,,,,,,
Eustomias australensis,,,,,,,
Eustomias bifilis,,,,,,,
Eustomias bulbornatus,,,,,,,
Eustomias cryptobulbus,,,,,,,
Eustomias enbarbatus,,,,,,,
Eustomias furcifer,,,,,,,
Eustomias macronema,,,,,,,
Eustomias macrurus,,,,,,,
Eustomias multifilis,,,,,,,
Eustomias obscurus,,,,,,,
Eustomias parini,,,,,,,
Eustomias satterleei,,,,,,,
Eustomias schmidti,,,,,,,
Eustomias trewavasae,,,,,,,
Eustomias vitiazi,,,,,,,
Eustomias vulgaris,,,,,,,
Eusurculus andamanensis,,,,,,,
Eusurculus pristinus,,,,,,,
Eutaeniophorus festivus,,,,,,,['Alepisaurus ferox']
Euthynnus affinis,2073.0,51.0,56.0,3.2533333333333334,360.7,2153.333333333333,"['Carcharhinus sorrah', 'billfishes', 'Thunnus albacares']"
Euthynnus alletteratus,3570.0,,,,,6291.0,"['Euthynnus alletteratus', 'Yellowfin tuna', 'Yellowfin tuna', 'Thunnus albacares', 'Coryphaena hippurus', 'Istiophorus albicans', 'Makaira nigricans', 'Anous stolidus', 'Sterna fuscata', 'Acanthocybium solandri', 'unidentified shark', 'swordfish']"
Euthynnus lineatus,,,,,,,"['Istiophorus platypterus', 'Makaira nigricans', 'Tetrapturus audax', 'Thunnus albacares', 'unidentified shark']"
Eutrigla gurnardus,564.1428571428571,28.45,33.18333333333333,,,444.71428571428567,"['Conger conger', 'Gadus morhua', 'Melanogrammus aeglefinus']"
Eutropiichthys murius,,,,,,,
Eutropiichthys vacha,,,,,,,
Evarra bustamantei,,,,,,,
Evarra eigenmanni,,,,,,,
Evarra tlahuacensis,,,,,,,
Evermannella balbo,,,,,,,
Evermannella indica,,,,,,,
Evermannella melanoderma,,,,,,,
Evermannia longipinnis,,,,,,,
Evermannia zosterura,,,,,,,
Evermannichthys convictor,,,,,,,
Evermannichthys metzelaari,,,,,,,
Evermannichthys silus,,,,,,,
Evermannichthys spongicola,,,,,,,
Eviota abax,,,,,,,
Eviota afelei,,,,,,,
Eviota albolineata,2.0,,,,,0.1,
Eviota algida,,,,,,,
Eviota ancora,,,,,,,
Eviota aquila,,,,,,,
Eviota asymbasia,,,,,,,
Eviota atriventris,,,,,,,
Eviota bifasciata,,,,,,,
Eviota bilunula,,,,,,,
Eviota bimaculata,,,,,,,
Eviota bipunctata,,,,,,,
Eviota brahmi,,,,,,,
Eviota cometa,,,,,,,
Eviota deminuta,,,,,,,
Eviota disrupta,,,,,,,
Eviota distigma,,,,,,,
Eviota dorsimaculata,,,,,,,
Eviota dorsogilva,,,,,,,
Eviota dorsopurpurea,,,,,,,
Eviota epiphanes,,,,,,,
Eviota epistigmata,,,,,,,
Eviota erdmanni,,,,,,,
Eviota eyreae,,,,,,,
Eviota fallax,,,,,,,
Eviota fasciola,,,,,,,
Eviota filamentosa,,,,,,,
Eviota flavipinnata,,,,,,,
Eviota flebilis,,,,,,,
Eviota geminata,,,,,,,
Eviota gunawanae,,,,,,,
Eviota guttata,7.27,,3.2,,,0.449,
Eviota herrei,,,,,,,
Eviota hinanoae,,,,,,,
Eviota hoesei,,,,,,,
Eviota imitata,,,,,,,
Eviota indica,,,,,,,
Eviota infulata,,,,,,,
Eviota inutilis,,,,,,,
Eviota irrasa,,,,,,,
Eviota japonica,,,,,,,
Eviota jewettae,,,,,,,
Eviota karaspila,,,,,,,
Eviota kermadecensis,,,,,,,
Eviota korechika,,,,,,,
Eviota lachdeberei,,,,,,,
Eviota lacrimae,,,,,,,
Eviota lacrimosa,,,,,,,
Eviota lateritea,,,,,,,
Eviota latifasciata,,,,,,,
Eviota lentiginosa,,,,,,,
Eviota maculibotella,,,,,,,
Eviota maculosa,,,,,,,
Eviota masudai,,,,,,,
Eviota melanosphena,,,,,,,
Eviota melasma,,,,,,,
Eviota mikiae,,,,,,,
Eviota mimica,,,,,,,
Eviota minuta,,,,,,,
Eviota monostigma,3.67,,3.2,,,0.42,
Eviota natalis,,,,,,,
Eviota nebulosa,,,,,,,
Eviota nigramembrana,,,,,,,
Eviota nigripinna,,,,,,,
Eviota nigrispina,,,,,,,
Eviota nigriventris,,,,,,,
Eviota notata,,,,,,,
Eviota occasa,,,,,,,
Eviota ocellifer,,,,,,,
Eviota oculopiperita,,,,,,,
Eviota pamae,,,,,,,
Eviota pardalota,,,,,,,
Eviota partimacula,,,,,,,
Eviota pellucida,,,,,,,
Eviota pictifacies,,,,,,,
Eviota pinocchioi,,,,,,,
Eviota piperata,,,,,,,
Eviota prasina,4.91,,3.5,,,0.402,
Eviota prasites,,,,,,,
Eviota pseudostigma,,,,,,,
Eviota punctulata,,,,,,,
Eviota punyit,,,,,,,
Eviota queenslandica,,,,,,,
Eviota raja,,,,,,,
Eviota randalli,,,,,,,
Eviota readerae,,,,,,,
Eviota richardi,,,,,,,
Eviota rubra,,,,,,,
Eviota rubriceps,,,,,,,
Eviota rubriguttata,,,,,,,
Eviota rubrimaculata,,,,,,,
Eviota rubrisparsa,,,,,,,
Eviota saipanensis,,,,,,,
Eviota santanai,,,,,,,
Eviota sebreei,,,,,,,
Eviota shibukawai,,,,,,,
Eviota shimadai,,,,,,,
Eviota sigillata,,,,,,,
Eviota singula,,,,,,,
Eviota smaragdus,,,,,,,
Eviota sodwanaensis,,,,,,,
Eviota sparsa,,,,,,,
Eviota specca,,,,,,,
Eviota spilota,,,,,,,
Eviota springeri,,,,,,,
Eviota storthynx,,,,,,,
Eviota susanae,,,,,,,
Eviota teresae,,,,,,,
Eviota tetha,,,,,,,
Eviota thamani,,,,,,,
Eviota tigrina,,,,,,,
Eviota toshiyuki,,,,,,,
Eviota variola,,,,,,,
Eviota winterbottomi,,,,,,,
Eviota zebrina,,,,,,,
Eviota zonura,,,,,,,
Evips percinctus,,,,,,,
Evistias acutirostris,,,,,,,
Evorthodus lyricus,,,,,,,
Evorthodus minutus,,,,,,,
Evoxymetopon macrophthalmus,,,,,,,
Evoxymetopon poeyi,,,,,,,
Evoxymetopon taeniatus,,,,,,,
Evynnis cardinalis,,,,,,,
Evynnis ehrenbergii,,,,,,,
Exallias brevis,,,,,,,
Exerpes asper,,,,,,,
Exochochromis anagenys,,,,,,,
Exocoetus gibbosus,,,,,,,
Exocoetus monocirrhus,,,,,,,"['Stenella attenuata', 'Thunnus albacares']"
Exocoetus obtusirostris,,,,,,,"['Anous stolidus', 'Sterna fuscata', 'Thunnus albacares']"
Exocoetus volitans,,,,,,,"['Coryphaena hippurus', 'Stenella attenuata', 'Istiophorus platypterus', 'Makaira nigricans', 'Anous stolidus', 'Sterna fuscata', 'Merluccius gayi peruanus', 'Thunnus albacares']"
Exodon paradoxus,,,,,47.06666666666666,,
Exoglossum laurae,,,,,,,
Exoglossum maxillingua,,,,,,,
Exostoma labiatum,,,,,,,
Exyrias akihito,,,,,,,
Exyrias belissimus,,,,,,,
Exyrias ferrarisi,,,,,,,
Exyrias puntang,39.23333333333333,,16.2,,,23.73333333333333,
Exyrias volcanus,,,,,,,
Facciolella equatorialis,,,,,,,
Facciolella gilbertii,,,,,,,
Facciolella oxyrhyncha,,,,,,,
Farlowella acus,,,,,,,
Favonigobius exquisitus,,,,,,,
Favonigobius gymnauchen,,,,,,,['Liparis tanakae']
Favonigobius lateralis,16.8,,8.8,,,6.63,"['Phalacrocorax melanoleucos', 'Phalacrocorax sulcirostris', 'Phalacrocorax varius', 'Platycephalus speculator']"
Favonigobius lentiginosus,,,,,,,
Favonigobius melanobranchus,29.4,,8.3,,,6.28,
Favonigobius punctatus,,,,,,,
Favonigobius reichei,9.51142857142857,,8.3,,,1.3714285714285717,
Feia dabra,,,,,,,
Feia nota,,,,,,,
Feia nympha,,,,,,,
Feia ranta,,,,,,,
Fenerbahce formosus,,,,,,,
Fenestraja atripinna,,,,,,,
Fenestraja cubensis,,,,,,,
Fenestraja ishiyamai,,,,,,,
Fenestraja maceachrani,,,,,,,
Fenestraja mamillidens,,,,,,,
Fenestraja plutonia,,,,,,,
Fenestraja sibogae,,,,,,,
Fenestraja sinusmexicanus,,,,,,,
Feroxodon multistriatus,,,,,,,
Festucalex cinctus,,,,,,,
Festucalex erythraeus,,,,,,,
Festucalex gibbsi,,,,,,,
Festucalex kulbickii,,,,,,,
Festucalex rufus,,,,,,,
Festucalex scalaris,,,,,,,
Festucalex wassi,,,,,,,
Fibramia amboinensis,,,,,,,
Fibramia lateralis,,,,,,,
Fibramia thermalis,,,,,,,
Figaro boardmani,870.0,,,,,200.0,
Figaro striatus,,,,,,,
Filicampus tigris,,,,,,,
Filimanus heptadactyla,,,,,,,['Johnius dussumieri']
Filimanus hexanema,,,,,,,
Filimanus perplexa,,,,,,,
Filimanus sealei,,,,,,,
Filimanus similis,,,,,,,
Filimanus xanthonema,,,,,,,
Fiordichthys paxtoni,,,,,,,
Fistularia commersonii,711.0,77.75,91.0,,,355.0,
Fistularia corneta,,,,,,,['Alepisaurus ferox']
Fistularia petimba,1005.0,86.5,105.0,,,500.0,['Galeocerdo cuvier']
Fistularia tabacaria,,,,,,,"['Lutjanus analis', 'Mycteroperca bonaci']"
Flagellostomias boureei,,,,,,,
Floridichthys carpio,,,,,,,['Sphyraena barracuda']
Floridichthys polyommus,,,,,,,
Fluvitrygon oxyrhynchus,,,,,,,
Fluvitrygon signifer,,,,,,,
Foa albimaculosa,,,,,,,
Foa brachygramma,21.0,3.7,4.5,,,1.1,
Foa fo,,,,,,,
Foa hyalina,,,,,,,
Fodiator acutus,,,,,,,
Fodiator rostratus,,,,,,,
Foetorepus agassizii,,,,,,,
Foetorepus calauropomus,,,,,,,
Foetorepus dagmarae,,,,,,,
Foetorepus masudai,,,,,,,
Foetorepus paxtoni,,,,,,,
Foetorepus phasis,,,,,,,
Fonchiiichthys uracanthus,,,,,,,
Fontitrygon colarensis,,,,,,,
Fontitrygon garouaensis,3530.0,,,,,2400.0,
Fontitrygon geijskesi,,,,,,,
Fontitrygon margarita,,,,,,,
Fontitrygon margaritella,,,,,,,
Fontitrygon ukpam,,,,,,,
Forbesichthys agassizii,,,,,,,
Forcipiger flavissimus,256.0,13.25,14.6,,,45.62857142857143,
Forcipiger longirostris,336.0,16.75,17.2,,,90.2,
Forcipiger wanai,,,,,,,
Forsterygion capito,,,,,,,
Forsterygion flavonigrum,,,,,,,
Forsterygion gymnotum,,,,,,,
Forsterygion lapillum,,,,,,,
Forsterygion malcolmi,,,,,,,
Forsterygion maryannae,,,,,,,
Forsterygion nigripenne,,,,,,,
Forsterygion varium,,,,,,,['Zeus faber']
Fowleria aurita,27.0,,,,,2.8,
Fowleria flammea,,,,,,,
Fowleria isostigma,,,,,,,
Fowleria marmorata,,,,,,,
Fowleria punctulata,55.0,7.2,8.7,,,12.2,
Fowleria vaiulae,,,,,,,
Fowleria variegata,,,,,,,
Fowlerichthys avalonis,,,,,,,
Fowlerichthys ocellatus,,,,,,,
Fowlerichthys radiosus,,,,,,,
Fowlerichthys scriptissimus,,,,,,,
Fowlerichthys senegalensis,,,,,,,
Fraudella carassiops,,,,,,,
Fucomimus mus,,,,,,,
Fundulopanchax amieti,,,,,,,
Fundulopanchax arnoldi,,,,,,,
Fundulopanchax cinnamomeus,,,,,,,
Fundulopanchax deltaensis,,,,,,,
Fundulopanchax fallax,,,,,,,
Fundulopanchax filamentosus,,,,,,,
Fundulopanchax gardneri,,,,,,,
Fundulopanchax gularis,,,,,,,
Fundulopanchax lacustris,,,,,,,
Fundulopanchax mamfensis,,,,,,,
Fundulopanchax marmoratus,,,,,,,
Fundulopanchax sjostedti,,,,,,,
Fundulus albolineatus,,,,,,,
Fundulus bermudae,,,,,,,"['Anguilla rostrata', 'heron', 'Trachemys scripta elegans', 'Lutjanus griseus', 'Gambusia holbrooki']"
Fundulus bifax,,,,,,,
Fundulus blairae,,,,,,,
Fundulus catenatus,,,,,,,
Fundulus chrysotus,,,,,,,['Dolomedes triton']
Fundulus cingulatus,,,,,,,
Fundulus confluentus,,,,,,,
