Body weight (W; g),Brain weight (B; mg),Encephalization coefficients,Encephalization coefficients 2,SL (cm),TL (cm),Ref,name
1125.0,373.0,0.332,,,,,Conger cinereus
3010.568085106383,532.6382978723404,0.29665957446808505,,,97.0125,,Conger conger
543.0,253.0,0.466,,66.0,66.5,,Conger wilsoni
90.0,180.5,2.025,,14.25,17.75,,Coptodon rendalli
162.0,300.0,1.85,,,,117297.0,Coregonus artedi
773.0,548.0,0.7085,,,,117297.0,Coregonus clupeaformis
1510.0,656.0,0.4385,,41.25,47.0,,Coris aygula
17.9,117.0,6.54,,,,,Coris flavovittata
42.2,160.0,3.79,,13.5,15.7,,Coris gaimard
14.63928571428571,113.0,8.523214285714287,,11.757142857142858,13.185714285714285,,Coris julis
22.75,100.0,5.3549999999999995,,9.9,11.3,,Coris variegata
20.8,134.0,6.44,,11.0,12.8,,Coris venusta
1.23,4.47,3.63,,,4.5,11344.0,Coryogalops ocheticus
2.1675,10.9,5.760000000000001,,,6.2,11344.0,Coryogalops william
8326.666666666666,3568.6666666666665,0.49366666666666664,,88.75,108.25,101297.0,Coryphaena hippurus
722.0833333333334,651.5,1.0878333333333334,,,,13703.0,Coryphaenoides rupestris
2.2,6.0,2.73,,12.5,13.0,,Corythoichthys flavofasciatus
1.2128813559322034,4.98135593220339,4.143389830508474,,,,118717.0,Corythoichthys haematopterus
2.4,20.0,8.33,,,,104901.0,Corythoichthys intestinalis
1.1,5.0,4.55,,11.9,12.5,,Corythoichthys schultzi
120.0,92.0,0.767,,,,,Cottunculus microps
348.0,296.0,0.851,,,,,Crenimugil crenilabis
19.5,27.2,1.4,,,12.0,11344.0,Cryptocentroides gobioides
48.5,245.0,5.22,,10.2,14.0,,Ctenochaetus binotatus
156.6,333.6666666666667,2.2733333333333334,,16.5,21.5,104901.0,Ctenochaetus striatus
53.13333333333333,218.0,6.113333333333332,,10.7,13.3,,Ctenochaetus strigosus
17.084210526315786,138.70000000000002,9.719999999999999,,11.95,,117540.26315789473,Ctenochromis horei
5.71,18.9,3.31,,,7.2,11344.0,Ctenogobius chusanensis
2.065,10.45,6.285,,,6.9,11344.0,Ctenogobius fasciatus
15.061702127659574,111.44680851063829,8.269574468085107,,9.112820512820514,10.446153846153846,,Ctenolabrus rupestris
32.39,144.8,5.093000000000002,,13.049999999999999,,117575.8,Cyathopharynx furcifer
1982.5,210.5,0.1415,,,,,Cyclopterus lumpus
6.699999999999999,184.0,32.35,,,,117394.0,Cyphomyrus psittacus
76.99833333333332,196.08333333333334,2.6791666666666667,,16.080000000000002,,117758.66666666667,Cyphotilapia frontosa
12.30962962962963,86.57777777777777,7.974074074074076,,8.924999999999999,,117657.07407407407,Cyprichromis leptosoma
17.9,117.67,6.816,,11.780000000000001,,117829.0,Cyprichromis microlepidotus
1051.5,1237.0,1.175,,,,117297.0,Cyprinus carpio
20.933333333333334,173.0,9.083333333333332,,8.55,7.4,,Dactyloptena orientalis
11.0,140.0,12.7,,,,104901.0,Dactylopterus volitans
2.4,7.175,3.0600000000000005,,,,,Dactyloscopus tridigitatus
24000.0,3370.0,0.14,,,,117392.0,Dalatias licha
47.65,165.5,3.5300000000000002,,8.7,11.0,,Dascyllus albisella
5.066666666666666,48.0,9.62,,4.433333333333334,5.3,,Dascyllus aruanus
6.75,56.5,8.31,,4.95,6.1,,Dascyllus marginatus
10.7,83.0,7.76,,5.3,7.4,,Dascyllus reticulatus
70.7,200.5,2.9250000000000003,,10.200000000000001,11.75,,Dascyllus trimaculatus
6402.0,23383.5,3.6550000000000002,,,,118717.0,Dasyatis pastinaca
70.0,269.0,3.84,,,,,Daysciaena albida
3712.5,4534.0,1.38,,,,118717.0,Deania calcea
1750.0,3470.0,1.98,,,,27579.0,Deania quadrispinosa
150.0,785.0,5.23,,23.5,25.5,,Decapterus macrosoma
225.0,978.0,4.35,,24.6,27.4,,Decapterus muroadsi
460.0,1492.0,3.24,,,,104901.0,Decapterus tabl
3.026666666666667,9.466666666666667,3.5766666666666667,,,8.0,11344.0,Deltentosteus quadrimaculatus
40.0,65.0,1.63,,9.5,12.0,,Dendrochirus brachypterus
40.0,175.0,4.38,,12.5,15.0,,Dendrophysa russelii
1067.0,2333.0,2.19,,,,118717.0,Dentiraja confusa
492.0,1410.0,2.87,,,,118717.0,Dentiraja lemprieri
229.0,880.0,3.84,,,,118717.0,Dentiraja polyommata
448.9888888888889,367.3888888888889,2.6022777777777777,,20.235714285714288,26.03333333333334,,Dicentrarchus labrax
10.0,40.0,4.0,,5.4,6.8,,Dichotomyctere fluviatilis
3.9,20.7,5.31,,,,,Dinematichthys iluocoeteoides
593.0,731.0,1.297,,22.85,26.425,,Diodon holocanthus
835.75,877.5,1.059,,27.0,32.1,,Diodon hystrix
82.66666666666667,310.0,6.726666666666667,,12.9,17.5,,Diplodus annularis
197.0,713.0,3.62,,16.7,,,Diplodus cervinus
154.0,381.5,2.955,,16.75,20.15,,Diplodus noct
2.01,47.0,23.4,,,,36657.0,Diplomystes nahuelbutaensis
95.0,251.0,2.64,,12.5,15.7,,Diploprion bifasciatum
1500.0,2100.0,1.4,,,,118717.0,Dipturus innominatus
9000.0,7376.0,0.82,,,,118717.0,Dipturus nidarosiensis
147.0,158.0,1.08,,,,118717.0,Dischistodus perspicillatus
3278.4,906.6,1.2236,,46.06,,,Dissostichus eleginoides
13.2,16.413999999999998,4.1290000000000004,,,9.8,11344.0,Dormitator latifrons
11.277142857142858,17.271428571428572,1.667142857142857,,,,118717.0,Doryichthys boaja
0.54,2.2,4.07,,,,118717.0,Doryichthys deokhatoides
0.5177777777777778,2.8444444444444446,5.545555555555556,,,,118717.0,Doryichthys martensii
0.4342857142857143,2.514285714285714,6.528571428571429,,,,118717.0,Doryrhamphus japonicus
4.88,18.15,4.79,,,7.5,11344.0,Drombus triangularis
0.1,2.6,26.0,,,,,Dunckerocampus dactyliophorus
0.67,5.9,9.115,,,,118717.0,Dunckerocampus pessuliferus
21.0,121.0,5.76,,,,,Dussumieria elopsoides
1282.5,1039.0,0.9325,,63.5,73.5,,Echeneis naucrates
35.35,38.5,1.12,,,28.2,104901.0,Echidna nebulosa
38.5,80.3,2.705,,11.35,11.5,,Echiichthys vipera
10.9,27.3,3.005,,29.0,30.0,,Echiodon drummondii
8.685714285714285,61.96428571428571,7.238571428571428,,,,117407.0,Ectodus descampsii
79.76,225.4,3.1979999999999995,,,,,Eleginus nawaga
6.756666666666667,12.466666666666667,1.8633333333333333,,,8.0,11344.0,Eleotris acanthopoma
101.43333333333334,41.233333333333334,1.1013333333333333,,,17.2,11344.0,Eleotris fusca
15.3,14.695,3.7952499999999993,,,11.6,11344.0,Eleotris melanosoma
117.0,58.13333333333333,0.5063333333333333,,,21.0,11344.0,Eleotris oxycephala
39.06666666666666,34.266666666666666,0.983,,,15.5,11344.0,Eleotris sandwicensis
499.0,402.0,0.806,,29.0,34.3,,Ellochelon vaigiensis
111.0,26.9,33.0,,,27.5,46932.0,Elops hawaiensis
11.2,30.0,2.68,,,,,Enchelycore bayeri
555.0,198.0,0.357,,,73.0,,Enchelynassa canina
50.0,169.5,3.515,,,,,Enchelyopus cimbrius
8.88235294117647,19.48823529411765,2.4241176470588237,,,,,Entelurus aequoreus
12.0,40.95,3.4299999999999997,,,,,Entomacrodus epalzeocheilos
2.0,22.8,11.4,,,,,Entomacrodus striatus
46.25,74.2,2.04,,,,,Entomacrodus vermiculatus
148.9,297.0,3.905,,15.15,19.0,,Epibulus insidiator
111.03636363636365,503.09090909090907,5.864545454545453,,19.416666666666668,22.066666666666666,,Epigonus telescopus
226.0,410.0,1.81,,22.0,25.5,,Epinephelus corallicola
587.5,446.5,2.482,,24.35,28.1,,Epinephelus cyanopodus
157.0,301.5,3.0275000000000003,,17.75,21.25,,Epinephelus fasciatus
126.5,256.0,2.1300000000000003,,17.475,20.675,,Epinephelus hexagonatus
32890.0,2310.0,0.07,,,,117297.0,Epinephelus itajara
65.0,247.0,3.8,,,,,Epinephelus longispinis
953.3333333333334,581.0,1.1276666666666666,,33.5,39.85,,Epinephelus maculatus
44.0,104.0,2.36,,12.2,14.5,,Epinephelus malabaricus
274.0,406.0,1.48,,22.0,25.6,,Epinephelus melanostigma
62.916666666666664,180.5,3.385,,13.6,16.04,,Epinephelus merra
1676.0,666.8,0.5025999999999999,,40.3,47.0,,Epinephelus polyphekadion
1100.0,716.0,0.651,,,,,Epinephelus socialis
210.0,391.0,1.86,,20.0,24.0,,Epinephelus summana
1205.0,745.0,0.69,,36.25,42.0,,Epinephelus tauvina
210.0,17.5,0.083,,,,,Eptatretus burgeri
5.95,50.93636363636363,10.063181818181818,,6.0,,117560.45454545454,Eretmodus cyanostictus
14.62,15.680000000000001,2.1037999999999997,,,20.0,11344.0,Erotelis smaragdus
3261.5,462.75,0.8664999999999999,,,,97137.0,Esox lucius
2460.6666666666665,1400.6666666666667,1.2566666666666666,,42.833333333333336,53.73333333333333,,Etelis carbunculus
1750.0,1424.5,1.3,,52.5,68.5,,Etelis oculatus
2228.0,1920.0,0.862,,,,118717.0,Etmopterus baxteri
60.0,480.0,8.0,,,,27579.0,Etmopterus lucifer
476.6666666666667,1896.6666666666667,4.056666666666666,,,,118717.0,Etmopterus spinax
130.0,227.0,1.75,,14.5,18.0,,Etroplus suratensis
17.0,150.0,8.82,,,,104901.0,Eucinostomus gula
85.0,351.0,4.13,,,,,Euristhmus lepturus
51.5,18.95,0.4435,,,50.3,,Eurypharynx pelecanoides
2153.3333333333335,2073.0,0.9893333333333332,,51.0,56.0,,Euthynnus affinis
6291.0,3570.0,0.567,,,,117297.0,Euthynnus alletteratus
444.7142857142857,564.1428571428571,2.5548571428571427,,28.45,33.18333333333333,,Eutrigla gurnardus
0.1,2.0,20.0,,,,,Eviota albolineata
0.449,7.27,16.2,,,3.2,11344.0,Eviota guttata
0.42,3.67,8.74,,,3.2,11344.0,Eviota monostigma
0.402,4.91,12.65,,,3.5,11344.0,Eviota prasina
23.733333333333334,39.233333333333334,2.063333333333333,,,16.2,58122.5,Exyrias puntang
6.63,16.8,2.53,,,8.8,11344.0,Favonigobius lateralis
6.28,29.4,4.68,,,8.3,11344.0,Favonigobius melanobranchus
1.3714285714285717,9.51142857142857,15.235714285714284,,,8.3,11344.0,Favonigobius reichei
200.0,870.0,4.35,,,,117392.0,Figaro boardmani
355.0,711.0,2.0866666666666664,,77.75,91.0,104901.0,Fistularia commersonii
500.0,1005.0,2.01,,86.5,105.0,,Fistularia petimba
1.1,21.0,20.1,,3.7,4.5,,Foa brachygramma
2400.0,3530.0,1.47,,,,118717.0,Fontitrygon garouaensis
45.628571428571426,256.0,6.184285714285714,,13.25,14.6,58320.5,Forcipiger flavissimus
90.2,336.0,3.855,,16.75,17.2,11740.0,Forcipiger longirostris
2.8,27.0,9.6,,,,,Fowleria aurita
12.2,55.0,4.51,,7.2,8.7,,Fowleria punctulata
29.25,124.0,5.0825,,,,,Gadiculus argenteus
1983.375,1402.125,0.9525000000000001,,,,,Gadus macrocephalus
4353.6,1684.175,0.771275,,,,117297.0,Gadus morhua
47.333333333333336,172.66666666666666,5.136666666666667,,,,,Gaidropsarus argentatus
71.33333333333333,152.1,3.186666666666666,,,,,Gaidropsarus ensis
458.0,508.0,1.11,,,,,Gaidropsarus mediterraneus
186.0,279.9,2.3875,,,,,Gaidropsarus vulgaris
183033.33333333334,52263.333333333336,0.273,,,,87422.66666666667,Galeocerdo cuvier
12180.0,10380.0,0.852,,,,117392.0,Galeorhinus galeus
950.0,2538.0,2.67,,,,118717.0,Galeus melastomus
160.0,760.0,4.75,,,,118717.0,Galeus polli
1.7032258064516133,21.85161290322581,14.146774193548385,,5.1,6.8,,Gasterosteus aculeatus
116.33333333333333,253.0,2.5700000000000003,,14.366666666666667,20.85,11740.0,Genicanthus caudovittatus
65.09457575757575,10.903030303030304,1.4038484848484847,,,,117344.0,Geotria australis
133.0,482.0,3.62,,,,104901.0,Gerres cinereus
40.0,215.0,5.38,,11.0,14.0,,Gerres filamentosus
36.333333333333336,144.66666666666666,5.216666666666667,,10.366666666666667,12.033333333333333,,Gerres oyena
29.55,36.11666666666667,2.5203333333333338,,,21.0,11344.0,Gillichthys mirabilis
45300.0,31650.0,0.699,,,,27579.0,Ginglymostoma cirratum
101.89999999999999,54.1,1.348,,,19.7,11344.0,Giuris margaritacea
0.776,5.138,8.238000000000001,,,5.5,11344.0,Gladiogobius ensifer
1100.0,730.0,0.664,,,,,Glaucosoma scapulare
11720.0,12796.0,1.09,,,,118717.0,Glaucostegus typus
4.05,15.611666666666665,8.001666666666667,,,6.966666666666666,11344.0,Glossogobius callidus
2.65,15.9,6.05,,,,,Glossogobius circumspectus
143.72222222222223,47.21777777777778,8.276444444444444,,,15.75,11344.0,Glossogobius giuris
31.41578947368421,98.8736842105263,3.6052631578947367,,11.525,,117584.68421052632,Gnathochromis permaxillaris
8.49090909090909,89.78181818181818,10.736363636363636,,,,117407.0,Gnathochromis pfefferi
172.0,707.0,4.11,,20.0,24.0,,Gnathodentex aureolineatus
2.4516666666666667,10.483333333333333,5.8933333333333335,,,8.0,11344.0,Gnatholepis anjerensis
10.596666666666666,238.33333333333334,23.0,,,,117394.0,Gnathonemus echidnorhynchus
53.68285714285714,859.2571428571429,17.22857142857143,,,,118717.0,Gnathonemus longibarbis
9.844444444444445,275.67555555555555,32.666666666666664,,18.18,,103920.22222222222,Gnathonemus petersii
42.2,159.0,3.77,,,,118717.0,Gobio gobio
4.32,32.78,9.524000000000001,,,,,Gobioclinus bucciferus
3.4899999999999998,12.4,3.91,,,6.2,11344.0,Gobiodon citrinus
3.38,20.0,5.92,,,5.4,11344.0,Gobiodon erythrospilus
1.5466666666666666,10.866666666666665,10.563333333333333,,,4.3,11344.0,Gobiodon rivulatus
36.1,34.0,1.967666666666667,,,14.55,11344.0,Gobiomorphus australis
23.6,38.8,1.64,,,12.0,11344.0,Gobiomorphus coxii
1528.34,106.44000000000001,1.8030000000000002,,,52.95,11344.0,Gobiomorus dormitor
11.325000000000001,16.59,6.77,,,20.0,11344.0,Gobionellus oceanicus
109.0,182.2,1.8720000000000003,,19.025,,,Gobionotothen acuta
0.45,2.425,5.58,,,,,Gobiopsis macrostoma
0.274,2.07,7.56,,,3.0,11344.0,Gobiopsis malekulae
0.11933333333333333,2.106666666666667,18.349999999999998,,,2.7,11344.0,Gobiopterus chuno
0.13,2.4000000000000004,19.15,,,2.7,11344.0,Gobiopterus semivestitus
0.55625,3.3899999999999997,6.404999999999999,,,4.0,11344.0,Gobiosoma paradoxum
184.05,161.5,1.384,,,22.85,11344.0,Gobius cobitis
16.73333333333333,43.63333333333333,4.066666666666667,,,10.066666666666666,11344.0,Gobius couchi
18.5,37.41428571428572,2.345714285714286,,,12.266666666666666,11344.0,Gobius niger
7.7043478260869565,30.3,7.97086956521739,,,8.281818181818183,11344.0,Gobius paganellus
1.5,12.100000000000001,9.465,,,6.0,11344.0,Gobiusculus flavescens
1045.0,2780.0,2.66,,,,118717.0,Gollum attenuatus
66.0,257.0,3.89,,15.5,18.0,,Gomphosus caeruleus
50.35,225.0,7.0600000000000005,,13.75,15.6,,Gomphosus varius
1.8,21.933333333333334,13.466666666666667,,,,,Gramma loreto
785.0,1968.0,2.51,,43.0,49.5,,Grammatorcynus bilineatus
80.9375,170.625,2.14,,,,117407.0,Grammatotria lemairii
75.0,99.0,1.32,,13.5,15.4,,Grammistes sexlineatus
23.775000000000002,100.39999999999999,4.413749999999999,,11.5,,117723.5,Greenwoodochromis christyi
35.709090909090904,139.79999999999998,4.207272727272727,,,,117407.0,Greenwoodochromis staneri
1.505,4.9,3.31,,,9.0,11344.0,Gunnellichthys monostigma
7.01,163.35,34.15,,,,117394.0,Gymnarchus niloticus
27.0,97.0,3.59,,,,,Gymnocanthus tricuspis
1163.3333333333333,1941.6666666666667,1.89,,38.0,45.25,,Gymnocranius euanus
1044.0,1420.3333333333333,2.1166666666666667,,44.5,52.0,,Gymnocranius grandoculis
58.0,408.5,7.16,,12.9,15.85,,Gymnocranius griseus
2.19,12.959999999999999,6.525999999999999,,,5.34,11344.0,Gymnogobius castaneus
0.6033333333333334,6.833333333333333,13.166666666666666,,,4.8,11344.0,Gymnogobius cylindricus
0.6025,9.55,21.3,,,5.0,11344.0,Gymnogobius heptacanthus
6.353333333333334,19.833333333333332,3.1666666666666665,,,8.0,11344.0,Gymnogobius isaza
0.19333333333333336,2.8866666666666667,16.033333333333335,,,3.2,11344.0,Gymnogobius macrognathos
0.6,6.073333333333333,10.333333333333334,,,4.5,11344.0,Gymnogobius uchidai
5.990909090909091,20.727272727272727,5.20090909090909,,,7.566666666666666,11344.0,Gymnogobius urotaenia
5129.0,2282.2,0.8316000000000001,,64.82000000000001,69.28,,Gymnosarda unicolor
106.0,131.0,1.24,,,37.2,,Gymnothorax buroensis
48.0,99.0,2.06,,,,,Gymnothorax eurostus
900.0,165.0,0.183,,,,,Gymnothorax favagineus
693.0,176.66666666666666,1.0936666666666668,,,60.666666666666664,,Gymnothorax flavimarginatus
3510.0,510.0,0.145,,,,117297.0,Gymnothorax funebris
14.8,31.0,2.1,,,26.7,,Gymnothorax gracilicauda
123.0,72.0,0.585,,,,,Gymnothorax griseus
4090.0,367.0,0.5405,,,89.5,,Gymnothorax javanicus
207.0,136.0,0.657,,,,,Gymnothorax margaritophorus
3.0,9.0,3.0,,,13.2,,Gymnothorax melatremus
140.5,383.0,2.2,,,33.0,,Gymnothorax meleagris
425.0,202.0,0.475,,,62.0,,Gymnothorax pictus
108.0,134.0,1.24,,,40.1,,Gymnothorax pindae
32.6,52.0,1.6,,,28.9,,Gymnothorax rueppelliae
1094.0,215.8,0.24580000000000002,,,51.666666666666664,,Gymnothorax undulatus
11.2,32.0,2.86,,,21.2,,Gymnothorax zonipectis
62.0025,164.5,3.295,,,,36657.0,Gymnotus carapo
2890.0,3790.0,1.31,,,,118717.0,Gymnura australis
192.0,694.0,3.62,,,,104901.0,Haemulon carbonarium
96.0,474.0,4.94,,,,104901.0,Haemulon flavolineatum
177.85,565.0,4.2,,,,72070.0,Haemulon plumierii
33.873333333333335,147.12666666666667,5.762666666666665,,,,,Halargyreus johnsonii
16.15,85.8,5.33,,9.2,10.4,,Halichoeres biocellatus
18.6,117.0,6.28,,,,104901.0,Halichoeres bivittatus
38.0,167.0,4.4,,,,104901.0,Halichoeres garnoti
150.33333333333334,305.6666666666667,2.066666666666667,,19.3,22.049999999999997,104901.0,Halichoeres hortulanus
12.0,64.0,5.33,,,,104901.0,Halichoeres maculipinna
6.3,64.85,10.3,,7.1,8.5,104901.0,Halichoeres margaritaceus
18.5,87.5,7.59,,8.25,9.75,,Halichoeres marginatus
11.15,58.55,9.57,,5.5,6.2,,Halichoeres melanurus
15.0,63.3,7.395,,,,,Halichoeres nigrescens
13.3,94.0,7.07,,8.6,10.0,,Halichoeres ornatissimus
26.0,112.0,4.31,,,,104901.0,Halichoeres poeyi
5.085,52.3,10.25,,,,104901.0,Halichoeres trimaculatus
3.6,17.5,4.86,,,,,Halimuraena hexagonata
2.4,14.6,6.08,,,,,Haliophis guttatus
29.259200000000007,134.388,6.359600000000001,,9.966666666666667,,117609.56,Haplotaxodon microlepis
2205.0,3100.0,1.41,,,,118717.0,Harriotta raleighana
631.5714285714286,317.5,1.0339285714285718,,23.745454545454546,28.236363636363638,,Helicolenus dactylopterus
73.03333333333335,182.83333333333334,2.953333333333333,,,,117407.0,Hemibates stenosoma
18.95,68.0,3.8150000000000004,,9.0,,,Hemichromis bimaculatus
2330.0,5170.0,2.22,,,,117392.0,Hemigaleus microstoma
231.0,528.0,2.29,,20.0,23.8,,Hemigymnus fasciatus
196.0,432.0,2.2,,19.0,22.1,,Hemigymnus melapterus
37.0,182.0,4.92,,22.5,25.2,,Hemiramphus far
105.0,451.0,4.3,,31.6,35.0,,Hemiramphus lutkei
600.0,1960.0,3.27,,,,117392.0,Hemiscyllium ocellatum
65.55,251.5,4.390000000000001,,11.1,10.9,11740.0,Hemitaurichthys polylepis
2950.0,11460.0,3.89,,,,118717.0,Hemitrygon fluviorum
109.5,326.0,4.286666666666666,,12.466666666666667,13.4,11740.0,Heniochus acuminatus
126.25,387.0,3.335,,13.25,14.0,11740.0,Heniochus chrysostomus
265.5,367.0,1.3900000000000001,,15.6,18.2,11740.0,Heniochus intermedius
384.5,547.5,1.505,,20.0,20.5,11740.0,Heniochus monoceros
431.0,521.0,1.3399999999999999,,20.1,20.2,11740.0,Heniochus singularius
189.5,403.0,2.495,,15.25,15.6,11740.0,Heniochus varius
2120.0,1940.0,0.915,,,,27579.0,Heptranchias perlo
61.8,138.0,2.24,,,,,Heros severus
1.656666666666667,9.043333333333335,5.88,,,6.0,11344.0,Hetereleotris zonata
2930.0,4300.0,1.47,,,,27579.0,Heterodontus francisci
221.5,512.5,2.3200000000000003,,19.1,22.7,104901.0,Heteropriacanthus cruentatus
175.5575,867.25,9.8475,,,,21355.0,Heterotis niloticus
13785.0,7274.5,0.6365,,,,118717.0,Hexanchus griseus
20200.0,9000.0,0.446,,,,118717.0,Hexanchus nakamurai
72.0,160.0,2.22,,16.5,19.5,,Hime japonica
0.3563157894736842,2.063157894736842,6.481578947368421,,,,118717.0,Hippichthys cyanospilos
0.9600000000000001,4.15,4.405,,,,118717.0,Hippichthys penicillus
10.40625,15.424999999999999,1.624875,,,,118717.0,Hippocampus abdominalis
8.125,18.700000000000003,2.3049999999999997,,,,118717.0,Hippocampus comes
1.73,9.85,5.825,,,,118717.0,Hippocampus hippocampus
6.0,12.0,2.0,,,16.0,,Hippocampus histrix
11.169999999999998,15.39,1.4520000000000004,,,,118717.0,Hippocampus kuda
4.1,4.800000000000001,1.2349999999999999,,,,118717.0,Hippocampus reidi
10.795000000000002,9.918750000000001,1.0205000000000002,,,,118717.0,Hippocampus spinosissimus
8.999,7.650000000000002,1.1916666666666667,,,,118717.0,Hippocampus trimaculatus
1720.0,1062.0,0.617,,41.2,47.6,,Hipposcarus harid
350.0,671.0,1.92,,,,,Hologymnosus annulatus
42.0,103.0,2.45,,19.0,21.5,,Hoplichthys citrinus
1250.4285714285713,442.14285714285717,0.7254285714285714,,,,,Hoplostethus mediterraneus
8.7,35.5,4.08,,,,,Howella sherborni
2145.0,2990.0,1.39,,,,118717.0,Hydrolagus bemisi
515.0,1863.0,3.62,,,,118717.0,Hydrolagus mirabilis
1120.0,2900.0,2.59,,,,118717.0,Hydrolagus novaezealandiae
27500.0,26450.0,0.962,,,,117388.0,Hypanus americanus
65351.666666666664,45680.0,1.928333333333333,,,,117297.0,Hypanus sabinus
1.7,16.0,9.4,,,,,Hyperlophus translucidus
110.0,155.0,1.41,,33.0,36.0,,Hyperoplus immaculatus
16.3,47.4,2.9699999999999998,,,,,Hyperoplus lanceolatus
8.8,61.5,6.845000000000001,,,,,Hypoatherina temminckii
108.4,266.0,2.52,,,,,Hyporhamphus dussumieri
16.0,59.0,3.69,,,,,Hyporhamphus limbatus
8.0,51.0,6.38,,,,,Hyporthodus septemfasciatus
16.7,80.0,4.8,,13.94,,101288.0,Hypostomus plecostomus
0.6699999999999999,8.366666666666667,15.300000000000002,,,4.4,11344.0,Hypseleotris aurea
0.9766666666666666,6.62,7.206666666666667,,,5.5,11344.0,Hypseleotris galii
8.446666666666667,4.2,0.6893333333333334,,,,118521.0,Ichthyomyzon castaneus
4.0,3.7,0.925,,,,118521.0,Ichthyomyzon greeleyi
57.76666666666667,9.399999999999999,0.171,,,,118521.0,Ichthyomyzon unicuspis
54.0,162.0,3.0,,,,36657.0,Ictalurus punctatus
6.3,5.8,0.921,,,,,Idiacanthus fasciola
16.2,75.0,4.63,,8.4,10.5,,Iracundus signifer
13.765,113.5,8.58,,,,117394.0,Isichthys henryi
540.0,370.0,0.685,,,,118717.0,Isistius brasiliensis
1.0,11.5,11.5,,,,,Iso natalensis
14.0,40.3,2.88,,,9.4,,Istiblennius bellus
10.15,48.4,4.765,,8.3,10.0,,Istiblennius edentulus
10.7,38.7,3.62,,8.9,10.2,,Istiblennius rivulatus
8.879999999999999,21.360000000000003,4.241999999999999,,,8.966666666666667,11344.0,Istigobius decoratus
7.6,19.225,2.9575,,,9.5,11344.0,Istigobius ornatus
14.3,41.45,2.9400000000000004,,,10.2,11344.0,Istigobius rigilius
24000.0,2906.0,0.121,,201.0,,,Istiophorus platypterus
113515.0,18860.0,0.2185,,,,72485.5,Isurus oxyrinchus
14.32,356.5,24.9,,,,117394.0,Ivindomyrus marchei
17.2,75.0,4.36,,,,,Jaydia ellioti
5.186666666666667,47.300000000000004,9.324166666666667,,8.15,,117829.0,Julidochromis marlieri
4.7532258064516135,42.54193548387098,9.379677419354836,,6.658124999999999,,117821.0,Julidochromis ornatus
7.938333333333335,53.074999999999996,7.060000000000001,,9.383333333333333,,117829.0,Julidochromis regani
3.4966666666666666,35.9,10.433333333333335,,6.45,,118251.0,Julidochromis transcriptus
2390.0,1420.0,0.594,,,,101297.0,Kajikia audax
7052.5,4456.25,0.63575,,,,101297.0,Katsuwonus pelamis
0.6074999999999999,5.365,8.945,,,4.0,11344.0,Knipowitschia caucasica
0.22499999999999998,0.603,2.795,,,4.5,11344.0,Kraemeria cunicularia
0.249,1.07,4.3,,,4.0,11344.0,Kraemeria nuda
0.1,0.7,7.0,,,,,Kraemeria samoensis
45.0,203.0,4.51,,13.7,16.2,,Kuhlia mugil
49.01666666666667,160.66666666666666,5.4750000000000005,,12.819999999999999,15.98,,Kuhlia sandvicensis
1093.75,843.5,1.3995000000000002,,25.066666666666666,30.400000000000002,,Kyphosus bigibbus
1625.0,1539.0,0.947,,,,,Kyphosus cinerascens
20.0,100.0,5.0,,9.2,11.0,,Labrichthys unilineatus
7.575,59.025000000000006,8.32,,7.0,8.399999999999999,,Labroides dimidiatus
3.3666666666666667,43.0,12.966666666666667,,,,,Labroides phthirophagus
366.7132352941176,448.0735294117647,5.367838235294117,,19.136666666666667,22.598333333333333,,Labrus bergylta
136.9,284.75,9.29,,15.9,18.033333333333335,,Labrus mixtus
480.0,910.0,1.9,,,,117297.0,Lachnolaimus maximus
114.0,386.0,3.39,,,,104901.0,Lactophrys bicaudalis
17.0,106.0,6.26,,,,,Lactoria cornuta
15.64,82.34,5.296,,13.5,16.0,,Lampanyctus crocodilus
1.2,14.1,11.8,,,,,Lampanyctus photonotus
70.8575,17.6325,0.40125000000000005,,,,118521.0,Lampetra fluviatilis
9.4875,8.425,1.9290000000000003,,,,118521.0,Lampetra planeri
0.81,4.5,5.56,,,,118521.0,Lampetra richardsoni
8.49,49.375,7.629999999999999,,8.525,,117829.0,Lamprologus callipterus
9.8,78.1,7.97,,,,117407.0,Lamprologus lemairii
3.681,33.23,9.158,,5.116999999999999,,118184.0,Lamprologus ocellatus
2.1307692307692303,25.984615384615385,13.674615384615386,,,,117407.0,Lamprologus ornatipinnis
14.0,80.6,5.76,,,,,Larabicus quadrilineatus
23962.5,1015.0,0.04075000000000001,,,,27425.0,Latimeria chalumnae
3.9,14.0,3.59,,,,,Lepadogaster candolii
5.01,12.28,2.7730000000000006,,5.319999999999999,6.139999999999999,,Lepadogaster lepadogaster
10.1,60.3,5.97,,,,117407.0,Lepidiolamprologus attenuatus
30.3,132.86,5.196,,,,117407.0,Lepidiolamprologus elongatus
18.698333333333334,85.925,5.5441666666666665,,11.866666666666667,,117829.0,Lepidiolamprologus kendalli
50.44666666666667,131.59333333333333,2.866,,,,117407.0,Lepidiolamprologus profundicola
193.15,429.00666666666666,2.8383333333333334,,,,,Lepidion eques
5890.0,2280.0,0.387,,,,101297.0,Lepidocybium flavobrunneum
262.5,311.0,1.1949999999999998,,24.1,,,Lepidonotothen squamifrons
642.0,411.0,0.64,,,,,Lepidosiren paradoxa
